name,chrom,start,end,strand,TPM
Elovl2,chr13,41182381,41220403,-,5.1517049286
Cish,chr9,107296688,107301961,+,5.1474817744
Tenm3,chr8,48225664,48674690,-,5.1435231966
Rgmb,chr17,15806252,15826586,-,5.1405738361
Dnajc5g,chr5,31108318,31112524,+,5.1393051971
Chd3os,chr11,69340768,69342647,+,5.1387368669
Fndc4,chr5,31292245,31295877,-,5.131001799
Map3k15,chrX,159988432,160123351,+,5.1296851959
Ubn2,chr6,38433924,38512763,+,5.1280769672
Zfp319,chr8,95326135,95331950,-,5.1264321417
B3galt6,chr4,155989465,155992678,-,5.1252640915
Fuom,chr7,140097814,140102441,-,5.1251849645
Saa1,chr7,46740498,46742980,-,5.1243164968
Rb1,chr14,73195501,73325791,-,5.1222760539
Rab38,chr7,88430272,88491572,+,5.1215098533
Relt,chr7,100845847,100863413,-,5.1190671669
Vps13d,chr4,144972621,145195005,-,5.1149221033
Ceacam20,chr7,19965411,19991111,+,5.1108938589
Tsc22d3,chrX,140539528,140600522,-,5.1072668825
Rin1,chr19,5050807,5057071,+,5.1052938001
Tmem14a,chr1,21218574,21230167,+,5.1021366932
Pacsin1,chr17,27655590,27711117,+,5.0957754877
Nrp2,chr1,62703316,62818692,+,5.0920042268
P3h3,chr6,124841094,124857687,-,5.0917389726
Gpcpd1,chr2,132529081,132578248,-,5.0915425513
Phf20l1,chr15,66577571,66645255,+,5.083250362
Mir3061,chr11,52126745,52126836,+,5.074744377
Fam126a,chr5,23960935,24030683,-,5.0743187042
Gm3336,chr8,70718542,70722635,+,5.0691746143
Klhl26,chr8,70450227,70476943,-,5.0677777431
Akap13,chr7,75455533,75754609,+,5.0655498741
Rcor3,chr1,192098545,192138040,-,5.0649004877
Rdh14,chr12,10390779,10395562,+,5.0642770445
Ccnjl,chr11,43528748,43586999,+,5.0616322684
Slc7a8,chr14,54722214,54781886,-,5.0571015514
Ttc12,chr9,49436960,49486225,-,5.0546633209
Slc35b3,chr13,38932139,38960875,-,5.050279103
Phc3,chr3,30899294,30969415,-,5.0499900236
Col5a1,chr2,27886424,28039510,+,5.0492131722
Il17rc,chr6,113471454,113483163,+,5.0485998574
Rnf130,chr11,50025330,50125719,+,5.0446151281
Myo1a,chr10,127705255,127720940,+,5.0445092222
Slc30a3,chr5,31086105,31093527,-,5.0444957749
Tmem125,chr4,118540940,118543726,-,5.0406861305
Tgfbi,chr13,56609602,56639339,+,5.0403938465
Zfp607,chr7,27860584,27880825,+,5.0262804788
BC029722,chr2,155817731,155819203,-,5.0249476305
1700007L15Rik,chr16,33379853,33380736,-,5.022807534
Syt3,chr7,44384125,44400030,+,5.022635314
Rnd1,chr15,98669204,98677461,-,5.022360853
Pgam2,chr11,5801636,5803796,-,5.0174891178
Rin3,chr12,102283073,102390854,+,5.0149488373
Zfp286,chr11,62778386,62789417,-,5.0134482453
Mycbp2,chr14,103113410,103346800,-,5.0067620102
Mtx3,chr13,92844786,92858230,+,5.0034122734
Ttll13,chr7,80246375,80260821,+,4.9995546105
Tceal5,chrX,136200950,136203851,-,4.9956029704
Dcaf10,chr4,45342100,45379722,+,4.9944585515
E130309D14Rik,chr11,74619604,74641516,+,4.9943133711
Casd1,chr6,4601065,4643381,+,4.9931099491
Tyw3,chr3,154576519,154597098,-,4.9925761292
Zfp69,chr4,120930136,120951701,-,4.9923470173
Lzts3,chr2,130632764,130642844,-,4.9922927945
Gimap9,chr6,48676134,48678704,+,4.9921092489
Rac2,chr15,78559168,78572783,-,4.9912575551
Zfp708,chr13,67069397,67097976,-,4.9883506141
Micall1,chr15,79108982,79136901,+,4.9847198648
Rap1gap2,chr11,74383482,74590158,-,4.9828863091
Ttc7,chr17,87282885,87381770,+,4.9817996292
Mal,chr2,127633225,127656695,-,4.9788037577
Ss18l1,chr2,180042482,180070201,+,4.9729331146
Snhg18,chr15,32240567,32244662,-,4.9660234406
Lyrm7,chr11,54839288,54860591,-,4.9656182551
1700108F19Rik,chr14,76677567,76687108,+,4.9642877946
Crym,chr7,120186383,120201988,-,4.9639135784
Micu3,chr8,40308050,40386304,+,4.9637717179
Clcn4-2,chr7,7282308,7300851,-,4.962130562
Lfng,chr5,140607340,140615545,+,4.9614842475
Tmem173,chr18,35733677,35740554,-,4.9606354952
Nsun3,chr16,62734851,62786716,-,4.9603610074
Wbp2nl,chr15,82298983,82314558,+,4.9597219301
Igf2,chr7,142650767,142661035,-,4.959101467
Mir22hg,chr11,75461538,75466690,+,4.952753767
Syt14,chr1,192891233,193035775,-,4.9509142336
Ncmap,chr4,135369576,135398227,-,4.9454145175
4930526I15Rik,chr9,124423250,124424856,+,4.944528828
Nfib,chr4,82290172,82505779,-,4.9433921529
Rad51b,chr12,79297281,79814690,+,4.9385326647
Zfp579,chr7,4992851,4996101,-,4.93656145
Phf19,chr2,34893754,34913976,-,4.9348041653
Gstt3,chr10,75774121,75781414,-,4.9285684404
Zfp334,chr2,165377435,165388259,-,4.9280643828
Gnb5,chr9,75306287,75345923,+,4.9251222153
Pigw,chr11,84876312,84880285,-,4.9246434397
Ccl27a,chr4,41769469,41774176,-,4.9233814333
Ccdc102a,chr8,94902868,94918098,-,4.9220531786
Stat1,chr1,52119437,52161865,+,4.9215487695
Oxld1,chr11,120456603,120458063,-,4.9113944576
Lgi2,chr5,52537863,52566280,-,4.901606096
Efnb3,chr11,69554091,69560237,-,4.899867821
Mcur1,chr13,43538405,43560191,-,4.8972938653
Zbtb41,chr1,139422382,139453007,+,4.891185775
Ano8,chr8,71476018,71486067,-,4.8874556757
Pkd1l2,chr8,116995678,117082449,-,4.8772140817
Zfp810,chr9,22276747,22307638,-,4.8758372347
Rmdn2,chr17,79614899,79682152,+,4.8713756027
Trmt61b,chr17,71557026,71598761,-,4.8675861679
Rps19-ps3,chr4,147821776,147822202,-,4.8664353926
Nrbp2,chr15,76085593,76090013,-,4.8635019727
BC005561,chr5,104508351,104522383,+,4.8630287789
Fam212a,chr9,107984223,107985916,-,4.8601539613
Hdac10,chr15,89123302,89128700,-,4.8591802119
Fam120aos,chr13,48968111,48969905,+,4.8588639649
Dsp,chr13,38151293,38198577,+,4.8570475075
Bcl2l11,chr2,128126037,128162547,+,4.8566300032
Ppp6r2,chr15,89211558,89286261,+,4.8540310685
Cd74,chr18,60803848,60812652,+,4.8532758019
Arhgap28,chr17,67842707,68004108,-,4.8525413302
Reck,chr4,43875529,43944806,+,4.8522713201
Chrm4,chr2,91922188,91929829,+,4.8516439336
St6galnac4,chr2,32587077,32599696,+,4.8490638052
Snord38a,chr4,117154515,117154574,-,4.8489808674
Igfals,chr17,24878769,24882008,+,4.8476334171
Zfp933,chr4,147822985,147848375,-,4.8401025166
Cdh2,chr18,16588876,16809049,-,4.8358214764
Mir3060,chr11,4139363,4139446,+,4.835454363
Nudt11,chrX,6047506,6054751,+,4.8308132545
Mtus1,chr8,40990911,41133726,-,4.8284929367
Cmtr2,chr8,110217959,110224489,+,4.8245205291
Zfp3,chr11,70764446,70772928,+,4.8232426299
Hoxc12,chr15,102936852,102938517,+,4.82128868
Mir7673,chrX,94274573,94274637,+,4.8209236078
Aebp1,chr11,5861865,5872248,+,4.8206421777
Entpd7,chr19,43689688,43733853,+,4.8188777037
Styx,chr14,45351185,45376884,+,4.8162030412
Tnnc2,chr2,164777161,164779734,-,4.8155643908
Ptges3l,chr11,101418813,101425333,-,4.815429387
Dopey1,chr9,86467153,86555806,+,4.8146961596
Fut11,chr14,20694967,20700197,+,4.8133704138
Ccnb1ip1,chr14,50789248,50795728,-,4.8108173564
Mvb12b,chr2,33729955,33887946,-,4.8101952142
Fgfr2,chr7,130162450,130266808,-,4.8054042399
Pde4d,chr13,108654176,109955969,+,4.8036041489
Tbc1d8,chr1,39371495,39478747,-,4.8029726795
1700001O22Rik,chr2,30795562,30803664,-,4.8025673083
Plekhm2,chr4,141625733,141664115,-,4.7992568671
Ggnbp2os,chr11,84870004,84871631,+,4.7981254548
Car11,chr7,45699966,45704661,+,4.7899335629
Prdm1,chr10,44437173,44458748,-,4.7895439979
Prmt2,chr10,76207225,76237865,-,4.7850223177
Foxo6,chr4,120267077,120287261,-,4.7789835182
Gm11744,chr11,116657107,116668389,+,4.7757148629
Catsperg1,chr7,29181531,29214033,-,4.7710831614
Fyco1,chr9,123789499,123851899,-,4.7701152841
Slc12a8,chr16,33518328,33664135,+,4.7698415933
Gm1943,chr8,109339799,109340908,-,4.7681929368
Pik3r1,chr13,101680760,101768217,-,4.7629470313
Slc1a3,chr15,8634123,8710807,-,4.7554092163
Amn,chr12,111271110,111276426,+,4.7553061746
Zfp597,chr16,3861543,3872374,-,4.7545622718
Spag1,chr15,36179529,36235177,+,4.7544749212
3830406C13Rik,chr14,12284202,12303231,+,4.7544141271
Rhbg,chr3,88242873,88254684,-,4.7501741485
Nt5e,chr9,88327608,88372089,+,4.7470075349
Ccdc141,chr2,77009905,77170635,-,4.7381479891
Sat2,chr11,69622108,69623869,+,4.7371996828
Afmid,chr11,117825918,117839908,+,4.7359999012
Tgfb1,chr7,25687001,25704996,+,4.7353780202
Fam171a1,chr2,3118387,3227809,+,4.7315586967
Tnfrsf13c,chr15,82221743,82224336,-,4.7301040944
Tmco3,chr8,13288012,13322924,+,4.7293300936
Garem,chr18,21127341,21300139,-,4.728112049
Decr1,chr4,15917239,15945507,-,4.7246842757
Nanos1,chr19,60755986,60759914,+,4.7218389635
Lrp3,chr7,35200877,35215345,-,4.7217366895
Hps3,chr3,19995944,20035310,-,4.721068958
Casz1,chr4,148804391,148954892,+,4.7206272777
Sdcbp2,chr2,151572622,151590005,+,4.7154380987
Zdhhc1,chr8,105472424,105496870,-,4.7138444638
Ltbr,chr6,125306570,125313870,-,4.7098395927
Tead3,chr17,28331672,28350805,-,4.7097785894
Cnga3,chr1,37218277,37263384,+,4.7066862276
Ddit4l,chr3,137623671,137628332,+,4.706557724
2610507I01Rik,chr11,59197792,59202431,-,4.7061941565
Dynlt1a,chr17,6306343,6317474,-,4.700983828
Hdac7,chr15,97792663,97844502,-,4.7002646209
Epg5,chr18,77938466,78035027,+,4.699570193
Spock2,chr10,60106256,60133913,+,4.6989027968
Lrrc16b,chr14,55491092,55508264,+,4.6959137741
Magea8,chrX,154985774,154995850,-,4.6907237745
Susd4,chr1,182764905,182895654,+,4.6896006484
Il18bp,chr7,102015076,102018155,-,4.6856373866
Cdon,chr9,35452075,35507652,+,4.6848880281
G0s2,chr1,193272159,193273188,-,4.6831746504
Spata22,chr11,73329740,73346044,+,4.6830285424
Ndst2,chr14,20723729,20734562,-,4.6819907734
Intu,chr3,40540766,40704774,+,4.6797528358
Kank1,chr19,25237201,25434496,+,4.6780879718
Rbks,chr5,31624438,31697610,-,4.6734819068
Trim16,chr11,62820252,62842948,+,4.671509496
Mir3068,chr12,87437678,87437757,-,4.6689006737
Ppp1r9a,chr6,4903319,5165661,+,4.6686755499
Arhgef26,chr3,62338776,62462221,+,4.6672109872
Plekhb1,chr7,100643895,100662394,-,4.6669365341
Syndig1,chr2,149830782,150004392,+,4.6662900022
Rab33b,chr3,51483965,51496212,+,4.6650825066
Jrkl,chr9,13242789,13245741,-,4.6626348352
Hpgd,chr8,56294551,56321046,+,4.6623353602
Bambi,chr18,3507956,3516404,+,4.6596099192
Myh14,chr7,44605802,44670843,-,4.658871101
2810013P06Rik,chr8,123042574,123044602,+,4.6552669151
Pvt1,chr15,62037986,62250975,+,4.6524885824
Scarna10,chr6,125186360,125186431,-,4.6506423219
Dqx1,chr6,83057843,83067219,+,4.6496856925
1700030J22Rik,chr8,116969598,116978943,-,4.6495316469
Nrtn,chr17,56751324,56757530,-,4.6487558871
Trim47,chr11,116105749,116110235,-,4.6471504964
Sgol2b,chr8,63924693,63952170,-,4.6394726488
Bmpr2,chr1,59764278,59878081,+,4.6390080166
Mllt3,chr4,87769924,88033407,-,4.6378799215
Crnde,chr8,92326030,92356120,-,4.6320801314
Slc25a42,chr8,70184339,70212281,-,4.6278559886
Cbln1,chr8,87468852,87472592,-,4.6272049726
Eda,chrX,99975605,100400760,+,4.6235834689
Hoxb13,chr11,96194360,96196599,+,4.61990172
Idua,chr5,108660330,108685446,+,4.6190294881
Zswim5,chr4,116877401,116989105,+,4.6162076598
AW554918,chr18,25169019,25467321,+,4.6146581956
Itgal,chr7,127296259,127335137,+,4.6104773065
Clgn,chr8,83389890,83426829,+,4.6104589427
Fam13c,chr10,70440667,70558732,+,4.6099021005
Azin2,chr4,128930232,128962455,-,4.6072237061
Plekhn1,chr4,156221455,156228542,-,4.5998953159
Sgk2,chr2,162987480,163014139,+,4.5986531895
Fam83h,chr15,76001091,76014336,-,4.5981259491
Sh3d21,chr4,126150601,126163341,-,4.5973472773
Maff,chr15,79346620,79359076,+,4.5958428924
1810010H24Rik,chr11,107028222,107030442,+,4.5939751484
Cyfip2,chr11,46193848,46312859,-,4.5909611384
Zfp946,chr17,22424267,22456689,+,4.5852028357
Cntfr,chr4,41657497,41697091,-,4.5832836582
E330020D12Rik,chr1,153404185,153414233,-,4.5826491454
Zfp273,chr13,67813815,67827000,+,4.5818804873
Lrrc56,chr7,141194129,141210055,+,4.5741661558
Stambp,chr6,83543205,83572504,-,4.5735307293
Platr21,chrX,139240225,139357738,-,4.5699558157
Lipo1,chr19,33555280,33590311,-,4.5672699341
Gm1564,chr11,102665584,102682238,+,4.5663480473
Nkx6-2,chr7,139579375,139582797,-,4.5654711575
Bag2,chr1,33745483,33757750,-,4.565216157
Zfp647,chr15,76910369,76925448,-,4.5649595361
Dennd5b,chr6,148988068,149101680,-,4.5648774952
Serinc2,chr4,130253496,130275586,-,4.5629922928
Ppp2r3d,chr9,124474345,124476862,-,4.5568475616
D630045J12Rik,chr6,38123173,38254009,-,4.5564537249
Vti1a,chr19,55316056,55627461,+,4.5560108523
Lpin3,chr2,160880669,160906000,+,4.5488413971
Pgbd5,chr8,124369048,124433936,-,4.5483399865
Elmo3,chr8,105305600,105310623,+,4.5478769651
Cdc14a,chr3,116272552,116424032,-,4.5474274556
Zfp800,chr6,28239930,28261601,-,4.5474223815
Zfp109,chr7,24227794,24237598,-,4.5432215188
Slco4c1,chr1,96818783,96872171,-,4.542994207
Pirt,chr11,66911990,66928700,+,4.5409702221
Evi5l,chr8,4166566,4193701,+,4.5406396875
Pus7l,chr15,94522639,94543507,-,4.5364012424
Smco4,chr9,15505494,15545259,+,4.5341863944
Aldh3a1,chr11,61208741,61218416,+,4.530279889
Zfp811,chr17,32795675,32809931,-,4.5286930839
Slc38a3,chr9,107651154,107668968,-,4.524683302
Ccdc85b,chr19,5453162,5457563,-,4.5225420448
Padi2,chr4,140906359,140952586,+,4.5197194814
Plk5,chr10,80356458,80365489,+,4.5187374711
Itpr1,chr6,108213095,108551116,+,4.5177696818
Tnfrsf1b,chr4,145212367,145246870,-,4.5171146417
4930519F16Rik,chrX,103232280,103256606,-,4.5161127981
Sgsm1,chr5,113243219,113310786,-,4.5147599365
Tex15,chr8,33570543,33585585,+,4.5139718483
Pik3r3,chr4,116221913,116303056,+,4.5137888122
Parva,chr7,112427705,112591688,+,4.5123851115
Dmgdh,chr13,93674435,93752823,+,4.5102793782
Tep1,chr14,50824060,50870554,-,4.5080444636
Gdpd1,chr11,87033793,87074137,-,4.5076236675
Socs1,chr16,10783808,10785536,-,4.5060372122
Defb42,chr14,63046990,63048606,+,4.4984216213
Prdm16,chr4,154316124,154636873,-,4.4953531979
Phyhd1,chr2,30266202,30282149,+,4.4936307871
Gm14322,chr2,177759287,177773275,+,4.492433886
Slc5a1,chr5,33104218,33162699,+,4.4900200596
Aptx,chr4,40682077,40703194,-,4.4887553755
Tspan33,chr6,29694213,29718558,+,4.4877131901
Neil2,chr14,63182444,63193525,-,4.4851168422
Rab43,chr6,87788852,87812164,-,4.4836561506
Sos2,chr12,69583760,69681852,-,4.4834266232
Celf4,chr18,25477619,25753983,-,4.4819315088
Nxph3,chr11,95509845,95514565,-,4.4811358723
Dnal1,chr12,84114327,84143510,+,4.4775731279
Itga9,chr9,118606708,118901003,+,4.4752588388
Usp25,chr16,77014068,77116780,+,4.4722138131
Nanos3,chr8,84173732,84176552,-,4.4690449139
H13,chr2,152669460,152708668,+,4.4663304223
Gm7120,chr13,119488038,119610459,+,4.4607656662
Smarca5-ps,chr4,145464209,145467961,+,4.4570886702
Dpcr1,chr17,35635754,35643695,-,4.4550983946
Smim19,chr8,22462613,22476879,-,4.4533195558
Adam23,chr1,63445903,63596515,+,4.4518430415
Eml5,chr12,98786603,98901484,-,4.4483792477
Dmpk,chr7,19083848,19093820,+,4.4474957953
Zfp595,chr13,67312997,67332560,-,4.4416143819
Rgs10,chr7,128373624,128418172,-,4.4376384693
Mapre3,chr5,30814755,30866106,+,4.4354304951
Tpbg,chr9,85842379,85847055,+,4.4336292588
Chrna9,chr5,65967123,65977486,+,4.4266382994
1810026B05Rik,chr7,73539797,73558395,-,4.426019241
Acot1,chr12,84009501,84017669,+,4.4238383739
Stxbp4,chr11,90476492,90638108,-,4.4206599514
Arhgef4,chr1,34801721,34812754,+,4.4192998993
Calhm2,chr19,47132231,47138294,-,4.4165788176
Pigv,chr4,133661424,133672647,-,4.4126292325
Gpr137b,chr13,13357619,13393624,-,4.4107890575
Hacl1,chr14,31607225,31640965,-,4.4100256072
Anxa3,chr5,96793384,96845968,+,4.4002250015
Zfyve28,chr5,34194893,34288324,-,4.3987652779
BC002163,ambiguous,42955579,42956079,+,4.3974603478
Mkrn3,chr7,62417592,62420139,-,4.394430773
Kdelc2,chr9,53384022,53401867,+,4.3909631534
Tuba3b,chr6,145615962,145621477,+,4.3905693664
Igsf21,chr4,140026851,140246811,-,4.3885266437
Elk3,chr10,93247415,93311159,-,4.3880561046
Lysmd4,chr7,67222543,67228468,+,4.3871142427
Mfap1b,chr2,121461665,121474023,-,4.3866107919
Rasal2,chr1,157135182,157412595,-,4.3851143768
Dio3,chr12,110279229,110281097,+,4.3848097072
Phyhipl,chr10,70557685,70599291,-,4.3843596977
1600014C10Rik,chr7,38183216,38197565,+,4.3843188351
Shroom4,chrX,6400144,6633717,+,4.3836746747
Zbtb49,chr5,38200043,38220428,-,4.3823721644
Ctf1,chr7,127712735,127718187,+,4.3778174027
C330021F23Rik,chr8,3567997,3584776,+,4.37398787
Zfp365,chr10,67886104,67912662,-,4.3739041449
Cgnl1,chr9,71626506,71771602,-,4.3722978205
Rsad1,chr11,94539797,94549207,-,4.37202252
Hapln3,chr7,79117026,79131018,-,4.3707725982
Zfp953,chr13,67339308,67360572,-,4.3682901964
Camta1,chr4,151059522,151861768,-,4.3629515047
Gm11545,chr11,94755135,94761182,-,4.3562405339
Napb,chr2,148694656,148732420,-,4.3544827394
Rab26,chr17,24529053,24533747,-,4.3404278121
Itgb3bp,chr4,99765401,99829118,-,4.3374142338
Ralgps1,chr2,33133418,33371494,-,4.3364400405
Nrsn2,chr2,152368757,152376566,-,4.3338368948
Esyt3,chr9,99309966,99358530,-,4.332204416
Rtn4rl1,chr11,75193992,75267762,+,4.3199110083
Raver2,chr4,101069037,101152370,+,4.3188800034
Slc22a7,chr17,46432184,46438477,-,4.3165447084
Otub2,chr12,103376893,103406350,+,4.3154443685
Tceal7,chrX,136224040,136226100,+,4.3143048436
Madcam1,chr10,79664573,79668536,+,4.3131539951
Angptl6,chr9,20873808,20879710,-,4.3092768001
Pitx2,chr3,129199877,129219594,+,4.3053623411
Foxi3,chr6,70956605,70961066,+,4.3047025264
D730005E14Rik,chr15,79889531,79893138,-,4.3021494597
Ramp3,chr11,6658532,6677475,+,4.2984591168
Crebrf,chr17,26715649,26776626,+,4.2949166617
Fbxw4,chr19,45578256,45660193,-,4.2863849621
Emp3,chr7,45918022,45921426,-,4.286142382
Pkp3,chr7,141078228,141090510,+,4.2837076126
Slc39a3,chr10,81028539,81033912,-,4.2806756006
Gne,chr4,44034074,44084177,-,4.2805740602
Ccdc151,chr9,21989870,22002634,-,4.2798038393
Fgd4,chr16,16416914,16599978,-,4.2774527034
Npr3,chr15,11839895,11907371,-,4.27413446
Pou3f1,chr4,124657645,124660655,+,4.2691311107
Prkaa2,chr4,105029649,105109898,-,4.2662672552
Nrip1,chr16,76290861,76373049,-,4.2635832219
Abhd1,chr5,30950065,30955095,+,4.2634410214
Col5a3,chr9,20770049,20815034,-,4.2628224172
Aspg,chr12,112106682,112127573,+,4.2553530726
Ly6g6d,chr17,35071347,35074464,-,4.2541201194
Dpysl2,chr14,66802863,66868600,-,4.2537477804
Gm527,chr12,64917910,64924591,+,4.253738602
Asphd2,chr5,112385444,112392213,-,4.2530489208
Zfp945,chr17,22846696,22867134,-,4.2506701272
Six5,chr7,19094543,19098345,+,4.2470713288
Cd79b,chr11,106311340,106314529,-,4.2465523484
A2m,chr6,121636172,121679238,+,4.2421256556
Efemp1,chr11,28853204,28926743,+,4.2417613751
Lmbrd1,chr1,24678543,24766301,+,4.2394036805
Armc9,chr1,86154779,86278284,+,4.2382013108
Cerk,chr15,86139100,86186141,-,4.2378382909
Stx2,chr5,128984557,129008572,-,4.2378148308
Pla2g4c,chr7,13325666,13360668,+,4.2363076688
Gstk1,chr6,42245934,42250441,+,4.2317030089
Cacng6,chr7,3424661,3434940,+,4.2312133927
Bmp7,chr2,172868011,172940321,-,4.2309612419
Dusp28,chr1,92906988,92908620,+,4.23034677
5033404E19Rik,chr1,185497305,185498014,+,4.2300741658
Zkscan14,chr5,145194945,145201882,-,4.2289063304
Fkbp14,chr6,54577604,54593128,-,4.2287576117
Zscan2,chr7,80862107,80876513,+,4.228653756
4933404O12Rik,chr5,136919145,136937109,+,4.2276948567
Rerg,chr6,137054824,137170496,-,4.2268544862
Fam126b,chr1,58522805,58586333,-,4.2268241107
Kif5c,chr2,49619313,49774778,+,4.2264260922
Acaa1b,chr9,119148042,119157093,-,4.22185088
Map9,chr3,82358071,82395268,+,4.2205631698
Fam159a,chr4,108367776,108383655,-,4.2189100465
Tmem86b,chr7,4628039,4630482,-,4.2141260643
Fam132b,chr1,91366429,91374217,+,4.2140346083
St6gal1,chr16,23224739,23360350,+,4.2137365296
Fam198b,chr3,79885929,79946278,+,4.2128044564
Anxa1,chr19,20373433,20390671,-,4.2046306043
Hpca,chr4,129111569,129121925,-,4.2036049066
Tmc4,chr7,3665753,3677553,-,4.2032882062
Scfd2,chr5,74204815,74531742,-,4.2022080953
Lmo1,chr7,109138564,109175207,-,4.195071706
Nphp4,chr4,152478141,152563184,+,4.1929177644
Gm128,chr3,95236919,95241109,-,4.192707026
Ttbk2,chr2,120732816,120850584,-,4.1916779665
Mettl20,chr6,149141512,149151170,+,4.1915908545
Snord66,chr16,20684255,20684313,+,4.1901382752
4930432K21Rik,chr8,84148037,84172597,+,4.1863208107
Kif3c,chr12,3365131,3406494,+,4.1834635521
Dgkh,chr14,78569608,78725089,-,4.1833443647
Rpl34,chr3,130726826,130730398,-,4.181946034
BC065397,chrX,136742956,136803361,+,4.1773687374
Entpd5,chr12,84373875,84409029,-,4.1731997234
Uprt,chrX,104482781,104506262,+,4.1647620536
Lats2,chr14,57689661,57746123,-,4.1646744435
Mir1894,chr17,35917888,35917969,+,4.1641282544
Elmod2,chr8,83312631,83332486,-,4.1625817404
Fgd6,chr10,94036000,94145339,+,4.1600976937
Naaa,chr5,92257659,92278181,-,4.1597795061
Ptprn,chr1,75247040,75264208,-,4.1586845052
Smim3,chr18,60474190,60501983,-,4.1580543959
Timp3,chr10,86300411,86349505,+,4.156723584
Cryab,chr9,50751324,50756635,+,4.152917224
Daglb,chr5,143464492,143504442,+,4.1510951834
Trio,chr15,27730648,28025848,-,4.1504626743
Asb16,chr11,102268822,102278061,+,4.1504284743
Apobr,chr7,126585007,126589092,+,4.1503288519
Zglp1,chr9,21062392,21067093,-,4.1482313408
Slc17a5,chr9,78536486,78588045,-,4.1463531442
Map1a,chr2,121289601,121310832,+,4.1417408744
Slc2a4rg-ps,chr2,181384249,181387596,+,4.1414249949
Ripply1,chrX,139779680,139782353,-,4.1403389145
Slc45a3,chr1,131962914,131982972,+,4.1382725003
Xk,chrX,9272783,9313245,+,4.1370886784
Zbtb8b,chr4,129425764,129440818,-,4.1360748587
Pkd1,chr17,24549949,24596514,+,4.1353735298
Stap2,chr17,55997075,56005606,-,4.1298403903
Mfsd3,chr15,76701541,76704239,+,4.125592514
Olfml1,chr7,107567432,107591365,+,4.1212126204
Gm5141,chr13,62772199,62785808,-,4.1211757975
C2cd2,chr16,97855208,97922633,-,4.1168734886
4930519F09Rik,chr10,28921962,28923507,-,4.1162264862
Rassf2,chr2,131992849,132029988,-,4.1145380151
Macrod1,chr19,7056767,7198062,+,4.1136684399
Olfm2,chr9,20667985,20728214,-,4.1135154096
Emilin1,chr5,30913785,30921273,+,4.1114038779
Grrp1,chr4,134251109,134254106,-,4.1066858925
Rnf32,chr5,29195992,29225524,+,4.1054838062
Hmgn3,chr9,83109941,83146607,-,4.1049668498
Ttc38,chr15,85832303,85858822,+,4.1032531105
Oxsm,chr14,16238658,16249808,-,4.1025079045
Ifngr2,chr16,91547093,91564007,+,4.1023649162
Plch1,chr3,63696233,63850991,-,4.1016645189
Gbgt1,chr2,28496890,28505415,+,4.1005269704
Syt11,chr3,88744700,88772599,-,4.0953806549
Lrp4,chr2,91457530,91513901,+,4.0952460624
Usp44,chr10,93831554,93858087,+,4.0931879472
Ovol2,chr2,144305175,144332080,-,4.0916615096
Slc9a5,chr8,105348257,105369881,+,4.0899487741
Rhcg,chr7,79593362,79617657,-,4.0871737437
Dbp,chr7,45705246,45710203,+,4.0856069994
Hoxb9,chr11,96271329,96276593,+,4.0842840636
Vsig10,chr5,117319265,117355006,+,4.083770932
Trim54,chr5,31116611,31137626,+,4.0834288243
Cbx4,chr11,119077570,119086237,-,4.0833571629
Hmha1,chr10,80016671,80031471,+,4.0826226956
Mst1,chr9,108080435,108085027,+,4.0817269005
Zfp738,chr13,67667440,67683512,-,4.0781244547
Ppargc1b,chr18,61298135,61400431,-,4.0765273639
Fermt3,chr19,6998957,7019469,-,4.0717140559
Enpp3,chr10,24773813,24836195,-,4.0681198264
Pde3b,chr7,114415253,114537937,+,4.067922334
Elavl3,chr9,22015004,22052023,-,4.0665180747
4933439C10Rik,chr11,59505684,59511067,+,4.06586011
Fry,chr5,150259929,150497753,+,4.0642739446
Rbm4b,chr19,4756524,4765941,+,4.0574487445
Oas2,chr5,120730332,120749848,-,4.0536484421
Ifitm5,chr7,140948961,140950239,-,4.0536170568
Neto2,chr8,85636587,85691009,-,4.0529280431
Gm10033,chr8,69371024,69395544,-,4.0517999072
Ccdc166,chr15,75979871,75982285,-,4.0512834522
Muc1,chr3,89229055,89233381,+,4.0503806741
Ybey,chr10,76459566,76469114,-,4.0460356118
Slc43a2,chr11,75531693,75577572,+,4.0444412023
Zscan29,chr2,121158272,121171125,-,4.0437190856
Magee1,chrX,105120395,105123911,+,4.0418136595
Rab3d,chr9,21907510,21918121,-,4.0396330001
Npm2,chr14,70647301,70653084,-,4.0349050082
Asic1,chr15,99670717,99701130,+,4.0251337847
Slc35e4,chr11,3907021,3914664,-,4.0192676814
Ctsw,chr19,5465239,5468498,-,4.018333745
Fbln2,chr6,91212763,91272540,+,4.0166537537
Dnajc1,chr2,18206332,18392830,-,4.0139725736
2010012O05Rik,chr19,46689905,46703382,+,4.0137035355
D130040H23Rik,chr8,69271079,69303375,+,4.0098488629
Bbs1,chr19,4886881,4906627,-,4.0072656361
Arhgdib,chr6,136923660,136941899,-,4.0047162458
Dennd3,chr15,73512559,73572242,+,4.0024919752
Lonrf3,chrX,36328408,36366856,+,3.998992855
Snhg10,chr12,105030616,105032279,-,3.9965859846
Nsun6,chr2,14995130,15054872,-,3.9920748447
4933407K13Rik,chrX,75725457,75764699,-,3.9908695752
