name,chr,start,end,length,cpgNum,gcNum,perCpg,perGc,obsExp
CpG: 54,chr5,33378451,33379000,549,54,353,19.7,64.3,0.95
CpG: 377,chr5,33430439,33435552,5113,377,3042,14.7,59.5,0.83
CpG: 49,chr5,33442909,33443471,562,49,371,17.4,66,0.81
CpG: 23,chr5,33540257,33540554,297,23,159,15.5,53.5,1.08
CpG: 117,chr5,33629015,33629950,935,117,661,25,70.7,1
CpG: 89,chr5,33651871,33652808,937,89,624,19,66.6,0.86
CpG: 97,chr5,33657577,33658835,1258,97,779,15.4,61.9,0.8
CpG: 20,chr5,33692518,33692773,255,20,161,15.7,63.1,0.79
CpG: 66,chr5,33695267,33695842,575,66,407,23,70.8,0.92
CpG: 208,chr5,33721592,33723909,2317,208,1527,18,65.9,0.84
CpG: 72,chr5,33782232,33782883,651,72,463,22.1,71.1,0.87
CpG: 195,chr5,33819886,33821714,1828,195,1080,21.3,59.1,1.23
CpG: 96,chr5,33935854,33936693,839,96,560,22.9,66.7,1.04
CpG: 107,chr5,33983124,33984139,1015,107,703,21.1,69.3,0.89
CpG: 193,chr5,33995739,33997686,1947,193,1197,19.8,61.5,1.05
CpG: 25,chr5,34000807,34001139,332,25,209,15.1,63,0.76
CpG: 50,chr5,34169152,34169708,556,50,353,18,63.5,0.93
CpG: 111,chr5,34187045,34188248,1203,111,754,18.5,62.7,0.94
CpG: 150,chr5,34287189,34288726,1537,150,1013,19.5,65.9,0.9
CpG: 26,chr5,34326947,34327301,354,26,233,14.7,65.8,0.68
CpG: 102,chr5,34336026,34337040,1014,102,648,20.1,63.9,1.01
CpG: 92,chr5,34369580,34370704,1124,92,568,16.4,50.5,1.3
CpG: 63,chr5,34513483,34514111,628,63,429,20.1,68.3,0.89
CpG: 31,chr5,34525706,34526133,427,31,294,14.5,68.9,0.65
CpG: 28,chr5,34549528,34549797,269,28,200,20.8,74.3,0.76
CpG: 18,chr5,34549910,34550139,229,18,156,15.7,68.1,0.68
CpG: 68,chr5,34573412,34574182,770,68,457,17.7,59.4,1
CpG: 15,chr5,34616675,34616881,206,15,118,14.6,57.3,0.89
CpG: 96,chr5,34659863,34661044,1181,96,664,16.3,56.2,1.03
CpG: 31,chr5,34761581,34761851,270,31,184,23,68.1,0.99
CpG: 69,chr5,34949304,34949913,609,69,423,22.7,69.5,0.94
CpG: 40,chr5,35056882,35057359,477,40,275,16.8,57.7,1.02
CpG: 33,chr5,35105423,35105823,400,33,264,16.5,66,0.81
CpG: 240,chr5,35278829,35281047,2218,240,1435,21.6,64.7,1.03
CpG: 109,chr5,35391593,35392640,1047,109,640,20.8,61.1,1.11
CpG: 91,chr5,35396989,35398130,1141,91,703,16,61.6,0.84
CpG: 49,chr5,35399680,35400094,414,49,289,23.7,69.8,0.98
CpG: 26,chr5,35525417,35525676,259,26,191,20.1,73.7,0.81
CpG: 53,chr5,35574601,35575186,585,53,388,18.1,66.3,0.82
CpG: 55,chr5,35678972,35679421,449,55,326,24.5,72.6,0.93
CpG: 72,chr5,35757708,35758530,822,72,557,17.5,67.8,0.76
CpG: 42,chr5,35893170,35893597,427,42,299,19.7,70,0.8
CpG: 90,chr5,36397418,36398231,813,90,558,22.1,68.6,0.95
CpG: 66,chr5,36464694,36465521,827,66,518,16,62.6,0.81
CpG: 118,chr5,36483675,36484944,1269,118,733,18.6,57.8,1.12
CpG: 23,chr5,36530293,36530599,306,23,204,15,66.7,0.68
CpG: 83,chr5,36581523,36582470,947,83,651,17.5,68.7,0.77
CpG: 101,chr5,36695475,36696339,864,101,596,23.4,69,0.99
CpG: 82,chr5,36747963,36748727,764,82,495,21.5,64.8,1.03
CpG: 92,chr5,36796080,36796903,823,92,514,22.4,62.5,1.19
CpG: 29,chr5,36830484,36830730,246,29,181,23.6,73.6,0.88
CpG: 145,chr5,36868375,36870197,1822,145,1139,15.9,62.5,0.82
CpG: 23,chr5,36966859,36967182,323,23,197,14.2,61,0.77
CpG: 73,chr5,36988535,36989424,889,73,585,16.4,65.8,0.76
CpG: 103,chr5,37028173,37029310,1137,103,696,18.1,61.2,0.97
CpG: 50,chr5,37091138,37091626,488,50,320,20.5,65.6,0.96
CpG: 45,chr5,37163077,37163496,419,45,297,21.5,70.9,0.89
CpG: 113,chr5,37241746,37242615,869,113,606,26,69.7,1.07
CpG: 67,chr5,37245656,37246424,768,67,508,17.4,66.1,0.81
CpG: 45,chr5,37336520,37336974,454,45,314,19.8,69.2,0.83
CpG: 26,chr5,37338373,37338645,272,26,190,19.1,69.9,0.79
CpG: 41,chr5,37817025,37817586,561,41,375,14.6,66.8,0.67
CpG: 27,chr5,37821292,37821605,313,27,200,17.3,63.9,0.85
CpG: 82,chr5,37823874,37824807,933,82,648,17.6,69.5,0.73
CpG: 65,chr5,37826575,37827554,979,65,575,13.3,58.7,0.77
CpG: 22,chr5,37893728,37893998,270,22,153,16.3,56.7,1.03
CpG: 51,chr5,38038963,38039555,592,51,365,17.2,61.7,0.92
CpG: 96,chr5,38159010,38159780,770,96,553,24.9,71.8,0.97
CpG: 87,chr5,38219988,38220808,820,87,553,21.2,67.4,0.93
CpG: 33,chr5,38260273,38260624,351,33,219,18.8,62.4,0.97
CpG: 68,chr5,38277082,38277824,742,68,524,18.3,70.6,0.75
CpG: 74,chr5,38319240,38319927,687,74,475,21.5,69.1,0.9
CpG: 102,chr5,38561014,38561886,872,102,594,23.4,68.1,1.01
CpG: 88,chr5,38684213,38684856,643,88,458,27.4,71.2,1.08
CpG: 45,chr5,39644402,39644902,500,45,314,18,62.8,0.92
CpG: 52,chr5,41707739,41708287,548,52,388,19,70.8,0.76
CpG: 56,chr5,41761658,41762189,531,56,354,21.1,66.7,0.95
CpG: 100,chr5,41763320,41764397,1077,100,749,18.6,69.5,0.78
CpG: 66,chr5,41843850,41844602,752,66,469,17.6,62.4,0.9
CpG: 215,chr5,43232664,43235198,2534,215,1351,17,53.3,1.21
CpG: 91,chr5,43781622,43782475,853,91,517,21.3,60.6,1.16
CpG: 38,chr5,43807962,43808306,344,38,236,22.1,68.6,0.94
CpG: 63,chr5,44100524,44101425,901,63,577,14,64,0.69
CpG: 150,chr5,44225959,44227450,1491,150,871,20.1,58.4,1.18
CpG: 69,chr5,45449899,45450647,748,69,485,18.4,64.8,0.9
CpG: 73,chr5,45493174,45493767,593,73,422,24.6,71.2,0.97
CpG: 43,chr5,45520218,45520734,516,43,319,16.7,61.8,0.87
CpG: 43,chr5,45639074,45639541,467,43,294,18.4,63,0.93
CpG: 90,chr5,45669419,45670322,903,90,594,19.9,65.8,0.93
CpG: 140,chr5,45856370,45858010,1640,140,971,17.1,59.2,0.98
CpG: 75,chr5,47982967,47983966,999,75,606,15,60.7,0.82
CpG: 31,chr5,47986121,47986390,269,31,180,23,66.9,1.03
CpG: 28,chr5,48372331,48372570,239,28,168,23.4,70.3,0.99
CpG: 38,chr5,49524532,49525033,501,38,306,15.2,61.1,0.81
CpG: 97,chr5,50058259,50059228,969,97,596,20,61.5,1.07
CpG: 233,chr5,52112978,52116256,3278,233,1898,14.2,57.9,0.85
CpG: 100,chr5,52189953,52190745,792,100,568,25.3,71.7,1
CpG: 55,chr5,52368322,52368941,619,55,415,17.8,67,0.8
CpG: 49,chr5,52471155,52471658,503,49,350,19.5,69.6,0.82
CpG: 20,chr5,52476411,52476656,245,20,159,16.3,64.9,0.81
CpG: 55,chr5,52565848,52566398,550,55,338,20,61.5,1.06
CpG: 25,chr5,52618568,52618779,211,25,143,23.7,67.8,1.04
CpG: 54,chr5,52669413,52669812,399,54,284,27.1,71.2,1.09
CpG: 68,chr5,52741531,52741995,464,68,350,29.3,75.4,1.05
CpG: 37,chr5,52782976,52783291,315,37,221,23.5,70.2,0.97
CpG: 30,chr5,52834033,52834278,245,30,171,24.5,69.8,1.01
CpG: 28,chr5,53049155,53049425,270,28,181,20.7,67,0.92
CpG: 71,chr5,53212932,53213691,759,71,471,18.7,62.1,0.99
CpG: 42,chr5,53266980,53267406,426,42,289,19.7,67.8,0.87
CpG: 129,chr5,53588995,53590544,1549,129,940,16.7,60.7,0.91
CpG: 24,chr5,53591023,53591228,205,24,149,23.4,72.7,0.94
CpG: 22,chr5,53809530,53809743,213,22,145,20.7,68.1,0.89
CpG: 33,chr5,53995373,53995621,248,33,175,26.6,70.6,1.07
CpG: 119,chr5,53998193,53999166,973,119,656,24.5,67.4,1.08
CpG: 15,chr5,54336003,54336215,212,15,128,14.2,60.4,0.79
CpG: 36,chr5,57715833,57716205,372,36,243,19.4,65.3,0.92
CpG: 260,chr5,57717239,57720500,3261,260,1924,15.9,59,0.92
CpG: 94,chr5,62765846,62766530,684,94,484,27.5,70.8,1.1
CpG: 106,chr5,63649242,63650458,1216,106,796,17.4,65.5,0.81
CpG: 52,chr5,63812229,63812661,432,52,301,24.1,69.7,0.99
CpG: 86,chr5,63968352,63969136,784,86,568,21.9,72.4,0.85
CpG: 45,chr5,64092849,64093336,487,45,336,18.5,69,0.78
CpG: 90,chr5,64159356,64160492,1136,90,761,15.8,67,0.71
CpG: 73,chr5,64230095,64230718,623,73,438,23.4,70.3,0.95
CpG: 21,chr5,64256738,64257008,270,21,168,15.6,62.2,0.8
CpG: 176,chr5,64802638,64804313,1675,176,1152,21,68.8,0.89
CpG: 22,chr5,64821980,64822270,290,22,191,15.2,65.9,0.72
CpG: 53,chr5,64969937,64970438,501,53,293,21.2,58.5,1.24
CpG: 71,chr5,65107353,65108122,769,71,505,18.5,65.7,0.86
CpG: 48,chr5,65335355,65335799,444,48,297,21.6,66.9,0.97
CpG: 25,chr5,65379604,65379952,348,25,203,14.4,58.3,0.85
CpG: 72,chr5,65391008,65391689,681,72,441,21.1,64.8,1.01
CpG: 79,chr5,65435303,65436067,764,79,516,20.7,67.5,0.91
CpG: 98,chr5,65492420,65493314,894,98,616,21.9,68.9,0.93
CpG: 100,chr5,65536932,65538004,1072,100,703,18.7,65.6,0.88
CpG: 185,chr5,65696736,65698656,1920,185,1112,19.3,57.9,1.16
CpG: 166,chr5,65763327,65764867,1540,166,1007,21.6,65.4,1.01
CpG: 52,chr5,66026483,66027191,708,52,421,14.7,59.5,0.84
CpG: 37,chr5,66259949,66260315,366,37,254,20.2,69.4,0.84
CpG: 94,chr5,66617847,66618746,899,94,635,20.9,70.6,0.84
CpG: 32,chr5,66620182,66620575,393,32,239,16.3,60.8,0.92
CpG: 48,chr5,66676455,66676989,534,48,360,18,67.4,0.82
CpG: 75,chr5,66745586,66746388,802,75,558,18.7,69.6,0.78
CpG: 21,chr5,67096405,67096607,202,21,140,20.8,69.3,0.87
CpG: 24,chr5,67097560,67097844,284,24,173,16.9,60.9,0.91
CpG: 28,chr5,67216474,67216709,235,28,178,23.8,75.7,0.86
CpG: 30,chr5,67230519,67230805,286,30,180,21,62.9,1.06
CpG: 72,chr5,67260479,67261345,866,72,531,16.6,61.3,0.89
CpG: 90,chr5,67306607,67307477,870,90,593,20.7,68.2,0.89
CpG: 22,chr5,67364612,67364861,249,22,145,17.7,58.2,1.28
CpG: 133,chr5,67426644,67428157,1513,133,881,17.6,58.2,1.04
CpG: 148,chr5,67607245,67608749,1504,148,1015,19.7,67.5,0.87
CpG: 56,chr5,67847119,67847628,509,56,342,22,67.2,0.97
CpG: 119,chr5,69340370,69341700,1330,119,857,17.9,64.4,0.86
CpG: 67,chr5,69556755,69557318,563,67,394,23.8,70,0.97
CpG: 32,chr5,69592010,69592361,351,32,233,18.2,66.4,0.83
CpG: 34,chr5,71095789,71096138,349,34,232,19.5,66.5,0.89
CpG: 39,chr5,71657754,71658075,321,39,225,24.3,70.1,1
CpG: 33,chr5,71700810,71701218,408,33,252,16.2,61.8,0.85
CpG: 30,chr5,72167822,72168213,391,30,241,15.3,61.6,0.84
CpG: 56,chr5,72503656,72504432,776,56,498,14.4,64.2,0.71
CpG: 83,chr5,72559030,72559923,893,83,575,18.6,64.4,0.9
CpG: 88,chr5,72580290,72581140,850,88,602,20.7,70.8,0.83
CpG: 53,chr5,72586974,72587608,634,53,433,16.7,68.3,0.72
CpG: 47,chr5,72868363,72868818,455,47,294,20.7,64.6,1.01
CpG: 121,chr5,72913953,72915179,1226,121,787,19.7,64.2,0.98
CpG: 78,chr5,73013442,73014143,701,78,503,22.3,71.8,0.86
CpG: 19,chr5,73133262,73133498,236,19,134,16.1,56.8,1
CpG: 183,chr5,73255404,73256844,1440,183,1031,25.4,71.6,1
CpG: 54,chr5,73292633,73293197,564,54,390,19.1,69.1,0.8
CpG: 38,chr5,73406172,73406586,414,38,285,18.4,68.8,0.79
CpG: 155,chr5,73490559,73492636,2077,155,1271,14.9,61.2,0.84
CpG: 41,chr5,73647341,73647887,546,41,301,15,55.1,1
CpG: 43,chr5,73651154,73651585,431,43,288,20,66.8,0.9
CpG: 69,chr5,74068022,74068767,745,69,474,18.5,63.6,0.92
CpG: 49,chr5,74092912,74093520,608,49,394,16.1,64.8,0.77
CpG: 93,chr5,74194856,74195756,900,93,624,20.7,69.3,0.86
CpG: 60,chr5,74531138,74531823,685,60,433,17.5,63.2,0.88
CpG: 73,chr5,74535393,74536032,639,73,436,22.8,68.2,0.98
CpG: 24,chr5,74620010,74620304,294,24,182,16.3,61.9,0.86
CpG: 87,chr5,75044036,75044955,919,87,538,18.9,58.5,1.11
CpG: 58,chr5,75075478,75076133,655,58,436,17.7,66.6,0.8
CpG: 18,chr5,75077075,75077280,205,18,116,17.6,56.6,1.1
CpG: 17,chr5,75151231,75151437,206,17,131,16.5,63.6,0.84
CpG: 55,chr5,75152823,75153393,570,55,347,19.3,60.9,1.13
CpG: 48,chr5,75156241,75156809,568,48,367,16.9,64.6,0.83
CpG: 109,chr5,75574820,75576005,1185,109,801,18.4,67.6,0.82
CpG: 19,chr5,75977659,75977915,256,19,171,14.8,66.8,0.67
CpG: 47,chr5,75978110,75978657,547,47,363,17.2,66.4,0.78
CpG: 56,chr5,76140189,76140635,446,56,316,25.1,70.9,1
CpG: 78,chr5,76183795,76184524,729,78,491,21.4,67.4,0.95
CpG: 160,chr5,76303712,76305104,1392,160,880,23,63.2,1.16
CpG: 29,chr5,76529305,76529652,347,29,229,16.7,66,0.77
CpG: 67,chr5,76588594,76589196,602,67,375,22.3,62.3,1.15
CpG: 101,chr5,76657534,76658400,866,101,611,23.3,70.6,0.94
CpG: 92,chr5,76857300,76858505,1205,92,763,15.3,63.3,0.76
CpG: 41,chr5,76905295,76905647,352,41,242,23.3,68.8,0.99
CpG: 86,chr5,76951056,76952022,966,86,633,17.8,65.5,0.83
CpG: 67,chr5,76974351,76975118,767,67,487,17.5,63.5,0.87
CpG: 31,chr5,77015850,77016234,384,31,206,16.1,53.6,1.12
CpG: 59,chr5,77094756,77095382,626,59,430,18.8,68.7,0.8
CpG: 150,chr5,77265271,77266971,1700,150,930,17.6,54.7,1.2
CpG: 161,chr5,77309037,77310856,1819,161,1082,17.7,59.5,1
CpG: 97,chr5,77407418,77408239,821,97,606,23.6,73.8,0.87
CpG: 104,chr5,81019583,81020622,1039,104,643,20,61.9,1.05
CpG: 39,chr5,81021330,81021843,513,39,310,15.2,60.4,0.84
CpG: 35,chr5,81794477,81794980,503,35,304,13.9,60.4,0.77
CpG: 29,chr5,84416163,84416502,339,29,224,17.1,66.1,0.78
CpG: 49,chr5,84417174,84417603,429,49,285,22.8,66.4,1.04
CpG: 60,chr5,86065168,86065829,661,60,416,18.2,62.9,1.02
CpG: 61,chr5,86172427,86173034,607,61,403,20.1,66.4,0.91
CpG: 97,chr5,86804031,86804928,897,97,555,21.6,61.9,1.14
CpG: 93,chr5,88553761,88554718,957,93,574,19.4,60,1.08
CpG: 22,chr5,88564675,88564909,234,22,159,18.8,67.9,0.81
CpG: 101,chr5,88565088,88565864,776,101,527,26,67.9,1.13
CpG: 144,chr5,88675095,88676468,1373,144,912,21,66.4,0.96
CpG: 64,chr5,88720695,88721251,556,64,398,23,71.6,0.91
CpG: 67,chr5,88764837,88765463,626,67,443,21.4,70.8,0.87
CpG: 110,chr5,88886564,88887750,1186,110,707,18.5,59.6,1.04
CpG: 16,chr5,89684366,89684585,219,16,144,14.6,65.8,0.68
CpG: 21,chr5,89882467,89882701,234,21,163,17.9,69.7,0.75
CpG: 63,chr5,89883148,89883700,552,63,393,22.8,71.2,0.9
CpG: 50,chr5,90223595,90224097,502,50,346,19.9,68.9,0.84
CpG: 29,chr5,90365241,90365646,405,29,268,14.3,66.2,0.75
CpG: 68,chr5,90366020,90366887,867,68,464,15.7,53.5,1.11
CpG: 45,chr5,90931120,90931445,325,45,235,27.7,72.3,1.06
CpG: 46,chr5,91139427,91139842,415,46,287,22.2,69.2,0.94
CpG: 33,chr5,91517613,91517984,371,33,249,17.8,67.1,0.79
CpG: 59,chr5,91962588,91963179,591,59,372,20,62.9,1.01
CpG: 49,chr5,92042389,92043089,700,49,414,14,59.1,0.8
CpG: 114,chr5,92082866,92083958,1092,114,723,20.9,66.2,0.97
CpG: 87,chr5,92137626,92138420,794,87,573,21.9,72.2,0.85
CpG: 19,chr5,92276906,92277156,250,19,142,15.2,56.8,0.95
CpG: 36,chr5,92277697,92278062,365,36,243,19.7,66.6,0.9
CpG: 50,chr5,92309554,92310118,564,50,361,17.7,64,0.87
CpG: 21,chr5,92392340,92392638,298,21,151,14.1,50.7,1.22
CpG: 65,chr5,92434543,92435309,766,65,500,17,65.3,0.8
CpG: 69,chr5,92505196,92505869,673,69,464,20.5,68.9,0.86
CpG: 46,chr5,92602977,92603574,597,46,407,15.4,68.2,0.67
CpG: 29,chr5,92675034,92675257,223,29,158,26,70.9,1.07
CpG: 31,chr5,92682796,92683211,415,31,240,14.9,57.8,0.91
CpG: 24,chr5,92683396,92683753,357,24,217,13.4,60.8,0.73
CpG: 71,chr5,92897735,92898328,593,71,391,23.9,65.9,1.11
CpG: 153,chr5,92941538,92942972,1434,153,1014,21.3,70.7,0.86
CpG: 152,chr5,93043785,93045616,1831,152,1241,16.6,67.8,0.72
CpG: 100,chr5,93092806,93094165,1359,100,863,14.7,63.5,0.74
CpG: 110,chr5,93205765,93206839,1074,110,645,20.5,60.1,1.15
CpG: 93,chr5,93267493,93268606,1113,93,736,16.7,66.1,0.76
CpG: 144,chr5,96160920,96162717,1797,144,909,16,50.6,1.26
CpG: 28,chr5,96209932,96210313,381,28,219,14.7,57.5,0.9
CpG: 83,chr5,96374035,96374857,822,83,576,20.2,70.1,0.82
CpG: 121,chr5,96997052,96998110,1058,121,644,22.9,60.9,1.23
CpG: 36,chr5,97391966,97392401,435,36,279,16.6,64.1,0.82
CpG: 36,chr5,97935377,97935758,381,36,243,18.9,63.8,0.97
CpG: 64,chr5,98030523,98031323,800,64,527,16,65.9,0.74
CpG: 50,chr5,98167187,98167777,590,50,413,16.9,70,0.7
CpG: 18,chr5,98181315,98181578,263,18,161,13.7,61.2,0.74
CpG: 137,chr5,98185131,98186715,1584,137,854,17.3,53.9,1.19
CpG: 75,chr5,98253874,98254670,796,75,520,18.8,65.3,0.88
CpG: 35,chr5,98329238,98329549,311,35,214,22.5,68.8,0.95
CpG: 68,chr5,98854747,98855419,672,68,466,20.2,69.3,0.84
CpG: 36,chr5,99037145,99037435,290,36,206,24.8,71,1.02
CpG: 86,chr5,99252452,99253233,781,86,549,22,70.3,0.9
CpG: 54,chr5,99728751,99729257,506,54,368,21.3,72.7,0.82
CpG: 41,chr5,99906243,99906613,370,41,262,22.2,70.8,0.88
CpG: 164,chr5,99977719,99979466,1747,164,1041,18.8,59.6,1.06
CpG: 216,chr5,100038372,100040322,1950,216,1342,22.2,68.8,0.94
CpG: 86,chr5,100158795,100159586,791,86,538,21.7,68,0.94
CpG: 79,chr5,100415936,100416571,635,79,452,24.9,71.2,0.98
CpG: 61,chr5,100429192,100429927,735,61,454,16.6,61.8,0.87
CpG: 48,chr5,100498315,100498862,547,48,360,17.6,65.8,0.83
CpG: 82,chr5,100499878,100500902,1024,82,537,16,52.4,1.17
CpG: 62,chr5,100518114,100518927,813,62,491,15.3,60.4,0.84
CpG: 68,chr5,100673804,100674321,517,68,390,26.3,75.4,0.92
CpG: 30,chr5,100719409,100719687,278,30,201,21.6,72.3,0.83
CpG: 73,chr5,100798177,100798914,737,73,489,19.8,66.4,0.91
CpG: 60,chr5,100820543,100821046,503,60,354,23.9,70.4,0.97
CpG: 65,chr5,100845961,100846892,931,65,578,14,62.1,0.73
CpG: 55,chr5,101647591,101648431,840,55,485,13.1,57.7,0.79
CpG: 66,chr5,101659013,101659837,824,66,461,16,55.9,1.02
CpG: 204,chr5,101663309,101665763,2454,204,1497,16.6,61,0.89
CpG: 112,chr5,101764795,101765669,874,112,599,25.6,68.5,1.09
CpG: 18,chr5,101882413,101882650,237,18,147,15.2,62,0.81
CpG: 18,chr5,101937338,101937555,217,18,128,16.6,59,0.96
CpG: 150,chr5,102069009,102070393,1384,150,978,21.7,70.7,0.88
CpG: 116,chr5,103424667,103425789,1122,116,758,20.7,67.6,0.91
CpG: 46,chr5,103655338,103655818,480,46,332,19.2,69.2,0.81
CpG: 70,chr5,103692195,103692992,797,70,534,17.6,67,0.78
CpG: 103,chr5,103753670,103754582,912,103,648,22.6,71.1,0.91
CpG: 66,chr5,103910761,103911364,603,66,364,21.9,60.4,1.21
CpG: 80,chr5,104046507,104047198,691,80,472,23.2,68.3,0.99
CpG: 116,chr5,104459460,104460421,961,116,692,24.1,72,0.94
CpG: 52,chr5,104508296,104508852,556,52,301,18.7,54.1,1.28
CpG: 86,chr5,105415441,105416302,861,86,569,20,66.1,0.92
CpG: 26,chr5,105480859,105481230,371,26,211,14,56.9,0.88
CpG: 58,chr5,105519378,105519941,563,58,401,20.6,71.2,0.81
CpG: 106,chr5,105699721,105700810,1089,106,666,19.5,61.2,1.04
CpG: 45,chr5,105731943,105732434,491,45,346,18.3,70.5,0.74
CpG: 97,chr5,105876371,105877209,838,97,545,23.2,65,1.1
CpG: 20,chr5,106181885,106182102,217,20,122,18.4,56.2,1.17
CpG: 40,chr5,106448235,106448646,411,40,268,19.5,65.2,0.92
CpG: 22,chr5,106451842,106452109,267,22,173,16.5,64.8,0.79
CpG: 188,chr5,106457148,106459518,2370,188,1427,15.9,60.2,0.88
CpG: 36,chr5,106561167,106561519,352,36,253,20.5,71.9,0.79
CpG: 82,chr5,106574317,106574945,628,82,474,26.1,75.5,0.93
CpG: 99,chr5,106695920,106696816,896,99,568,22.1,63.4,1.13
CpG: 36,chr5,106925741,106926046,305,36,200,23.6,65.6,1.11
CpG: 72,chr5,106964136,106964814,678,72,449,21.2,66.2,0.97
CpG: 96,chr5,107288822,107289663,841,96,594,22.8,70.6,0.92
CpG: 23,chr5,107331013,107331244,231,23,156,19.9,67.5,0.88
CpG: 53,chr5,107403288,107403902,614,53,334,17.3,54.4,1.17
CpG: 47,chr5,107437785,107438205,420,47,304,22.4,72.4,0.87
CpG: 24,chr5,107597300,107597558,258,24,171,18.6,66.3,0.85
CpG: 29,chr5,107687926,107688210,284,29,188,20.4,66.2,0.93
CpG: 88,chr5,107721093,107722006,913,88,626,19.3,68.6,0.82
CpG: 62,chr5,107723261,107724074,813,62,508,15.3,62.5,0.78
CpG: 148,chr5,107724685,107726871,2186,148,1333,13.5,61,0.73
CpG: 117,chr5,107868348,107869387,1039,117,682,22.5,65.6,1.05
CpG: 59,chr5,107900465,107901004,539,59,374,21.9,69.4,0.91
CpG: 92,chr5,107986728,107987456,728,92,475,25.3,65.2,1.2
CpG: 43,chr5,108065501,108065908,407,43,269,21.1,66.1,0.97
CpG: 84,chr5,108132085,108132989,904,84,586,18.6,64.8,0.88
CpG: 76,chr5,108268697,108269329,632,76,450,24.1,71.2,0.95
CpG: 52,chr5,108312549,108313112,563,52,373,18.5,66.3,0.85
CpG: 139,chr5,108366586,108367947,1361,139,855,20.4,62.8,1.04
CpG: 37,chr5,108433993,108434502,509,37,308,14.5,60.5,0.82
CpG: 22,chr5,108448630,108448906,276,22,170,15.9,61.6,0.86
CpG: 48,chr5,108460966,108461619,653,48,398,14.7,60.9,0.81
CpG: 56,chr5,108549441,108550102,661,56,420,16.9,63.5,0.86
CpG: 72,chr5,108629403,108630051,648,72,454,22.2,70.1,0.91
CpG: 44,chr5,108660567,108661067,500,44,328,17.6,65.6,0.82
CpG: 30,chr5,108669201,108669476,275,30,181,21.8,65.8,1.01
CpG: 19,chr5,108677592,108677836,244,19,156,15.6,63.9,0.89
CpG: 118,chr5,108693944,108695163,1219,118,734,19.4,60.2,1.08
CpG: 37,chr5,108774782,108775210,428,37,268,17.3,62.6,0.88
CpG: 46,chr5,108903226,108903715,489,46,284,18.8,58.1,1.12
CpG: 109,chr5,109555411,109557155,1744,109,1109,12.5,63.6,0.62
CpG: 60,chr5,109558579,109559201,622,60,371,19.3,59.6,1.08
CpG: 42,chr5,110101341,110101919,578,42,372,14.5,64.4,0.74
CpG: 117,chr5,110107012,110108376,1364,117,902,17.2,66.1,0.8
CpG: 45,chr5,110135714,110136199,485,45,323,18.6,66.6,0.84
CpG: 43,chr5,110176496,110177081,585,43,362,14.7,61.9,0.78
CpG: 69,chr5,110230850,110231495,645,69,385,21.4,59.7,1.2
CpG: 61,chr5,110269434,110269985,551,61,385,22.1,69.9,0.92
CpG: 65,chr5,110285938,110286525,587,65,390,22.1,66.4,1
CpG: 52,chr5,110342423,110343045,622,52,410,16.7,65.9,0.77
CpG: 97,chr5,110363028,110363862,834,97,600,23.3,71.9,0.9
CpG: 28,chr5,110378032,110378383,351,28,205,16,58.4,0.95
CpG: 88,chr5,110386444,110387322,878,88,597,20,68,0.87
CpG: 91,chr5,110447983,110448781,798,91,518,22.8,64.9,1.09
CpG: 41,chr5,110480656,110481179,523,41,321,15.7,61.4,0.85
CpG: 90,chr5,110544150,110544883,733,90,511,24.6,69.7,1.02
CpG: 134,chr5,110652809,110654098,1289,134,862,20.8,66.9,0.93
CpG: 136,chr5,110770051,110771137,1086,136,744,25,68.5,1.07
CpG: 48,chr5,110780224,110780666,442,48,308,21.7,69.7,0.91
CpG: 75,chr5,110809578,110810222,644,75,428,23.3,66.5,1.06
CpG: 36,chr5,110839442,110839856,414,36,263,17.4,63.5,0.86
CpG: 87,chr5,110879570,110880309,739,87,499,23.5,67.5,1.04
CpG: 85,chr5,110979127,110979831,704,85,486,24.1,69,1.02
CpG: 19,chr5,111182964,111183210,246,19,154,15.4,62.6,0.79
CpG: 18,chr5,111223315,111223544,229,18,150,15.7,65.5,0.75
CpG: 29,chr5,111277082,111277396,314,29,210,18.5,66.9,0.83
CpG: 16,chr5,111285108,111285316,208,16,133,15.4,63.9,0.76
CpG: 80,chr5,111330409,111331061,652,80,465,24.5,71.3,0.98
CpG: 354,chr5,111416539,111420529,3990,354,2578,17.7,64.6,0.85
CpG: 14,chr5,111752939,111753142,203,14,132,13.8,65,0.71
CpG: 23,chr5,111957837,111958080,243,23,150,18.9,61.7,0.99
CpG: 25,chr5,112153782,112153992,210,25,130,23.8,61.9,1.25
CpG: 33,chr5,112227390,112227803,413,33,271,16,65.6,0.74
CpG: 56,chr5,112228547,112229184,637,56,421,17.6,66.1,0.81
CpG: 96,chr5,112276156,112277100,944,96,646,20.3,68.4,0.88
CpG: 55,chr5,112307591,112308235,644,55,426,17.1,66.1,0.78
CpG: 53,chr5,112326118,112326567,449,53,301,23.6,67,1.06
CpG: 66,chr5,112342859,112343309,450,66,322,29.3,71.6,1.15
CpG: 42,chr5,112394577,112395032,455,42,231,18.5,50.8,1.44
CpG: 16,chr5,112565065,112565272,207,16,111,15.5,53.6,1.09
CpG: 87,chr5,112576531,112577480,949,87,609,18.3,64.2,0.91
CpG: 35,chr5,113015374,113015617,243,35,164,28.8,67.5,1.31
CpG: 70,chr5,113137765,113138844,1079,70,700,13,64.9,0.62
