name,chr,start,end,score
H3.3_6086,chr10,79725978.0,79726224.0,61.1
H3.3_6087,chr10,79732154.0,79732401.0,76.18
H3.3_6088,chr10,79733135.0,79733526.0,83.08
H3.3_6089,chr10,79733756.0,79734455.0,169.17
H3.3_6090,chr10,79734496.0,79735078.0,172.22
H3.3_6091,chr10,79738953.0,79740167.0,239.34
H3.3_6092,chr10,79746918.0,79747374.0,143.85
H3.3_6093,chr10,79748393.0,79748614.0,57.5
H3.3_6094,chr10,79748654.0,79748884.0,64.37
H3.3_6095,chr10,79755336.0,79755870.0,88.94
H3.3_6096,chr10,79757164.0,79757399.0,54.84
H3.3_6097,chr10,79757736.0,79758352.0,110.84
H3.3_6098,chr10,79759223.0,79759638.0,66.82
H3.3_6099,chr10,79760666.0,79760953.0,84.66
H3.3_6100,chr10,79762965.0,79763547.0,75.11
H3.3_6101,chr10,79776431.0,79776861.0,53.78
H3.3_6102,chr10,79778139.0,79778354.0,65.76
H3.3_6103,chr10,79778482.0,79778804.0,95.92
H3.3_6104,chr10,79780611.0,79780808.0,65.68
H3.3_6105,chr10,79784361.0,79784877.0,68.78
H3.3_6106,chr10,79792566.0,79793150.0,186.35
H3.3_6107,chr10,79794453.0,79794713.0,63.39
H3.3_6108,chr10,79794730.0,79795251.0,263.45
H3.3_6109,chr10,79797446.0,79797686.0,55.19
H3.3_6110,chr10,79797773.0,79798281.0,129.66
H3.3_6111,chr10,79798293.0,79798636.0,108.48
H3.3_6112,chr10,79802690.0,79803015.0,82.31
H3.3_6113,chr10,79803551.0,79803825.0,87.81
H3.3_6114,chr10,79804635.0,79804936.0,109.92
H3.3_6115,chr10,79805083.0,79805409.0,145.26
H3.3_6116,chr10,79808910.0,79809309.0,124.58
H3.3_6117,chr10,79811699.0,79811850.0,51.38
H3.3_6118,chr10,79816586.0,79816903.0,76.52
H3.3_6119,chr10,79817522.0,79817704.0,51.33
H3.3_6120,chr10,79823157.0,79823452.0,85.94
H3.3_6121,chr10,79824213.0,79824480.0,66.54
H3.3_6122,chr10,79840057.0,79840588.0,189.54
H3.3_6123,chr10,79843500.0,79843747.0,66.62
H3.3_6124,chr10,79851778.0,79851989.0,57.71
H3.3_6125,chr10,79852832.0,79853114.0,57.96
H3.3_6126,chr10,79858433.0,79858773.0,92.36
H3.3_6127,chr10,79859227.0,79859651.0,139.24
H3.3_6128,chr10,79859669.0,79859879.0,58.1
H3.3_6129,chr10,79859929.0,79860304.0,140.23
H3.3_6130,chr10,79860333.0,79860896.0,192.35
H3.3_6131,chr10,79860921.0,79861421.0,139.11
H3.3_6132,chr10,79861480.0,79861794.0,60.89
H3.3_6133,chr10,79861870.0,79862718.0,320.79
H3.3_6134,chr10,79863014.0,79863176.0,55.89
H3.3_6135,chr10,79864825.0,79865808.0,299.04
H3.3_6136,chr10,79865871.0,79866255.0,68.9
H3.3_6137,chr10,79871856.0,79872232.0,57.5
H3.3_6138,chr10,79881372.0,79881784.0,60.89
H3.3_6139,chr10,79882707.0,79883049.0,101.45
H3.3_6140,chr10,79891979.0,79892417.0,94.86
H3.3_6141,chr10,79903128.0,79903517.0,50.97
H3.3_6142,chr10,79909382.0,79909624.0,67.67
H3.3_6143,chr10,79909663.0,79909889.0,56.94
H3.3_6144,chr10,79911833.0,79912129.0,68.7
H3.3_6145,chr10,79917079.0,79917502.0,108.81
H3.3_6146,chr10,79917552.0,79917886.0,65.37
H3.3_6147,chr10,79920265.0,79920610.0,102.52
H3.3_6148,chr10,79924876.0,79925073.0,57.66
H3.3_6149,chr10,79925968.0,79926243.0,96.31
H3.3_6150,chr10,79934399.0,79934751.0,63.82
H3.3_6151,chr10,79952656.0,79953062.0,112.62
H3.3_6152,chr10,79955742.0,79956247.0,87.1
H3.3_6153,chr10,79957868.0,79958390.0,125.56
H3.3_6154,chr10,79966340.0,79966698.0,83.26
H3.3_6155,chr10,79967225.0,79967688.0,120.71
H3.3_6156,chr10,79967777.0,79968010.0,69.55
H3.3_6157,chr10,79968022.0,79969043.0,227.6
H3.3_6158,chr10,79969512.0,79969840.0,69.5
H3.3_6159,chr10,79971902.0,79972181.0,82.58
H3.3_6160,chr10,79975160.0,79975405.0,69.94
H3.3_6161,chr10,79975658.0,79976352.0,103.89
H3.3_6162,chr10,79977979.0,79978306.0,75.99
H3.3_6163,chr10,79980051.0,79980270.0,52.31
H3.3_6164,chr10,79981880.0,79982036.0,50.81
H3.3_6165,chr10,79985979.0,79986409.0,98.49
H3.3_6166,chr10,79987237.0,79987656.0,108.0
H3.3_6167,chr10,79989289.0,79989597.0,97.69
H3.3_6168,chr10,79990873.0,79991384.0,139.22
H3.3_6169,chr10,79999410.0,79999659.0,66.99
H3.3_6170,chr10,80003014.0,80003422.0,68.47
H3.3_6171,chr10,80004434.0,80004652.0,55.57
H3.3_6172,chr10,80012253.0,80012560.0,53.84
H3.3_6173,chr10,80013081.0,80013741.0,96.85
H3.3_6174,chr10,80015033.0,80015412.0,61.68
H3.3_6175,chr10,80020138.0,80020692.0,86.63
H3.3_6176,chr10,80024229.0,80025127.0,213.63
H3.3_6177,chr10,80025202.0,80025471.0,53.42
H3.3_6178,chr10,80025530.0,80026010.0,113.6
H3.3_6179,chr10,80026915.0,80027256.0,76.59
H3.3_6180,chr10,80027374.0,80027650.0,70.43
H3.3_6181,chr10,80027727.0,80028072.0,80.58
H3.3_6182,chr10,80028212.0,80028434.0,59.82
H3.3_6183,chr10,80034459.0,80034826.0,69.58
H3.3_6184,chr10,80034844.0,80035173.0,111.16
H3.3_6185,chr10,80035261.0,80035751.0,107.69
H3.3_6186,chr10,80035808.0,80036797.0,263.64
H3.3_6187,chr10,80037020.0,80037376.0,81.74
H3.3_6188,chr10,80040744.0,80041121.0,67.41
H3.3_6189,chr10,80044053.0,80044401.0,84.27
H3.3_6190,chr10,80045566.0,80046200.0,157.39
H3.3_6191,chr10,80047061.0,80047595.0,180.47
H3.3_6192,chr10,80049796.0,80050471.0,229.13
H3.3_6193,chr10,80051427.0,80051814.0,79.4
H3.3_6194,chr10,80052132.0,80052813.0,238.52
H3.3_6195,chr10,80055436.0,80055834.0,148.39
H3.3_6196,chr10,80055839.0,80056117.0,90.03
H3.3_6197,chr10,80056404.0,80056856.0,228.24
H3.3_6198,chr10,80057375.0,80057629.0,59.39
H3.3_6199,chr10,80057679.0,80058675.0,208.88
H3.3_6200,chr10,80059629.0,80060248.0,197.99
H3.3_6201,chr10,80064273.0,80064550.0,56.07
H3.3_6202,chr10,80070987.0,80071217.0,64.77
H3.3_6203,chr10,80075186.0,80075546.0,84.55
H3.3_6204,chr10,80075775.0,80076074.0,60.69
H3.3_6205,chr10,80079127.0,80079437.0,59.56
H3.3_6206,chr10,80090608.0,80090810.0,51.51
H3.3_6207,chr10,80102952.0,80103156.0,58.93
H3.3_6208,chr10,80114244.0,80114578.0,93.26
H3.3_6209,chr10,80129163.0,80129770.0,136.42
H3.3_6210,chr10,80129944.0,80130443.0,123.41
H3.3_6211,chr10,80130550.0,80132924.0,813.54
H3.3_6212,chr10,80134079.0,80134427.0,82.05
H3.3_6213,chr10,80137053.0,80137277.0,67.43
H3.3_6214,chr10,80139664.0,80140232.0,262.83
H3.3_6215,chr10,80143781.0,80144325.0,126.93
H3.3_6216,chr10,80144419.0,80144715.0,53.83
H3.3_6217,chr10,80144738.0,80146240.0,555.88
H3.3_6218,chr10,80146407.0,80147661.0,511.58
H3.3_6219,chr10,80152403.0,80152663.0,66.99
H3.3_6220,chr10,80153996.0,80154194.0,62.13
H3.3_6221,chr10,80154290.0,80154489.0,65.57
H3.3_6222,chr10,80156032.0,80156805.0,173.25
H3.3_6223,chr10,80157113.0,80157644.0,198.98
H3.3_6224,chr10,80158617.0,80159700.0,269.43
H3.3_6225,chr10,80160518.0,80160942.0,95.48
H3.3_6226,chr10,80161154.0,80161399.0,84.29
H3.3_6227,chr10,80161901.0,80162318.0,86.67
H3.3_6228,chr10,80163790.0,80164392.0,173.2
H3.3_6229,chr10,80165958.0,80166269.0,75.8
H3.3_6230,chr10,80170168.0,80170460.0,66.51
H3.3_6231,chr10,80170654.0,80171128.0,67.58
H3.3_6232,chr10,80171530.0,80172570.0,302.4
H3.3_6233,chr10,80176354.0,80176785.0,82.86
H3.3_6234,chr10,80178322.0,80178660.0,55.21
H3.3_6235,chr10,80178856.0,80179155.0,50.48
H3.3_6236,chr10,80179926.0,80180086.0,55.62
H3.3_6237,chr10,80180398.0,80180706.0,70.32
H3.3_6238,chr10,80180759.0,80181148.0,62.87
H3.3_6239,chr10,80181183.0,80181420.0,51.14
H3.3_6240,chr10,80185657.0,80186755.0,226.05
H3.3_6241,chr10,80191913.0,80192199.0,72.15
H3.3_6242,chr10,80202679.0,80202867.0,65.66
H3.3_6243,chr10,80207702.0,80207901.0,63.25
H3.3_6244,chr10,80209115.0,80209324.0,59.16
H3.3_6245,chr10,80214647.0,80215251.0,169.82
H3.3_6246,chr10,80215841.0,80216395.0,202.02
H3.3_6247,chr10,80219994.0,80220307.0,72.19
H3.3_6248,chr10,80221626.0,80222099.0,135.86
H3.3_6249,chr10,80223954.0,80224217.0,76.05
H3.3_6250,chr10,80243291.0,80243487.0,65.04
H3.3_6251,chr10,80243876.0,80244352.0,102.57
H3.3_6252,chr10,80244515.0,80244838.0,99.01
H3.3_6253,chr10,80247930.0,80248257.0,82.58
H3.3_6254,chr10,80254788.0,80255074.0,56.11
H3.3_6255,chr10,80261613.0,80261845.0,63.8
H3.3_6256,chr10,80263023.0,80263359.0,109.36
H3.3_6257,chr10,80270609.0,80270887.0,53.07
H3.3_6258,chr10,80273584.0,80274328.0,165.7
H3.3_6259,chr10,80274942.0,80275319.0,155.37
H3.3_6260,chr10,80278056.0,80278477.0,97.3
H3.3_6261,chr10,80280501.0,80280831.0,58.43
H3.3_6262,chr10,80281471.0,80281880.0,53.58
H3.3_6263,chr10,80282902.0,80283984.0,211.42
H3.3_6264,chr10,80284970.0,80285266.0,52.17
H3.3_6265,chr10,80285774.0,80286222.0,122.26
H3.3_6266,chr10,80286672.0,80287308.0,291.08
H3.3_6267,chr10,80287531.0,80287749.0,94.38
H3.3_6268,chr10,80288101.0,80288732.0,281.2
H3.3_6269,chr10,80289060.0,80289364.0,80.91
H3.3_6270,chr10,80294088.0,80294810.0,316.96
H3.3_6271,chr10,80294887.0,80295427.0,187.96
H3.3_6272,chr10,80295434.0,80295748.0,64.28
H3.3_6273,chr10,80295896.0,80296278.0,188.1
H3.3_6274,chr10,80296532.0,80297039.0,137.61
H3.3_6275,chr10,80297185.0,80297606.0,104.64
H3.3_6276,chr10,80298488.0,80298678.0,50.31
H3.3_6277,chr10,80299598.0,80299924.0,115.66
H3.3_6278,chr10,80305404.0,80305809.0,198.41
H3.3_6279,chr10,80306012.0,80306570.0,114.53
H3.3_6280,chr10,80313911.0,80314318.0,110.08
H3.3_6281,chr10,80314343.0,80314720.0,68.84
H3.3_6282,chr10,80316446.0,80317069.0,152.78
H3.3_6283,chr10,80317878.0,80318159.0,50.48
H3.3_6284,chr10,80321367.0,80321679.0,67.42
H3.3_6285,chr10,80321731.0,80321991.0,62.01
H3.3_6286,chr10,80322152.0,80322596.0,119.33
H3.3_6287,chr10,80323952.0,80324213.0,86.33
H3.3_6288,chr10,80324775.0,80325051.0,74.62
H3.3_6289,chr10,80325086.0,80325325.0,65.03
H3.3_6290,chr10,80326076.0,80326367.0,53.05
H3.3_6291,chr10,80333749.0,80334061.0,80.91
H3.3_6292,chr10,80334464.0,80334949.0,134.4
H3.3_6293,chr10,80340565.0,80340893.0,74.57
H3.3_6294,chr10,80342198.0,80342762.0,117.83
H3.3_6295,chr10,80343696.0,80344078.0,60.9
H3.3_6296,chr10,80344244.0,80345164.0,236.08
H3.3_6297,chr10,80345920.0,80346118.0,57.47
H3.3_6298,chr10,80349948.0,80350196.0,56.5
H3.3_6299,chr10,80353328.0,80353601.0,101.61
H3.3_6300,chr10,80355500.0,80355703.0,66.63
H3.3_6301,chr10,80356825.0,80357175.0,54.92
H3.3_6302,chr10,80369704.0,80370050.0,69.5
H3.3_6303,chr10,80372042.0,80372667.0,229.31
H3.3_6304,chr10,80372673.0,80373017.0,114.3
H3.3_6305,chr10,80376747.0,80376998.0,68.39
H3.3_6306,chr10,80377139.0,80377560.0,136.27
H3.3_6307,chr10,80383121.0,80383365.0,98.21
H3.3_6308,chr10,80383428.0,80383685.0,56.52
H3.3_6309,chr10,80384781.0,80385327.0,143.72
H3.3_6310,chr10,80385358.0,80385733.0,79.29
H3.3_6311,chr10,80385748.0,80386015.0,59.78
H3.3_6312,chr10,80388185.0,80388406.0,54.67
H3.3_6313,chr10,80390882.0,80391129.0,60.4
H3.3_6314,chr10,80397316.0,80398142.0,212.05
H3.3_6315,chr10,80399817.0,80400550.0,120.18
H3.3_6316,chr10,80405297.0,80405595.0,66.48
H3.3_6317,chr10,80407034.0,80408104.0,309.8
H3.3_6318,chr10,80408797.0,80409024.0,81.49
H3.3_6319,chr10,80410242.0,80410441.0,54.44
H3.3_6320,chr10,80411358.0,80411819.0,94.99
H3.3_6321,chr10,80413303.0,80413612.0,57.8
H3.3_6322,chr10,80414117.0,80414305.0,81.22
H3.3_6323,chr10,80414696.0,80415055.0,73.89
H3.3_6324,chr10,80415099.0,80415451.0,81.32
H3.3_6325,chr10,80415753.0,80416047.0,50.41
H3.3_6326,chr10,80418484.0,80418912.0,84.75
H3.3_6327,chr10,80423289.0,80423528.0,100.74
H3.3_6328,chr10,80423922.0,80425139.0,607.51
H3.3_6329,chr10,80425486.0,80425747.0,69.73
H3.3_6330,chr10,80426768.0,80427004.0,65.03
H3.3_6331,chr10,80430292.0,80430825.0,180.95
H3.3_6332,chr10,80431025.0,80431252.0,59.28
H3.3_6333,chr10,80435772.0,80436261.0,213.77
H3.3_6334,chr10,80444634.0,80444890.0,57.89
H3.3_6335,chr10,80464878.0,80465444.0,89.03
H3.3_6336,chr10,80473376.0,80473513.0,57.77
H3.3_6337,chr10,80474091.0,80474624.0,146.79
H3.3_6338,chr10,80476466.0,80476703.0,66.74
H3.3_6339,chr10,80487534.0,80487673.0,50.38
H3.3_6340,chr10,80500065.0,80500386.0,71.4
H3.3_6341,chr10,80510204.0,80510550.0,79.27
H3.3_6342,chr10,80535290.0,80535577.0,99.14
H3.3_6343,chr10,80540159.0,80540418.0,61.77
H3.3_6344,chr10,80540465.0,80540967.0,182.75
H3.3_6345,chr10,80546645.0,80547029.0,59.49
H3.3_6346,chr10,80552460.0,80552696.0,98.84
H3.3_6347,chr10,80553068.0,80553378.0,116.98
H3.3_6348,chr10,80558604.0,80558835.0,68.39
H3.3_6349,chr10,80563870.0,80564126.0,73.54
H3.3_6350,chr10,80565805.0,80566195.0,139.67
H3.3_6351,chr10,80566580.0,80567010.0,176.69
H3.3_6352,chr10,80567522.0,80567739.0,51.17
H3.3_6353,chr10,80571682.0,80572122.0,115.18
H3.3_6354,chr10,80572375.0,80572562.0,53.65
H3.3_6355,chr10,80573363.0,80573742.0,90.33
H3.3_6356,chr10,80578579.0,80578922.0,103.39
H3.3_6357,chr10,80582153.0,80582399.0,58.59
H3.3_6358,chr10,80583287.0,80585213.0,373.79
H3.3_6359,chr10,80609809.0,80610250.0,93.8
H3.3_6360,chr10,80610635.0,80611137.0,122.09
H3.3_6361,chr10,80620253.0,80620838.0,146.53
H3.3_6362,chr10,80621064.0,80621292.0,63.42
H3.3_6363,chr10,80629154.0,80629499.0,61.84
H3.3_6364,chr10,80637106.0,80637387.0,100.79
H3.3_6365,chr10,80637845.0,80638721.0,193.19
H3.3_6366,chr10,80638748.0,80638963.0,54.34
H3.3_6367,chr10,80639004.0,80639694.0,175.75
H3.3_6368,chr10,80639824.0,80640198.0,62.38
H3.3_6369,chr10,80640769.0,80641116.0,80.33
H3.3_6370,chr10,80641833.0,80642164.0,117.1
H3.3_6371,chr10,80642403.0,80643211.0,190.77
H3.3_6372,chr10,80646016.0,80646255.0,62.28
H3.3_6373,chr10,80652163.0,80652433.0,50.16
H3.3_6374,chr10,80663396.0,80663607.0,62.71
H3.3_6375,chr10,80664750.0,80665061.0,94.57
H3.3_6376,chr10,80665357.0,80665739.0,178.47
H3.3_6377,chr10,80666047.0,80666546.0,101.84
H3.3_6378,chr10,80677799.0,80678279.0,121.01
H3.3_6379,chr10,80679024.0,80680015.0,355.54
H3.3_6380,chr10,80684918.0,80685166.0,65.02
H3.3_6381,chr10,80692907.0,80693143.0,53.55
H3.3_6382,chr10,80694027.0,80694374.0,58.08
H3.3_6383,chr10,80695404.0,80695776.0,108.71
H3.3_6384,chr10,80695936.0,80696249.0,114.37
H3.3_6385,chr10,80696779.0,80696990.0,85.6
H3.3_6386,chr10,80699918.0,80700140.0,55.01
H3.3_6387,chr10,80700799.0,80701315.0,116.18
H3.3_6388,chr10,80702903.0,80703192.0,78.56
H3.3_6389,chr10,80735215.0,80735421.0,65.45
H3.3_6390,chr10,80752456.0,80752821.0,122.1
H3.3_6391,chr10,80765654.0,80765859.0,60.63
H3.3_6392,chr10,80766097.0,80766768.0,189.21
H3.3_6393,chr10,80766984.0,80767158.0,59.63
H3.3_6394,chr10,80774126.0,80774449.0,54.46
H3.3_6395,chr10,80782383.0,80783007.0,142.33
H3.3_6396,chr10,80783187.0,80783460.0,56.64
H3.3_6397,chr10,80789448.0,80789766.0,62.31
H3.3_6398,chr10,80790459.0,80790795.0,62.78
H3.3_6399,chr10,80790927.0,80791434.0,137.1
H3.3_6400,chr10,80794858.0,80795521.0,305.25
H3.3_6401,chr10,80803249.0,80803723.0,107.69
H3.3_6402,chr10,80805245.0,80805633.0,82.13
H3.3_6403,chr10,80808212.0,80808992.0,225.66
H3.3_6404,chr10,80809020.0,80809386.0,118.02
H3.3_6405,chr10,80809431.0,80809667.0,60.43
H3.3_6406,chr10,80818361.0,80818524.0,52.29
H3.3_6407,chr10,80818922.0,80819259.0,114.67
H3.3_6408,chr10,80829244.0,80830234.0,384.65
H3.3_6409,chr10,80830336.0,80831357.0,417.04
H3.3_6410,chr10,80831573.0,80832106.0,229.87
H3.3_6411,chr10,80836134.0,80837126.0,236.02
H3.3_6412,chr10,80840414.0,80840746.0,95.75
H3.3_6413,chr10,80840995.0,80841298.0,54.81
H3.3_6414,chr10,80844838.0,80845277.0,185.31
H3.3_6415,chr10,80848036.0,80848429.0,94.75
H3.3_6416,chr10,80848991.0,80849797.0,175.21
H3.3_6417,chr10,80850042.0,80850373.0,60.73
H3.3_6418,chr10,80850388.0,80850667.0,67.86
H3.3_6419,chr10,80851643.0,80851892.0,63.11
H3.3_6420,chr10,80852592.0,80852864.0,54.97
H3.3_6421,chr10,80853089.0,80853333.0,62.99
H3.3_6422,chr10,80871667.0,80871922.0,56.43
H3.3_6423,chr10,80889041.0,80889358.0,75.63
H3.3_6424,chr10,80892273.0,80892549.0,70.52
H3.3_6425,chr10,80895350.0,80895711.0,94.5
H3.3_6426,chr10,80898118.0,80899472.0,384.56
H3.3_6427,chr10,80900017.0,80900328.0,56.11
H3.3_6428,chr10,80900585.0,80900776.0,52.09
H3.3_6429,chr10,80901465.0,80902401.0,210.07
H3.3_6430,chr10,80902726.0,80903053.0,66.98
H3.3_6431,chr10,80903325.0,80903914.0,122.97
H3.3_6432,chr10,80905707.0,80905909.0,58.7
H3.3_6433,chr10,80906189.0,80906718.0,151.27
H3.3_6434,chr10,80907249.0,80908072.0,310.92
H3.3_6435,chr10,80908084.0,80908642.0,102.31
H3.3_6436,chr10,80909249.0,80909503.0,50.34
H3.3_6437,chr10,80921110.0,80921454.0,109.27
H3.3_6438,chr10,80922449.0,80922765.0,95.65
H3.3_6439,chr10,80924903.0,80925156.0,63.71
H3.3_6440,chr10,80925440.0,80925635.0,69.26
H3.3_6441,chr10,80925996.0,80926329.0,163.92
H3.3_6442,chr10,80926526.0,80926743.0,70.37
H3.3_6443,chr10,80927092.0,80927570.0,177.45
H3.3_6444,chr10,80927858.0,80928346.0,151.43
H3.3_6445,chr10,80932413.0,80932867.0,117.55
H3.3_6446,chr10,80933233.0,80933575.0,83.7
H3.3_6447,chr10,80934429.0,80935009.0,178.92
H3.3_6448,chr10,80935277.0,80935507.0,65.99
H3.3_6449,chr10,80936081.0,80936472.0,75.5
H3.3_6450,chr10,80936762.0,80937702.0,219.13
H3.3_6451,chr10,80937747.0,80938209.0,135.49
H3.3_6452,chr10,80938593.0,80938932.0,61.78
H3.3_6453,chr10,80940481.0,80941225.0,175.93
H3.3_6454,chr10,80941293.0,80941505.0,58.86
H3.3_6455,chr10,80942039.0,80942237.0,60.49
H3.3_6456,chr10,80943038.0,80943353.0,59.99
H3.3_6457,chr10,80946297.0,80946779.0,78.13
H3.3_6458,chr10,80947006.0,80947270.0,69.41
H3.3_6459,chr10,80947374.0,80947748.0,79.67
H3.3_6460,chr10,80947751.0,80948156.0,82.84
H3.3_6461,chr10,80948329.0,80948575.0,53.52
H3.3_6462,chr10,80949711.0,80950452.0,211.24
H3.3_6463,chr10,80950887.0,80951490.0,95.27
H3.3_6464,chr10,80952673.0,80953096.0,85.33
H3.3_6465,chr10,80953647.0,80953894.0,71.38
H3.3_6466,chr10,80956074.0,80956333.0,56.09
H3.3_6467,chr10,80959837.0,80960114.0,51.22
H3.3_6468,chr10,80960122.0,80960515.0,77.1
H3.3_6469,chr10,80960523.0,80960765.0,72.36
H3.3_6470,chr10,80986969.0,80987228.0,59.6
H3.3_6471,chr10,80989809.0,80990034.0,50.16
H3.3_6472,chr10,80990458.0,80991021.0,113.28
H3.3_6473,chr10,80997391.0,80998003.0,143.11
H3.3_6474,chr10,81020299.0,81020548.0,56.88
H3.3_6475,chr10,81020606.0,81020802.0,54.76
H3.3_6476,chr10,81023423.0,81023981.0,136.57
H3.3_6477,chr10,81041852.0,81042079.0,52.76
H3.3_6478,chr10,81042723.0,81043349.0,167.68
H3.3_6479,chr10,81043392.0,81044624.0,187.18
H3.3_6480,chr10,81046094.0,81046341.0,55.96
H3.3_6481,chr10,81062314.0,81062474.0,57.5
H3.3_6482,chr10,81062555.0,81062908.0,123.72
H3.3_6483,chr10,81064340.0,81064490.0,69.58
H3.3_6484,chr10,81071831.0,81072120.0,53.49
H3.3_6485,chr10,81072391.0,81072671.0,75.09
H3.3_6486,chr10,81072806.0,81073591.0,208.07
H3.3_6487,chr10,81077052.0,81077438.0,79.01
H3.3_6488,chr10,81080248.0,81080664.0,77.45
H3.3_6489,chr10,81080671.0,81081198.0,118.08
H3.3_6490,chr10,81081255.0,81081591.0,52.46
H3.3_6491,chr10,81081765.0,81082305.0,70.56
H3.3_6492,chr10,81082633.0,81083405.0,172.25
H3.3_6493,chr10,81083408.0,81083621.0,58.91
H3.3_6494,chr10,81089216.0,81089464.0,73.5
H3.3_6495,chr10,81094156.0,81094469.0,62.92
H3.3_6496,chr10,81096007.0,81096239.0,69.72
H3.3_6497,chr10,81100668.0,81100949.0,139.88
H3.3_6498,chr10,81103736.0,81104134.0,104.67
H3.3_6499,chr10,81112467.0,81112758.0,60.86
H3.3_6500,chr10,81123544.0,81123884.0,78.72
H3.3_6501,chr10,81124056.0,81124482.0,87.11
H3.3_6502,chr10,81124742.0,81125054.0,67.98
H3.3_6503,chr10,81125110.0,81125294.0,59.68
H3.3_6504,chr10,81125800.0,81126364.0,158.99
H3.3_6505,chr10,81127325.0,81127834.0,191.46
H3.3_6506,chr10,81128030.0,81128619.0,133.61
H3.3_6507,chr10,81133954.0,81134325.0,103.83
H3.3_6508,chr10,81140092.0,81140937.0,212.02
H3.3_6509,chr10,81146885.0,81147489.0,190.97
H3.3_6510,chr10,81149714.0,81149940.0,57.5
H3.3_6511,chr10,81152330.0,81152879.0,200.46
H3.3_6512,chr10,81154550.0,81154872.0,73.5
H3.3_6513,chr10,81155033.0,81155414.0,153.69
H3.3_6514,chr10,81155744.0,81156024.0,74.0
H3.3_6515,chr10,81169737.0,81169898.0,58.74
H3.3_6516,chr10,81172787.0,81173103.0,73.13
H3.3_6517,chr10,81173389.0,81173562.0,59.32
H3.3_6518,chr10,81178517.0,81179112.0,61.26
H3.3_6519,chr10,81179228.0,81179978.0,406.63
H3.3_6520,chr10,81180038.0,81180223.0,75.82
H3.3_6521,chr10,81180320.0,81180602.0,157.09
H3.3_6522,chr10,81180633.0,81180842.0,303.03
H3.3_6523,chr10,81181124.0,81181291.0,91.83
H3.3_6524,chr10,81181307.0,81181520.0,89.42
H3.3_6525,chr10,81181590.0,81181913.0,241.92
H3.3_6526,chr10,81182423.0,81182650.0,50.25
H3.3_6527,chr10,81183973.0,81184409.0,123.61
H3.3_6528,chr10,81184469.0,81184860.0,85.33
H3.3_6529,chr10,81189683.0,81189984.0,77.33
H3.3_6530,chr10,81190275.0,81190736.0,125.83
H3.3_6531,chr10,81190813.0,81192033.0,459.49
H3.3_6532,chr10,81193213.0,81193534.0,72.32
H3.3_6533,chr10,81216824.0,81217085.0,83.17
H3.3_6534,chr10,81224290.0,81224561.0,69.92
H3.3_6535,chr10,81230153.0,81230362.0,61.54
H3.3_6536,chr10,81230368.0,81230862.0,206.56
H3.3_6537,chr10,81231327.0,81231858.0,160.13
H3.3_6538,chr10,81238267.0,81238503.0,66.18
H3.3_6539,chr10,81241463.0,81242000.0,163.82
H3.3_6540,chr10,81243424.0,81243712.0,73.13
H3.3_6541,chr10,81246499.0,81246854.0,101.34
H3.3_6542,chr10,81253357.0,81253726.0,120.0
H3.3_6543,chr10,81258338.0,81258587.0,82.01
H3.3_6544,chr10,81258994.0,81259436.0,89.43
H3.3_6545,chr10,81261978.0,81262470.0,79.25
H3.3_6546,chr10,81275092.0,81275388.0,65.74
H3.3_6547,chr10,81276066.0,81276307.0,55.41
H3.3_6548,chr10,81276453.0,81276720.0,50.2
H3.3_6549,chr10,81278480.0,81278701.0,70.93
H3.3_6550,chr10,81279289.0,81279615.0,131.95
H3.3_6551,chr10,81280008.0,81280576.0,163.38
H3.3_6552,chr10,81280901.0,81281253.0,90.01
H3.3_6553,chr10,81284035.0,81284789.0,220.79
H3.3_6554,chr10,81286952.0,81287714.0,187.51
H3.3_6555,chr10,81288012.0,81288636.0,163.85
H3.3_6556,chr10,81293560.0,81293858.0,56.04
H3.3_6557,chr10,81306327.0,81306560.0,75.15
H3.3_6558,chr10,81307101.0,81308083.0,210.39
H3.3_6559,chr10,81311285.0,81311662.0,85.46
H3.3_6560,chr10,81313641.0,81314063.0,110.09
H3.3_6561,chr10,81316166.0,81316545.0,130.53
H3.3_6562,chr10,81316702.0,81317020.0,111.62
H3.3_6563,chr10,81318142.0,81318408.0,52.72
H3.3_6564,chr10,81319702.0,81320067.0,58.93
H3.3_6565,chr10,81322858.0,81323124.0,90.0
H3.3_6566,chr10,81323609.0,81323904.0,73.31
H3.3_6567,chr10,81326595.0,81326962.0,83.69
H3.3_6568,chr10,81327155.0,81327499.0,82.58
H3.3_6569,chr10,81328976.0,81329250.0,67.69
H3.3_6570,chr10,81331801.0,81332097.0,52.93
H3.3_6571,chr10,81332360.0,81332656.0,58.06
H3.3_6572,chr10,81334352.0,81334686.0,76.12
H3.3_6573,chr10,81334979.0,81335178.0,62.07
H3.3_6574,chr10,81336006.0,81336620.0,198.84
H3.3_6575,chr10,81338483.0,81338910.0,52.09
H3.3_6576,chr10,81339968.0,81340506.0,220.27
H3.3_6577,chr10,81340804.0,81341469.0,183.84
H3.3_6578,chr10,81342608.0,81342856.0,52.94
H3.3_6579,chr10,81346431.0,81346620.0,63.68
H3.3_6580,chr10,81346845.0,81347279.0,110.62
H3.3_6581,chr10,81347345.0,81347763.0,98.41
H3.3_6582,chr10,81348664.0,81348972.0,60.04
H3.3_6583,chr10,81349427.0,81349779.0,77.17
H3.3_6584,chr10,81352184.0,81352396.0,107.65
