name,chr,start,end,abs_summit,pileup,fold_enrichment
ES_H3K27me3_peak_1273,chr1,194841210,194841396,194841268,14,3.72801
ES_H3K27me3_peak_1274,chr1,194880649,194880854,194880726,21,3.13328
ES_H3K27me3_peak_1275,chr1,194923689,194924100,194924022,16,2.91866
ES_H3K27me3_peak_1276,chr1,194938193,194938606,194938358,27,2.96221
ES_H3K27me3_peak_1277,chr1,195177251,195177477,195177351,29,3.41717
ES_H3K27me3_peak_1278,chr1,195210822,195211124,195210954,22,3.66627
ES_H3K27me3_peak_1279,chr1,195242554,195242766,195242669,18,3.74266
ES_H3K27me3_peak_1280,chr1,195242975,195243196,195243024,16,3.49011
ES_H3K27me3_peak_1281,chr1,195306951,195307142,195306996,17,3.43191
ES_H3K27me3_peak_1282,chr1,195307703,195307936,195307779,17,3.40761
ES_H3K27me3_peak_1283,chr10,3365395,3365621,3365509,26,3.3232
ES_H3K27me3_peak_1284,chr10,3367495,3368497,3368059,34,4.3378
ES_H3K27me3_peak_1285,chr10,3520328,3520514,3520377,16,4.1421
ES_H3K27me3_peak_1286,chr10,3739751,3740026,3739877,21,3.34723
ES_H3K27me3_peak_1287,chr10,3742313,3742512,3742402,23,4.40318
ES_H3K27me3_peak_1288,chr10,4577901,4578099,4578023,17,3.93727
ES_H3K27me3_peak_1289,chr10,4710657,4711083,4710771,30,3.31236
ES_H3K27me3_peak_1290,chr10,4711137,4712048,4711707,24,2.67125
ES_H3K27me3_peak_1291,chr10,4713123,4713334,4713192,30,3.21597
ES_H3K27me3_peak_1292,chr10,4879662,4879867,4879727,16,3.94441
ES_H3K27me3_peak_1293,chr10,4910093,4910433,4910271,13,3.47947
ES_H3K27me3_peak_1294,chr10,5193897,5194100,5194009,16,4.22508
ES_H3K27me3_peak_1295,chr10,5224962,5225217,5225113,12,3.18199
ES_H3K27me3_peak_1296,chr10,5549407,5549672,5549518,21,3.91536
ES_H3K27me3_peak_1297,chr10,5606169,5606363,5606222,16,3.78038
ES_H3K27me3_peak_1298,chr10,5711136,5711378,5711302,16,4.08624
ES_H3K27me3_peak_1299,chr10,5898533,5898832,5898694,14,3.51082
ES_H3K27me3_peak_1300,chr10,5920017,5920735,5920305,28,3.18129
ES_H3K27me3_peak_1301,chr10,6275626,6275829,6275728,17,4.47361
ES_H3K27me3_peak_1302,chr10,6348811,6349135,6348939,14,3.72801
ES_H3K27me3_peak_1303,chr10,6770490,6770951,6770627,18,3.87099
ES_H3K27me3_peak_1304,chr10,7274987,7275277,7275145,16,4.22508
ES_H3K27me3_peak_1305,chr10,7389976,7390400,7390122,42,3.62992
ES_H3K27me3_peak_1306,chr10,7394035,7394633,7394483,34,3.46298
ES_H3K27me3_peak_1307,chr10,7440464,7440650,7440566,16,3.54455
ES_H3K27me3_peak_1308,chr10,7487382,7487568,7487478,17,3.54568
ES_H3K27me3_peak_1309,chr10,7868484,7868670,7868570,18,3.79863
ES_H3K27me3_peak_1310,chr10,7957632,7957818,7957715,17,4.47361
ES_H3K27me3_peak_1311,chr10,7973208,7973394,7973339,19,4.74338
ES_H3K27me3_peak_1312,chr10,8515634,8515957,8515825,25,2.82898
ES_H3K27me3_peak_1313,chr10,8516715,8517169,8517024,33,3.63291
ES_H3K27me3_peak_1314,chr10,8520123,8520377,8520199,24,2.52019
ES_H3K27me3_peak_1315,chr10,9032568,9032755,9032612,18,4.72214
ES_H3K27me3_peak_1316,chr10,9150826,9151057,9150988,24,5.60601
ES_H3K27me3_peak_1317,chr10,9674145,9674356,9674236,31,3.33914
ES_H3K27me3_peak_1318,chr10,9676652,9676865,9676724,26,2.82291
ES_H3K27me3_peak_1319,chr10,9899490,9899952,9899560,25,4.24573
ES_H3K27me3_peak_1320,chr10,10478051,10478237,10478165,18,3.55912
ES_H3K27me3_peak_1321,chr10,10654736,10654979,10654824,20,3.26001
ES_H3K27me3_peak_1322,chr10,10792898,10793153,10793059,18,4.72214
ES_H3K27me3_peak_1323,chr10,10879794,10879984,10879824,19,3.88244
ES_H3K27me3_peak_1324,chr10,10937065,10937251,10937097,18,3.33702
ES_H3K27me3_peak_1325,chr10,10967845,10968065,10967961,17,4.19463
ES_H3K27me3_peak_1326,chr10,11069095,11069328,11069122,16,3.41153
ES_H3K27me3_peak_1327,chr10,11081164,11081537,11081407,28,3.03201
ES_H3K27me3_peak_1328,chr10,11341430,11341621,11341569,26,3.78491
ES_H3K27me3_peak_1329,chr10,11342693,11343125,11343049,26,3.67882
ES_H3K27me3_peak_1330,chr10,11634906,11635383,11634980,23,4.09417
ES_H3K27me3_peak_1331,chr10,11963430,11963800,11963661,21,4.60502
ES_H3K27me3_peak_1332,chr10,11964085,11964326,11964155,17,3.70966
ES_H3K27me3_peak_1333,chr10,12870238,12870440,12870304,22,4.107
ES_H3K27me3_peak_1334,chr10,12870616,12870823,12870697,21,3.96818
ES_H3K27me3_peak_1335,chr10,12940205,12940479,12940342,29,2.25169
ES_H3K27me3_peak_1336,chr10,12941973,12942486,12942319,42,3.39918
ES_H3K27me3_peak_1337,chr10,12962970,12963279,12963210,31,3.46771
ES_H3K27me3_peak_1338,chr10,12963507,12963693,12963548,23,2.54407
ES_H3K27me3_peak_1339,chr10,13059797,13059998,13059864,24,2.56368
ES_H3K27me3_peak_1340,chr10,13062707,13063001,13062850,25,2.70777
ES_H3K27me3_peak_1341,chr10,13129280,13129519,13129336,16,3.36108
ES_H3K27me3_peak_1342,chr10,13131237,13131423,13131364,19,4.18638
ES_H3K27me3_peak_1343,chr10,13161051,13161245,13161084,15,3.57286
ES_H3K27me3_peak_1344,chr10,13407771,13408131,13407821,14,3.72801
ES_H3K27me3_peak_1345,chr10,13472305,13472621,13472476,23,3.00233
ES_H3K27me3_peak_1346,chr10,13500210,13500462,13500311,14,3.12754
ES_H3K27me3_peak_1347,chr10,13604841,13605103,13604937,16,4.22508
ES_H3K27me3_peak_1348,chr10,13891768,13892786,13891923,29,6.32911
ES_H3K27me3_peak_1349,chr10,13963498,13963931,13963726,42,3.20941
ES_H3K27me3_peak_1350,chr10,13968261,13969040,13968589,51,4.90886
ES_H3K27me3_peak_1351,chr10,14194787,14194981,14194846,17,3.76774
ES_H3K27me3_peak_1352,chr10,14336372,14336628,14336536,23,4.83442
ES_H3K27me3_peak_1353,chr10,14398045,14398333,14398213,26,6.60874
ES_H3K27me3_peak_1354,chr10,14545812,14546073,14545920,37,4.02811
ES_H3K27me3_peak_1355,chr10,14616154,14616540,14616360,18,4.50621
ES_H3K27me3_peak_1356,chr10,14760852,14761139,14761068,20,2.8468
ES_H3K27me3_peak_1357,chr10,14810212,14810430,14810313,16,3.71853
ES_H3K27me3_peak_1358,chr10,14840923,14841121,14841048,15,3.97654
ES_H3K27me3_peak_1359,chr10,14873091,14873277,14873185,15,3.97654
ES_H3K27me3_peak_1360,chr10,15059934,15060251,15060071,21,5.46774
ES_H3K27me3_peak_1361,chr10,15363536,15363742,15363655,16,3.53078
ES_H3K27me3_peak_1362,chr10,15377365,15377551,15377529,16,2.95662
ES_H3K27me3_peak_1363,chr10,15633130,15633928,15633312,16,3.70338
ES_H3K27me3_peak_1364,chr10,15863966,15864200,15864095,15,3.12867
ES_H3K27me3_peak_1365,chr10,16046101,16046287,16046192,19,3.8684
ES_H3K27me3_peak_1366,chr10,16193112,16193398,16193237,15,3.97654
ES_H3K27me3_peak_1367,chr10,16234042,16234248,16234162,19,4.80735
ES_H3K27me3_peak_1368,chr10,16681691,16681895,16681759,19,3.5713
ES_H3K27me3_peak_1369,chr10,16690792,16691284,16691032,19,4.33924
ES_H3K27me3_peak_1370,chr10,16691637,16691839,16691703,17,4.07046
ES_H3K27me3_peak_1371,chr10,16747407,16747601,16747472,17,4.47361
ES_H3K27me3_peak_1372,chr10,16778638,16779022,16778954,15,3.97654
ES_H3K27me3_peak_1373,chr10,17461325,17461565,17461447,15,3.97654
ES_H3K27me3_peak_1374,chr10,17703618,17703925,17703679,29,3.08233
ES_H3K27me3_peak_1375,chr10,17725003,17725209,17725057,18,4.72214
ES_H3K27me3_peak_1376,chr10,17828137,17828554,17828461,15,3.15172
ES_H3K27me3_peak_1377,chr10,17946414,17946860,17946509,18,4.72214
ES_H3K27me3_peak_1378,chr10,18021110,18021366,18021220,21,5.46774
ES_H3K27me3_peak_1379,chr10,18021521,18021843,18021672,16,4.22508
ES_H3K27me3_peak_1380,chr10,18193724,18194026,18193791,18,4.24278
ES_H3K27me3_peak_1381,chr10,18286689,18286927,18286770,17,4.47361
ES_H3K27me3_peak_1382,chr10,18317127,18318066,18317925,24,4.21102
ES_H3K27me3_peak_1383,chr10,18463842,18464247,18463997,22,4.00014
ES_H3K27me3_peak_1384,chr10,18464389,18464816,18464567,26,4.57674
ES_H3K27me3_peak_1385,chr10,18544507,18544730,18544624,19,3.69467
ES_H3K27me3_peak_1386,chr10,18552427,18552720,18552554,17,4.17643
ES_H3K27me3_peak_1387,chr10,18592546,18593186,18592720,30,4.13946
ES_H3K27me3_peak_1388,chr10,18744191,18744535,18744293,26,3.45852
ES_H3K27me3_peak_1389,chr10,18744638,18744861,18744769,25,3.3955
ES_H3K27me3_peak_1390,chr10,18846135,18846469,18846330,24,3.46818
ES_H3K27me3_peak_1391,chr10,18861346,18861665,18861513,16,4.22508
ES_H3K27me3_peak_1392,chr10,18889432,18889664,18889498,15,3.97654
ES_H3K27me3_peak_1393,chr10,19013571,19013757,19013622,21,2.89432
ES_H3K27me3_peak_1394,chr10,19351385,19351583,19351534,26,2.39653
ES_H3K27me3_peak_1395,chr10,19444893,19445079,19444929,16,3.37355
ES_H3K27me3_peak_1396,chr10,19511003,19511225,19511051,15,3.77795
ES_H3K27me3_peak_1397,chr10,19592772,19593107,19592931,18,3.26203
ES_H3K27me3_peak_1398,chr10,19696418,19696638,19696468,17,4.47361
ES_H3K27me3_peak_1399,chr10,19712085,19712300,19712145,27,2.96808
ES_H3K27me3_peak_1400,chr10,19713038,19713242,19713109,33,3.56873
ES_H3K27me3_peak_1401,chr10,19713309,19713772,19713604,35,3.5818
ES_H3K27me3_peak_1402,chr10,19736806,19737003,19736990,13,3.47947
ES_H3K27me3_peak_1403,chr10,19848187,19848960,19848542,40,3.4073
ES_H3K27me3_peak_1404,chr10,19853037,19853641,19853521,38,3.52603
ES_H3K27me3_peak_1405,chr10,19853962,19854275,19854053,31,3.28151
ES_H3K27me3_peak_1406,chr10,19932883,19933414,19933296,41,3.26701
ES_H3K27me3_peak_1407,chr10,19935696,19936394,19936057,38,3.20129
ES_H3K27me3_peak_1408,chr10,20147472,20147938,20147764,19,4.97068
ES_H3K27me3_peak_1409,chr10,20650026,20650354,20650271,18,4.27851
ES_H3K27me3_peak_1410,chr10,20650627,20650941,20650888,16,3.62945
ES_H3K27me3_peak_1411,chr10,21094698,21094884,21094814,20,3.00687
ES_H3K27me3_peak_1412,chr10,21161909,21163232,21162392,43,4.21315
ES_H3K27me3_peak_1413,chr10,21430302,21430521,21430376,19,4.09031
ES_H3K27me3_peak_1414,chr10,21454250,21454444,21454334,19,3.98367
ES_H3K27me3_peak_1415,chr10,22123482,22123762,22123657,17,4.47361
ES_H3K27me3_peak_1416,chr10,22142598,22143122,22142973,33,6.1534
ES_H3K27me3_peak_1417,chr10,22152344,22152800,22152657,48,2.6862
ES_H3K27me3_peak_1418,chr10,22157190,22157528,22157431,52,3.00721
ES_H3K27me3_peak_1419,chr10,22275201,22275452,22275274,23,4.13373
ES_H3K27me3_peak_1420,chr10,22297422,22297635,22297545,16,4.22508
ES_H3K27me3_peak_1421,chr10,22481919,22482105,22481973,16,4.22508
ES_H3K27me3_peak_1422,chr10,22803927,22804316,22803999,18,3.7565
ES_H3K27me3_peak_1423,chr10,22812724,22813075,22812968,28,2.55707
ES_H3K27me3_peak_1424,chr10,22816958,22817144,22817060,29,2.25803
ES_H3K27me3_peak_1425,chr10,22817216,22817521,22817416,40,3.09906
ES_H3K27me3_peak_1426,chr10,23115182,23115401,23115227,14,3.72801
ES_H3K27me3_peak_1427,chr10,23347102,23348085,23347938,44,3.74554
ES_H3K27me3_peak_1428,chr10,23500157,23500366,23500255,14,3.46532
ES_H3K27me3_peak_1429,chr10,23500637,23500952,23500761,15,3.88076
ES_H3K27me3_peak_1430,chr10,23569379,23569631,23569533,13,3.47947
ES_H3K27me3_peak_1431,chr10,23698258,23698449,23698293,14,3.72801
ES_H3K27me3_peak_1432,chr10,24222449,24222697,24222489,22,2.5977
ES_H3K27me3_peak_1433,chr10,24224565,24224801,24224671,24,2.66062
ES_H3K27me3_peak_1434,chr10,24368004,24368340,24368172,26,6.70075
ES_H3K27me3_peak_1435,chr10,24456790,24457013,24456892,15,3.97654
ES_H3K27me3_peak_1436,chr10,24710155,24710341,24710184,29,2.35412
ES_H3K27me3_peak_1437,chr10,24710605,24710930,24710826,35,2.88853
ES_H3K27me3_peak_1438,chr10,24711264,24711512,24711375,36,2.98669
ES_H3K27me3_peak_1439,chr10,24712714,24712928,24712722,25,2.3349
ES_H3K27me3_peak_1440,chr10,24938652,24938839,24938667,18,3.7565
ES_H3K27me3_peak_1441,chr10,24951282,24951468,24951378,15,3.97654
ES_H3K27me3_peak_1442,chr10,25096388,25096607,25096498,18,4.72214
ES_H3K27me3_peak_1443,chr10,25358651,25359006,25358831,25,4.29823
ES_H3K27me3_peak_1444,chr10,26076680,26076906,26076760,28,2.8172
ES_H3K27me3_peak_1445,chr10,26077132,26077646,26077491,35,3.56853
ES_H3K27me3_peak_1446,chr10,26229120,26229498,26229276,29,6.18276
ES_H3K27me3_peak_1447,chr10,26370563,26370757,26370658,18,4.26057
ES_H3K27me3_peak_1448,chr10,26376407,26376798,26376709,27,3.73887
ES_H3K27me3_peak_1449,chr10,26377462,26377793,26377556,22,3.04838
ES_H3K27me3_peak_1450,chr10,26695889,26696412,26696047,24,3.55109
ES_H3K27me3_peak_1451,chr10,26773589,26773775,26773735,17,3.53267
ES_H3K27me3_peak_1452,chr10,26774854,26775113,26774955,20,3.96152
ES_H3K27me3_peak_1453,chr10,26841552,26841797,26841643,16,3.6007
ES_H3K27me3_peak_1454,chr10,27241694,27241880,27241797,21,4.19455
ES_H3K27me3_peak_1455,chr10,27254454,27254640,27254582,16,4.08624
ES_H3K27me3_peak_1456,chr10,27637144,27637351,27637266,19,4.50369
ES_H3K27me3_peak_1457,chr10,27666045,27666282,27666123,21,3.95484
ES_H3K27me3_peak_1458,chr10,27810212,27810688,27810603,20,4.48344
ES_H3K27me3_peak_1459,chr10,27810848,27811257,27811104,25,5.71052
ES_H3K27me3_peak_1460,chr10,27899282,27899510,27899442,17,3.43191
ES_H3K27me3_peak_1461,chr10,28889143,28889329,28889261,20,4.31132
ES_H3K27me3_peak_1462,chr10,29144608,29144931,29144793,32,3.07721
ES_H3K27me3_peak_1463,chr10,29148827,29149336,29148994,26,2.61342
ES_H3K27me3_peak_1464,chr10,29196195,29196415,29196320,26,3.29288
ES_H3K27me3_peak_1465,chr10,29898547,29898836,29898708,18,4.04032
ES_H3K27me3_peak_1466,chr10,30317832,30318018,30317886,13,3.35008
ES_H3K27me3_peak_1467,chr10,30841404,30841843,30841672,48,3.64705
ES_H3K27me3_peak_1468,chr10,30844978,30845255,30845108,46,3.09728
ES_H3K27me3_peak_1469,chr10,31053814,31054421,31054162,15,3.51417
ES_H3K27me3_peak_1470,chr10,31176907,31177104,31177070,20,3.54844
ES_H3K27me3_peak_1471,chr10,31193571,31193818,31193732,20,3.96152
ES_H3K27me3_peak_1472,chr10,31203020,31203463,31203374,18,3.97706
ES_H3K27me3_peak_1473,chr10,31448085,31448272,31448209,15,3.97654
ES_H3K27me3_peak_1474,chr10,31607911,31608120,31608020,24,2.66593
ES_H3K27me3_peak_1475,chr10,31610107,31610569,31610221,35,3.68464
ES_H3K27me3_peak_1476,chr10,31676829,31677051,31676888,15,3.45737
ES_H3K27me3_peak_1477,chr10,32018130,32018365,32018265,23,5.04339
ES_H3K27me3_peak_1478,chr10,32299787,32300169,32299889,18,3.96155
ES_H3K27me3_peak_1479,chr10,32438535,32438776,32438683,14,3.60551
ES_H3K27me3_peak_1480,chr10,32496708,32496917,32496784,17,3.07062
ES_H3K27me3_peak_1481,chr10,32497023,32497215,32497131,18,3.33702
ES_H3K27me3_peak_1482,chr10,32497933,32498190,32498010,16,3.17336
ES_H3K27me3_peak_1483,chr10,32524376,32524651,32524519,18,4.72214
ES_H3K27me3_peak_1484,chr10,32824045,32824839,32824720,21,5.06061
ES_H3K27me3_peak_1485,chr10,32888985,32889496,32889126,25,3.04589
ES_H3K27me3_peak_1486,chr10,33047782,33047968,33047903,16,3.54455
ES_H3K27me3_peak_1487,chr10,33582868,33583116,33582953,19,4.97068
ES_H3K27me3_peak_1488,chr10,33624869,33625290,33624981,21,3.85127
ES_H3K27me3_peak_1489,chr10,34126477,34127219,34127016,28,2.90154
ES_H3K27me3_peak_1490,chr10,34128054,34128286,34128111,27,2.86583
ES_H3K27me3_peak_1491,chr10,34434060,34434304,34434217,14,3.72801
ES_H3K27me3_peak_1492,chr10,35089795,35090028,35089893,17,3.51975
ES_H3K27me3_peak_1493,chr10,35522542,35522769,35522626,15,3.97654
ES_H3K27me3_peak_1494,chr10,36233413,36233650,36233464,16,4.22508
ES_H3K27me3_peak_1495,chr10,36290421,36290607,36290546,19,3.70748
ES_H3K27me3_peak_1496,chr10,36508463,36509295,36509204,43,3.42757
ES_H3K27me3_peak_1497,chr10,36972870,36973940,36973342,52,4.80804
ES_H3K27me3_peak_1498,chr10,37043929,37044183,37043990,16,4.22508
ES_H3K27me3_peak_1499,chr10,37135286,37135600,37135441,23,4.32893
ES_H3K27me3_peak_1500,chr10,37139612,37140383,37139787,25,4.5219
ES_H3K27me3_peak_1501,chr10,37708723,37708957,37708836,19,4.97068
ES_H3K27me3_peak_1502,chr10,38337265,38337482,38337384,20,5.21921
ES_H3K27me3_peak_1503,chr10,38735816,38736026,38735936,17,4.47361
ES_H3K27me3_peak_1504,chr10,38855865,38856051,38855958,14,3.48036
ES_H3K27me3_peak_1505,chr10,38941660,38941961,38941924,18,4.26057
ES_H3K27me3_peak_1506,chr10,38966399,38966710,38966536,20,3.53726
ES_H3K27me3_peak_1507,chr10,39030697,39030883,39030806,15,3.36226
ES_H3K27me3_peak_1508,chr10,39089167,39089438,39089326,30,7.69345
ES_H3K27me3_peak_1509,chr10,39227042,39227319,39227158,14,3.52626
ES_H3K27me3_peak_1510,chr10,39271999,39272198,39272041,16,3.65867
ES_H3K27me3_peak_1511,chr10,39367645,39368732,39368339,35,4.11814
ES_H3K27me3_peak_1512,chr10,39925439,39925938,39925618,38,3.83745
ES_H3K27me3_peak_1513,chr10,39927403,39927785,39927647,30,3.0786
ES_H3K27me3_peak_1514,chr10,39959089,39959597,39959428,25,4.5515
ES_H3K27me3_peak_1515,chr10,39972575,39972837,39972657,15,3.42965
ES_H3K27me3_peak_1516,chr10,40024100,40024290,40024277,28,2.55286
ES_H3K27me3_peak_1517,chr10,40024349,40024570,40024441,28,2.54448
ES_H3K27me3_peak_1518,chr10,40059755,40059941,40059836,15,3.82867
ES_H3K27me3_peak_1519,chr10,40140808,40141155,40140978,24,4.23772
ES_H3K27me3_peak_1520,chr10,40303578,40304431,40303878,30,6.75322
ES_H3K27me3_peak_1521,chr10,40305149,40305341,40305247,15,3.44345
ES_H3K27me3_peak_1522,chr10,40633238,40633450,40633380,18,4.13907
ES_H3K27me3_peak_1523,chr10,40645377,40646017,40645635,38,4.56883
ES_H3K27me3_peak_1524,chr10,40681393,40681658,40681526,21,3.29105
ES_H3K27me3_peak_1525,chr10,40682353,40682622,40682515,21,3.30028
ES_H3K27me3_peak_1526,chr10,40771938,40772198,40772079,28,5.69152
ES_H3K27me3_peak_1527,chr10,41070078,41070493,41070172,32,3.76691
ES_H3K27me3_peak_1528,chr10,41073008,41073208,41073112,23,2.73373
ES_H3K27me3_peak_1529,chr10,41109371,41109577,41109479,16,3.55842
ES_H3K27me3_peak_1530,chr10,41811303,41812023,41811426,21,4.85191
ES_H3K27me3_peak_1531,chr10,41812386,41812688,41812476,17,3.95344
ES_H3K27me3_peak_1532,chr10,41888199,41888704,41888484,21,4.81221
ES_H3K27me3_peak_1533,chr10,42017363,42017584,42017439,25,3.57905
ES_H3K27me3_peak_1534,chr10,42019215,42019524,42019308,28,3.98177
ES_H3K27me3_peak_1535,chr10,42279020,42279373,42279198,21,5.46774
ES_H3K27me3_peak_1536,chr10,42612787,42613052,42612911,44,3.36809
ES_H3K27me3_peak_1537,chr10,42613399,42613870,42613698,47,3.73916
ES_H3K27me3_peak_1538,chr10,42631370,42631556,42631400,32,2.42913
ES_H3K27me3_peak_1539,chr10,42632570,42632778,42632725,36,2.51899
ES_H3K27me3_peak_1540,chr10,42634517,42634712,42634567,36,2.58481
ES_H3K27me3_peak_1541,chr10,42636316,42636510,42636379,33,2.88841
ES_H3K27me3_peak_1542,chr10,42863282,42863516,42863450,18,3.94617
ES_H3K27me3_peak_1543,chr10,42903700,42903982,42903858,16,3.68836
ES_H3K27me3_peak_1544,chr10,42952791,42952995,42952831,19,4.6607
ES_H3K27me3_peak_1545,chr10,43001229,43001445,43001323,21,3.62576
ES_H3K27me3_peak_1546,chr10,43020499,43020713,43020604,31,2.56758
ES_H3K27me3_peak_1547,chr10,43022771,43023018,43022915,39,3.59819
ES_H3K27me3_peak_1548,chr10,43055600,43055821,43055679,15,3.71238
ES_H3K27me3_peak_1549,chr10,43056527,43056795,43056692,22,5.17925
ES_H3K27me3_peak_1550,chr10,43171688,43172127,43171841,45,3.10406
ES_H3K27me3_peak_1551,chr10,43172362,43172707,43172577,42,2.63556
ES_H3K27me3_peak_1552,chr10,43172829,43173045,43172969,43,2.55622
ES_H3K27me3_peak_1553,chr10,43177409,43177817,43177659,42,3.15654
ES_H3K27me3_peak_1554,chr10,43450892,43451193,43450984,17,4.42608
ES_H3K27me3_peak_1555,chr10,43563633,43563895,43563693,19,3.98367
ES_H3K27me3_peak_1556,chr10,43564151,43564425,43564297,21,4.39842
ES_H3K27me3_peak_1557,chr10,43576551,43576787,43576633,23,2.95395
ES_H3K27me3_peak_1558,chr10,43577925,43578339,43578167,35,4.0319
ES_H3K27me3_peak_1559,chr10,43741977,43742231,43742133,23,4.60874
ES_H3K27me3_peak_1560,chr10,43982047,43982273,43982171,14,3.72801
ES_H3K27me3_peak_1561,chr10,44003145,44003354,44003219,31,2.96329
ES_H3K27me3_peak_1562,chr10,44004755,44005616,44005305,39,3.62257
ES_H3K27me3_peak_1563,chr10,44080144,44080331,44080201,20,2.87596
ES_H3K27me3_peak_1564,chr10,44147122,44147442,44147232,19,3.16917
ES_H3K27me3_peak_1565,chr10,44148195,44148406,44148351,21,3.30028
ES_H3K27me3_peak_1566,chr10,44261553,44261743,44261638,18,3.25159
ES_H3K27me3_peak_1567,chr10,44456869,44457080,44456927,26,3.64171
ES_H3K27me3_peak_1568,chr10,44457505,44458234,44457962,31,4.37123
ES_H3K27me3_peak_1569,chr10,44526479,44526858,44526748,49,2.77804
ES_H3K27me3_peak_1570,chr10,44530302,44530838,44530462,36,2.46871
ES_H3K27me3_peak_1571,chr10,44540754,44540941,44540917,18,2.98418
ES_H3K27me3_peak_1572,chr10,44969452,44969659,44969534,16,4.22508
ES_H3K27me3_peak_1573,chr10,45010520,45010712,45010656,17,3.65334
ES_H3K27me3_peak_1574,chr10,45178616,45178906,45178734,19,3.42272
ES_H3K27me3_peak_1575,chr10,45179857,45180255,45180019,20,3.53726
ES_H3K27me3_peak_1576,chr10,45288871,45289252,45289102,45,3.58859
ES_H3K27me3_peak_1577,chr10,45289998,45290898,45290227,59,4.73604
ES_H3K27me3_peak_1578,chr10,45336337,45337153,45336603,36,3.51144
ES_H3K27me3_peak_1579,chr10,45474387,45474656,45474526,17,4.47361
ES_H3K27me3_peak_1580,chr10,45487137,45487587,45487262,44,3.85968
ES_H3K27me3_peak_1581,chr10,45487917,45488248,45488022,34,2.95926
ES_H3K27me3_peak_1582,chr10,45489196,45489572,45489340,35,3.02468
ES_H3K27me3_peak_1583,chr10,45849120,45849315,45849191,14,3.72801
ES_H3K27me3_peak_1584,chr10,46297984,46298333,46298013,15,3.86324
ES_H3K27me3_peak_1585,chr10,46379738,46380043,46379852,18,4.72214
ES_H3K27me3_peak_1586,chr10,47361089,47361322,47361171,18,4.156
ES_H3K27me3_peak_1587,chr10,48228539,48228727,48228599,15,3.97654
ES_H3K27me3_peak_1588,chr10,48312502,48312719,48312611,18,3.67498
ES_H3K27me3_peak_1589,chr10,48655545,48655731,48655703,16,4.22508
ES_H3K27me3_peak_1590,chr10,49095820,49096110,49095937,14,3.72801
ES_H3K27me3_peak_1591,chr10,49486554,49486767,49486674,18,4.48632
ES_H3K27me3_peak_1592,chr10,49787397,49788176,49787838,42,2.86904
ES_H3K27me3_peak_1593,chr10,49821370,49821599,49821472,25,3.69313
ES_H3K27me3_peak_1594,chr10,49822487,49823120,49822626,25,4.07166
ES_H3K27me3_peak_1595,chr10,50122495,50122782,50122649,16,3.51712
ES_H3K27me3_peak_1596,chr10,50184967,50185316,50185141,15,3.97654
ES_H3K27me3_peak_1597,chr10,50891193,50891784,50891282,43,2.59857
ES_H3K27me3_peak_1598,chr10,50893836,50894043,50893944,46,2.33265
ES_H3K27me3_peak_1599,chr10,50896783,50897147,50897057,49,2.3757
ES_H3K27me3_peak_1600,chr10,50903744,50904183,50903861,43,2.62173
ES_H3K27me3_peak_1601,chr10,51033944,51034171,51034093,19,4.97068
ES_H3K27me3_peak_1602,chr10,51590711,51590961,51590861,28,3.45794
ES_H3K27me3_peak_1603,chr10,51623516,51623702,51623641,13,3.13937
ES_H3K27me3_peak_1604,chr10,51636883,51637239,51636999,16,4.22508
ES_H3K27me3_peak_1605,chr10,51678533,51679562,51678815,45,3.39073
ES_H3K27me3_peak_1606,chr10,51741540,51741765,51741675,14,3.72801
ES_H3K27me3_peak_1607,chr10,51953706,51953950,51953790,17,3.78255
ES_H3K27me3_peak_1608,chr10,51991645,51991837,51991758,16,4.22508
ES_H3K27me3_peak_1609,chr10,52000321,52000568,52000398,13,3.47947
ES_H3K27me3_peak_1610,chr10,52023648,52023892,52023739,40,2.02546
ES_H3K27me3_peak_1611,chr10,52024393,52024673,52024544,49,2.37993
ES_H3K27me3_peak_1612,chr10,52043555,52043762,52043731,14,3.51082
ES_H3K27me3_peak_1613,chr10,52094547,52094764,52094669,15,3.68045
ES_H3K27me3_peak_1614,chr10,52579342,52579747,52579520,19,4.13779
ES_H3K27me3_peak_1615,chr10,52691889,52692878,52692024,32,4.08047
ES_H3K27me3_peak_1616,chr10,52828939,52829287,52828999,16,4.22508
ES_H3K27me3_peak_1617,chr10,52951638,52951949,52951822,21,5.46774
ES_H3K27me3_peak_1618,chr10,53378132,53379003,53378299,41,4.46984
ES_H3K27me3_peak_1619,chr10,53465347,53465533,53465389,16,3.644
ES_H3K27me3_peak_1620,chr10,53749928,53750266,53750100,31,3.57642
ES_H3K27me3_peak_1621,chr10,53826903,53827089,53826970,14,3.24128
ES_H3K27me3_peak_1622,chr10,54076928,54077605,54077455,34,3.33941
ES_H3K27me3_peak_1623,chr10,54407086,54407373,54407213,26,6.71041
ES_H3K27me3_peak_1624,chr10,54430415,54430627,54430535,16,4.22508
ES_H3K27me3_peak_1625,chr10,55495136,55495322,55495220,20,4.3957
ES_H3K27me3_peak_1626,chr10,55539490,55539697,55539596,26,3.73594
ES_H3K27me3_peak_1627,chr10,55622700,55622900,55622862,15,3.49979
ES_H3K27me3_peak_1628,chr10,55651717,55651951,55651861,16,4.22508
ES_H3K27me3_peak_1629,chr10,55839130,55839316,55839195,16,4.22508
ES_H3K27me3_peak_1630,chr10,56113293,56113482,56113344,20,3.87941
