name,chr,start,end,Enh.prob,geneName,location
enh1288,chr2,157394265.0,157395264.0,0.7988,Manbal,genic
enh1289,chr4,128953757.0,128954756.0,0.7988,Adc,genic
enh1290,chr12,54178014.0,54179013.0,0.7987,Egln3,genic
enh1291,chr7,97972491.0,97973490.0,0.7987,Gdpd4,genic
enh1292,chr19,28134511.0,28135510.0,0.7986,Glis3,intergenic
enh1293,chr12,72537014.0,72538013.0,0.7984,1810048J11Rik,genic
enh1294,chr8,86735102.0,86736101.0,0.7984,Siah1a,genic
enh1295,chr8,45245647.0,45246646.0,0.7983,F11,genic
enh1296,chr13,11932734.0,11933733.0,0.7982,Ryr2,genic
enh1297,chr14,116897779.0,116898778.0,0.7982,Gpc6,intergenic
enh1298,chr16,22159928.0,22160927.0,0.7982,Igf2bp2,genic
enh1299,chr12,55505014.0,55506013.0,0.7979999999999999,Nfkbia,intergenic
enh1300,chr7,30195982.0,30196981.0,0.7978,Capns1,upstream
enh1301,chr17,45763052.0,45764051.0,0.7977,AC165259.1,genic
enh1302,chr11,67016499.0,67017498.0,0.7974,RP23-67J22.5,downstream
enh1303,chr12,71350014.0,71351013.0,0.7974,RP23-50H15.2,intergenic
enh1304,chr3,137779037.0,137780036.0,0.7973,U6,intergenic
enh1305,chr6,143229481.0,143230480.0,0.7973,AC132955.1,upstream
enh1306,chr11,102328687.0,102329686.0,0.7972,Ubtf,upstream
enh1307,chrX,52166824.0,52167823.0,0.7972,Gpc4,upstream
enh1308,chr1,11329920.0,11330919.0,0.7971,Prex2,intergenic
enh1309,chr5,147155425.0,147156424.0,0.7971,Gsx1,intergenic
enh1310,chr18,12880492.0,12881491.0,0.797,Osbpl1a,genic
enh1311,chr3,41099079.0,41100078.0,0.797,Pgrmc2,intergenic
enh1312,chr10,66969253.0,66970252.0,0.7968,Reep3,intergenic
enh1313,chr1,134570424.0,134571423.0,0.7967,Kdm5b,genic
enh1314,chr7,48983631.0,48984630.0,0.7964,Nav2,genic
enh1315,chr4,123527758.0,123528757.0,0.7962,Macf1,genic
enh1316,chr4,123626758.0,123627757.0,0.7962,Macf1,genic
enh1317,chr11,50574499.0,50575498.0,0.7961,RP23-370G8.1,intergenic
enh1318,chr19,16464511.0,16465510.0,0.7961,Gna14,genic
enh1319,chr15,55264446.0,55265445.0,0.7959999999999999,U7,upstream
enh1320,chr7,107339487.0,107340486.0,0.7959999999999999,AC127431.1,intergenic
enh1321,chr8,111765101.0,111766100.0,0.7959999999999999,Cfdp1,downstream
enh1322,chr2,29631481.0,29632480.0,0.7959,Rapgef1,genic
enh1323,chr2,29666481.0,29667480.0,0.7958,Rapgef1,genic
enh1324,chr3,9644001.0,9645000.0,0.7958,Zfp704,intergenic
enh1325,chr17,80635661.0,80636660.0,0.7957,Map4k3,genic
enh1326,chr13,114260793.0,114261792.0,0.7952,Ndufs4,intergenic
enh1327,chr2,59613944.0,59614943.0,0.7951,Tanc1,genic
enh1328,chr6,127734983.0,127735982.0,0.795,Prmt8,genic
enh1329,chr1,136679424.0,136680423.0,0.7949,AC125186.3,intergenic
enh1330,chr6,23410001.0,23411000.0,0.7946,Cadps2,genic
enh1331,chr14,12114487.0,12115486.0,0.7945,Ptprg,genic
enh1332,chr11,72176499.0,72177498.0,0.7942,4933427D14Rik,genic
enh1333,chr17,80152661.0,80153660.0,0.7942,Galm,genic
enh1334,chr2,45225481.0,45226480.0,0.7941,RP23-181C9.1,intergenic
enh1335,chr9,37484416.0,37485415.0,0.7941,BC024479,upstream
enh1336,chr2,115724265.0,115725264.0,0.7938,BC052040,genic
enh1337,chr9,78369194.0,78370193.0,0.7938,Dppa5a,upstream
enh1338,chr18,46717347.0,46718346.0,0.7937,Cdo1,genic
enh1339,chr12,71377014.0,71378013.0,0.7936,RP23-50H15.2,intergenic
enh1340,chr12,72651014.0,72652013.0,0.7936,Dhrs7,genic
enh1341,chr2,31068481.0,31069480.0,0.7936,Fnbp1,genic
enh1342,chr6,30027001.0,30028000.0,0.7935,1700080G18Rik,intergenic
enh1343,chr3,68477079.0,68478078.0,0.7933,Schip1,intergenic
enh1344,chr7,34164982.0,34165981.0,0.7933,Uba2,genic
enh1345,chr17,51838676.0,51839675.0,0.7932,Satb1,upstream
enh1346,chr18,38629347.0,38630346.0,0.7932,Arhgap26,genic
enh1347,chr5,53554762.0,53555761.0,0.7932,Rbpj,upstream
enh1348,chr14,122103779.0,122104778.0,0.7931,AC164315.2,genic
enh1349,chr1,164017870.0,164018869.0,0.7929999999999999,2810422O20Rik,intergenic
enh1350,chr16,8757908.0,8758907.0,0.7929999999999999,Usp7,genic
enh1351,chr4,132155086.0,132156085.0,0.7929,RP23-335B9.4,upstream
enh1352,chr10,95642367.0,95643366.0,0.7927,AC153937.1,intergenic
enh1353,chr8,36535947.0,36536946.0,0.7927,6430573F11Rik,intergenic
enh1354,chr4,150445892.0,150446891.0,0.7926,Rere,genic
enh1355,chr5,144086132.0,144087131.0,0.7926,Lmtk2,intergenic
enh1356,chr1,180889870.0,180890869.0,0.7925,Lefty2,upstream
enh1357,chr11,55957499.0,55958498.0,0.7924,RP23-339O7.1,genic
enh1358,chr18,61245347.0,61246346.0,0.7924,Pde6a,genic
enh1359,chr2,121642265.0,121643264.0,0.7924,Frmd5,genic
enh1360,chr4,45654129.0,45655128.0,0.7924,RP23-155P8.1,intergenic
enh1361,chr7,100501492.0,100502491.0,0.7924,Ucp2,genic
enh1362,chrX,85078662.0,85079661.0,0.7924,Dmd,genic
enh1363,chr13,20439132.0,20440131.0,0.7923,Elmo1,genic
enh1364,chr3,129551083.0,129552082.0,0.7923,Elovl6,genic
enh1365,chr4,137467086.0,137468085.0,0.7923,Hspg2,upstream
enh1366,chr11,119927687.0,119928686.0,0.7922,RP24-225K18.6,downstream
enh1367,chr1,36013156.0,36014155.0,0.7921,Hs6st1,intergenic
enh1368,chr10,4485539.0,4486538.0,0.792,RP24-192F16.1,genic
enh1369,chr12,24995136.0,24996135.0,0.7919,Kidins220,genic
enh1370,chr6,100335007.0,100336006.0,0.7919,Rybp,intergenic
enh1371,chrY,4149416.0,4150415.0,0.7919,AC130839.1,intergenic
enh1372,chr10,57477195.0,57478194.0,0.7914,AC153823.1,downstream
enh1373,chr8,111246101.0,111247100.0,0.7914,Glg1,genic
enh1374,chr9,37485416.0,37486415.0,0.7914,BC024479,upstream
enh1375,chr5,76909976.0,76910975.0,0.7913,Ppat,downstream
enh1376,chr7,128079487.0,128080486.0,0.7913,Itgam,genic
enh1377,chr6,124434983.0,124435982.0,0.7909999999999999,Clstn3,genic
enh1378,chr11,53799499.0,53800498.0,0.7909,RP23-303F24.3,genic
enh1379,chr1,58188157.0,58189156.0,0.7907,Aox3,genic
enh1380,chr18,47474347.0,47475346.0,0.7907,Sema6a,intergenic
enh1381,chr19,22823511.0,22824510.0,0.7907,Trpm3,genic
enh1382,chr4,57780129.0,57781128.0,0.7906,Palm2-Akap2,genic
enh1383,chr6,65025007.0,65026006.0,0.7906,Smarcad1,intergenic
enh1384,chr14,67759944.0,67760943.0,0.7905,Dock5,genic
enh1385,chr10,21745195.0,21746194.0,0.7904,Gm5420,intergenic
enh1386,chr10,36611195.0,36612194.0,0.7904,Hs3st5,genic
enh1387,chr2,140676265.0,140677264.0,0.7901,Macrod2,genic
enh1388,chr5,66226762.0,66227761.0,0.7901,AC132284.1,intergenic
enh1389,chr3,103145078.0,103146077.0,0.79,Dennd2c,genic
enh1390,chr4,123624758.0,123625757.0,0.79,Macf1,genic
enh1391,chr5,147869425.0,147870424.0,0.79,Pomp,genic
enh1392,chr13,67844064.0,67845063.0,0.7899,Gm10037,downstream
enh1393,chr17,47914052.0,47915051.0,0.7899,Foxp4,genic
enh1394,chr3,129543083.0,129544082.0,0.7899,Elovl6,genic
enh1395,chr9,70143194.0,70144193.0,0.7899,Fam81a,upstream
enh1396,chr6,67236007.0,67237006.0,0.7898,RP23-265P8.1,intergenic
enh1397,chr8,33443529.0,33444528.0,0.7898,5930422O12Rik,intergenic
enh1398,chr3,27703079.0,27704078.0,0.7896,Fndc3b,genic
enh1399,chr6,85282007.0,85283006.0,0.7889,Sfxn5,genic
enh1400,chr7,29981982.0,29982981.0,0.7889,Zfp568,upstream
enh1401,chr17,80808661.0,80809660.0,0.7888,AC169501.1,intergenic
enh1402,chr6,13748001.0,13749000.0,0.7888,AC139884.2,intergenic
enh1403,chr12,86903051.0,86904050.0,0.7887,6430527G18Rik,intergenic
enh1404,chr10,34236195.0,34237194.0,0.7886,Dse,intergenic
enh1405,chr10,121741945.0,121742944.0,0.7886,BC048403,genic
enh1406,chr13,119430194.0,119431193.0,0.7885,Paip1,genic
enh1407,chr4,53840129.0,53841128.0,0.7885,Tmem38b,genic
enh1408,chr6,5485001.0,5486000.0,0.7883,Pdk4,genic
enh1409,chr1,58190157.0,58191156.0,0.7882,Aox3,genic
enh1410,chr13,75766553.0,75767552.0,0.7882,Ell2,genic
enh1411,chr1,71035427.0,71036426.0,0.7881,Bard1,genic
enh1412,chr16,25583915.0,25584914.0,0.7879999999999999,Trp63,intergenic
enh1413,chr19,23168511.0,23169510.0,0.7879999999999999,Klf9,downstream
enh1414,chr3,95663078.0,95664077.0,0.7879999999999999,Mcl1,genic
enh1415,chr13,113568793.0,113569792.0,0.7879,Snx18,intergenic
enh1416,chr7,139948102.0,139949101.0,0.7878,AC107822.5,upstream
enh1417,chr8,111943101.0,111944100.0,0.7877,Gabarapl2,genic
enh1418,chr17,85101661.0,85102660.0,0.7874,1700106N22Rik,genic
enh1419,chr4,86046097.0,86047096.0,0.7874,U6,upstream
enh1420,chr2,105691844.0,105692843.0,0.7873,Pax6,genic
enh1421,chr10,39106195.0,39107194.0,0.7872,Lama4,genic
enh1422,chr11,71764499.0,71765498.0,0.7871,Wscd1,genic
enh1423,chr4,137778086.0,137779085.0,0.7871,Alpl,genic
enh1424,chr10,3891539.0,3892538.0,0.787,Plekhg1,genic
enh1425,chr11,7421998.0,7422997.0,0.787,RP23-20C9.3,intergenic
enh1426,chr2,20583374.0,20584373.0,0.787,Etl4,genic
enh1427,chr13,40851632.0,40852631.0,0.7868,Gcnt2,upstream
enh1428,chr4,141166086.0,141167085.0,0.7867,Fbxo42,genic
enh1429,chr1,84861426.0,84862425.0,0.7866,Fbxo36,genic
enh1430,chr11,73318499.0,73319498.0,0.7866,Aspa,genic
enh1431,chr17,79941661.0,79942660.0,0.7866,Atl2,intergenic
enh1432,chr2,84621844.0,84622843.0,0.7866,Ctnnd1,genic
enh1433,chr12,86899051.0,86900050.0,0.7864,6430527G18Rik,intergenic
enh1434,chr3,93412079.0,93413078.0,0.7864,Rptn,intergenic
enh1435,chr1,113964424.0,113965423.0,0.7862,AC122932.1,upstream
enh1436,chr18,23993500.0,23994499.0,0.7862,Zfp35,genic
enh1437,chr3,133525037.0,133526036.0,0.7862,Tet2,genic
enh1438,chr1,38823156.0,38824155.0,0.7859999999999999,Lonrf2,genic
enh1439,chr3,102083078.0,102084077.0,0.7859,Casq2,upstream
enh1440,chr2,38854481.0,38855480.0,0.7857,Nr6a1,genic
enh1441,chr2,169728501.0,169729500.0,0.7857,Tshz2,genic
enh1442,chr4,57275129.0,57276128.0,0.7857,Ptpn3,genic
enh1443,chr11,8588998.0,8589997.0,0.7856,Tns3,genic
enh1444,chr19,23167511.0,23168510.0,0.7856,Klf9,downstream
enh1445,chr5,38697762.0,38698761.0,0.7855,U6,downstream
enh1446,chr4,120814396.0,120815395.0,0.7853,Nfyc,genic
enh1447,chr8,64632204.0,64633203.0,0.7851,Cpe,genic
enh1448,chr1,167635870.0,167636869.0,0.785,Rxrg,genic
enh1449,chr12,110470791.0,110471790.0,0.7849,Ppp2r5c,genic
enh1450,chr12,117683528.0,117684527.0,0.7847,Rapgef5,genic
enh1451,chr5,102052982.0,102053981.0,0.7847,Wdfy3,genic
enh1452,chr14,60957164.0,60958163.0,0.7845,Tnfrsf19,downstream
enh1453,chr16,84779756.0,84780755.0,0.7845,Jam2,genic
enh1454,chr4,55134129.0,55135128.0,0.7844,RP23-428B12.2,genic
enh1455,chr5,22574183.0,22575182.0,0.7843,AC123661.1,genic
enh1456,chr5,27421461.0,27422460.0,0.7843,Dpp6,genic
enh1457,chr1,33943156.0,33944155.0,0.7842,Dst,genic
enh1458,chr18,32081347.0,32082346.0,0.7841,Iws1,genic
enh1459,chr2,58628590.0,58629589.0,0.7841,Upp2,genic
enh1460,chr1,134774424.0,134775423.0,0.784,Ppp1r12b,genic
enh1461,chr14,76630194.0,76631193.0,0.784,Serp2,intergenic
enh1462,chr19,32260511.0,32261510.0,0.7838,Sgms1,genic
enh1463,chr2,71654944.0,71655943.0,0.7837,Gm1631,intergenic
enh1464,chr13,5844755.0,5845754.0,0.7836,Klf6,intergenic
enh1465,chr14,100458782.0,100459781.0,0.7836,SNORA17,intergenic
enh1466,chr2,43365481.0,43366480.0,0.7836,RP23-391P24.1,intergenic
enh1467,chr5,118443992.0,118444991.0,0.7833,AC132338.1,intergenic
enh1468,chr7,24878982.0,24879981.0,0.7833,Dmrtc2,downstream
enh1469,chr1,156111871.0,156112870.0,0.7832,Fam163a,genic
enh1470,chr15,8698001.0,8699000.0,0.7831,Slc1a3,genic
enh1471,chr3,101715078.0,101716077.0,0.7831,BC037703,intergenic
enh1472,chr7,73222115.0,73223114.0,0.7831,Rgma,intergenic
enh1473,chr17,29451056.0,29452055.0,0.7829999999999999,AC163629.1,downstream
enh1474,chr1,60852157.0,60853156.0,0.7829,Ctla4,intergenic
enh1475,chr19,11298511.0,11299510.0,0.7829,AC134839.2,genic
enh1476,chr9,118581883.0,118582882.0,0.7829,Golga4,genic
enh1477,chr1,152271871.0,152272870.0,0.7827,Tsen15,intergenic
enh1478,chr17,11532135.0,11533134.0,0.7827,Park2,genic
enh1479,chr14,34359815.0,34360814.0,0.7826,2200001I15Rik,upstream
enh1480,chr2,154424265.0,154425264.0,0.7826,Cbfa2t2,intergenic
enh1481,chr2,163030265.0,163031264.0,0.7826,Ift52,genic
enh1482,chr6,31121001.0,31122000.0,0.7826,RP23-459L15.2,intergenic
enh1483,chr13,48323632.0,48324631.0,0.7824,AC123857.1,intergenic
enh1484,chr3,93163079.0,93164078.0,0.7824,Crnn,intergenic
enh1485,chr17,31811056.0,31812055.0,0.7823,Sik1,intergenic
enh1486,chr6,101979007.0,101980006.0,0.7822,Gm9871,intergenic
enh1487,chr7,139727102.0,139728101.0,0.7822,AC141643.1,downstream
enh1488,chr9,67260194.0,67261193.0,0.7822,Tln2,genic
enh1489,chr3,133515037.0,133516036.0,0.7821,Tet2,genic
enh1490,chr18,30689347.0,30690346.0,0.782,AC102572.1,intergenic
enh1491,chr3,144689037.0,144690036.0,0.782,Sh3glb1,downstream
enh1492,chr9,110949497.0,110950496.0,0.782,Lrrc2,upstream
enh1493,chr1,156667870.0,156668869.0,0.7817,Tor3a,genic
enh1494,chr18,38922347.0,38923346.0,0.7815,Arhgap26,genic
enh1495,chr19,14676511.0,14677510.0,0.7815,U4,intergenic
enh1496,chr7,144858096.0,144859095.0,0.7815,Fgf4,upstream
enh1497,chr14,31917815.0,31918814.0,0.7814,RP23-476N23.1,genic
enh1498,chr10,34222195.0,34223194.0,0.7813,Dse,intergenic
enh1499,chr13,15822168.0,15823167.0,0.7813,Gli3,intergenic
enh1500,chr17,66484661.0,66485660.0,0.7813,Rab12,downstream
enh1501,chr8,70647102.0,70648101.0,0.7811,Pgpep1,downstream
enh1502,chr7,25431982.0,25432981.0,0.7809999999999999,AC162443.1,downstream
enh1503,chr15,10687246.0,10688245.0,0.7809,Rai14,genic
enh1504,chr3,101096078.0,101097077.0,0.7809,Ptgfrn,genic
enh1505,chr10,85543256.0,85544255.0,0.7808,Btbd11,genic
enh1506,chr2,20658374.0,20659373.0,0.7808,Etl4,genic
enh1507,chr19,44280511.0,44281510.0,0.7807,Scd2,intergenic
enh1508,chr3,101633078.0,101634077.0,0.7807,Atp1a1,intergenic
enh1509,chr15,62106446.0,62107445.0,0.7806,Pvt1,genic
enh1510,chr7,122506487.0,122507486.0,0.7806,Prkcb,genic
enh1511,chr15,74658571.0,74659570.0,0.7804,Arc,downstream
enh1512,chr4,57691129.0,57692128.0,0.7804,Palm2,genic
enh1513,chr19,44048511.0,44049510.0,0.7802,Erlin1,genic
enh1514,chr2,29669481.0,29670480.0,0.7802,Rapgef1,genic
enh1515,chr5,38695762.0,38696761.0,0.7802,U6,downstream
enh1516,chr4,136048086.0,136049085.0,0.7801,Rpl11,genic
enh1517,chr6,100390007.0,100391006.0,0.78,Rybp,intergenic
enh1518,chr2,181928296.0,181929295.0,0.7799,RP23-409P4.1,intergenic
enh1519,chr4,58542129.0,58543128.0,0.7798,Lpar1,genic
enh1520,chr18,76594262.0,76595261.0,0.7797,Ier3ip1,intergenic
enh1521,chr4,32996026.0,32997025.0,0.7796,Rragd,genic
enh1522,chr5,101712982.0,101713981.0,0.7794,Nkx6-1,intergenic
enh1523,chr9,40794918.0,40795917.0,0.7794,Hspa8,upstream
enh1524,chr12,100218791.0,100219790.0,0.7793,Calm1,downstream
enh1525,chr17,37079056.0,37080055.0,0.7793,Olfr90,downstream
enh1526,chr11,107440687.0,107441686.0,0.7791,Pitpnc1,genic
enh1527,chr3,88575079.0,88576078.0,0.779,AC145168.1,downstream
enh1528,chr4,6718854.0,6719853.0,0.779,Tox,genic
enh1529,chr9,42857918.0,42858917.0,0.779,Grik4,genic
enh1530,chr7,97803491.0,97804490.0,0.7786,Pak1,intergenic
enh1531,chr7,107237487.0,107238486.0,0.7786,AC132462.2,upstream
enh1532,chr14,7953487.0,7954486.0,0.7785,Flnb,downstream
enh1533,chr6,60642007.0,60643006.0,0.7785,Snca,intergenic
enh1534,chr7,27499982.0,27500981.0,0.7785,Prx,genic
enh1535,chr18,65924347.0,65925346.0,0.7784,Rax,downstream
enh1536,chr18,68286347.0,68287346.0,0.7783,4933403F05Rik,genic
enh1537,chr10,21866195.0,21867194.0,0.7782,SNORD23,intergenic
enh1538,chr5,147761425.0,147762424.0,0.7782,Flt1,intergenic
enh1539,chr7,35656982.0,35657981.0,0.7782,Pdcd5,upstream
enh1540,chr8,85441102.0,85442101.0,0.7782,4921524J17Rik,upstream
enh1541,chr11,104600687.0,104601686.0,0.7781,Myl4,downstream
enh1542,chr1,58957157.0,58958156.0,0.778,Trak2,genic
enh1543,chr10,25314195.0,25315194.0,0.778,Akap7,intergenic
enh1544,chr11,53335499.0,53336498.0,0.7779,Zcchc10,downstream
enh1545,chr11,102323687.0,102324686.0,0.7778,Ubtf,upstream
enh1546,chr9,110946497.0,110947496.0,0.7778,Tdgf1,upstream
enh1547,chrX,169980069.0,169981068.0,0.7778,Mid1,genic
enh1548,chr14,18666487.0,18667486.0,0.7777,Ube2e2,genic
enh1549,chr14,48654326.0,48655325.0,0.7776,U6,downstream
enh1550,chr16,20190928.0,20191927.0,0.7776,Yeats2,genic
enh1551,chr6,87545007.0,87546006.0,0.7775,Arhgap25,intergenic
enh1552,chr6,100180007.0,100181006.0,0.7775,Rybp,intergenic
enh1553,chr7,107240487.0,107241486.0,0.7775,AC132462.2,upstream
enh1554,chr1,152973871.0,152974870.0,0.7774,Nmnat2,genic
enh1555,chr9,14680557.0,14681556.0,0.7774,Piwil4,intergenic
enh1556,chr8,72316102.0,72317101.0,0.7773,Klf2,upstream
enh1557,chr1,77456426.0,77457425.0,0.7772,Epha4,genic
enh1558,chr15,59391446.0,59392445.0,0.7771,Nsmce2,genic
enh1559,chr6,88053007.0,88054006.0,0.7769,Rab7,upstream
enh1560,chr15,65749439.0,65750438.0,0.7767,Efr3a,intergenic
enh1561,chr2,122334265.0,122335264.0,0.7767,Duox1,genic
enh1562,chr8,125690101.0,125691100.0,0.7767,4933403G14Rik,intergenic
enh1563,chr2,152012265.0,152013264.0,0.7764,2310046K01Rik,downstream
enh1564,chr6,6266001.0,6267000.0,0.7764,Slc25a13,intergenic
enh1565,chr7,64830115.0,64831114.0,0.7762,Fam189a1,genic
enh1566,chr19,21817511.0,21818510.0,0.7761,Tmem2,genic
enh1567,chr3,102158078.0,102159077.0,0.7761,Vangl1,genic
enh1568,chr4,136486086.0,136487085.0,0.7759,Luzp1,genic
enh1569,chr8,72141102.0,72142101.0,0.7758,Tpm4,genic
enh1570,chr5,3309001.0,3310000.0,0.7754,Cdk6,intergenic
enh1571,chr18,67248347.0,67249346.0,0.7752,Mppe1,upstream
enh1572,chr7,123129487.0,123130486.0,0.7747,Tnrc6a,genic
enh1573,chr5,116407992.0,116408991.0,0.7746,Hspb8,genic
enh1574,chr11,8575998.0,8576997.0,0.7741,Tns3,genic
enh1575,chr15,30383246.0,30384245.0,0.7741,Ctnnd2,genic
enh1576,chr8,33823529.0,33824528.0,0.7741,Rbpms,genic
enh1577,chr16,32302915.0,32303914.0,0.774,Rnf168,downstream
enh1578,chr1,87230426.0,87231425.0,0.7739,Eif4e2,genic
enh1579,chr10,100164367.0,100165366.0,0.7738,AC167229.2,intergenic
enh1580,chr6,80589007.0,80590006.0,0.7738,Lrrtm4,genic
enh1581,chr15,103363570.0,103364569.0,0.7737,Itga5,genic
enh1582,chr3,131102083.0,131103082.0,0.7737,Lef1,upstream
enh1583,chr5,111127982.0,111128981.0,0.7736,Ttc28,genic
enh1584,chr7,107770487.0,107771486.0,0.7735,Ovch2,intergenic
enh1585,chr12,8868195.0,8869194.0,0.7734,RP23-344H23.1,downstream
enh1586,chr17,29444056.0,29445055.0,0.7734,AC163629.1,intergenic
enh1587,chr6,100482007.0,100483006.0,0.7733,SNORA17,intergenic
enh1588,chr10,59580253.0,59581252.0,0.7732,Ccdc109a,genic
enh1589,chr17,45456052.0,45457051.0,0.7732,Spats1,genic
enh1590,chr1,135198424.0,135199423.0,0.7731,Gpr37l1,intergenic
enh1591,chr12,12783195.0,12784194.0,0.7731,U6,intergenic
enh1592,chr15,74690571.0,74691570.0,0.773,Jrk,intergenic
enh1593,chr16,57242888.0,57243887.0,0.773,Tbc1d23,intergenic
enh1594,chrX,51684824.0,51685823.0,0.773,Hs6st2,upstream
enh1595,chr2,29716481.0,29717480.0,0.7729,Rapgef1,genic
enh1596,chr8,27903529.0,27904528.0,0.7728,U6,intergenic
enh1597,chr13,114026793.0,114027792.0,0.7727,Arl15,genic
enh1598,chr2,11570374.0,11571373.0,0.7726,Rbm17,intergenic
enh1599,chr1,160734870.0,160735869.0,0.7725,Rabgap1l,genic
enh1600,chr15,27595246.0,27596245.0,0.7724,Ank,downstream
enh1601,chr4,133816086.0,133817085.0,0.7724,RP24-106O24.2,overlapTSS
enh1602,chr5,93039975.0,93040974.0,0.7724,Ankrd56,downstream
enh1603,chr11,20164998.0,20165997.0,0.7723,RP23-19L22.3,intergenic
enh1604,chr5,24410183.0,24411182.0,0.7723,Abcb8,downstream
enh1605,chr11,89241687.0,89242686.0,0.7722,AL672175.1,downstream
enh1606,chr2,84518844.0,84519843.0,0.772,RP23-268P6.1,genic
enh1607,chr9,13699557.0,13700556.0,0.772,Maml2,genic
enh1608,chr2,104810844.0,104811843.0,0.7719,Qser1,genic
enh1609,chr4,145271098.0,145272097.0,0.7719,Tnfrsf8,genic
enh1610,chr6,55790007.0,55791006.0,0.7719,Ccdc129,intergenic
enh1611,chr10,14018195.0,14019194.0,0.7718,Hivep2,genic
enh1612,chr10,44721195.0,44722194.0,0.7718,U6,intergenic
enh1613,chr12,41052414.0,41053413.0,0.7718,Immp2l,genic
enh1614,chr9,102999671.0,103000670.0,0.7717,7SK,downstream
enh1615,chr3,84194079.0,84195078.0,0.7716,Trim2,genic
enh1616,chr19,53449511.0,53450510.0,0.7715,5830416P10Rik,downstream
enh1617,chr3,79218079.0,79219078.0,0.7715,U6,intergenic
enh1618,chr7,111744487.0,111745486.0,0.7713,Galntl4,genic
enh1619,chr9,110959497.0,110960496.0,0.7713,Lrrc2,genic
enh1620,chr4,10933854.0,10934853.0,0.7712,RP23-130H14.1,intergenic
enh1621,chr11,98199687.0,98200686.0,0.7709999999999999,Crkrs,upstream
enh1622,chr5,119678992.0,119679991.0,0.7709999999999999,Tbx3,genic
enh1623,chr5,129966131.0,129967130.0,0.7709999999999999,Vkorc1l1,genic
enh1624,chr3,149484037.0,149485036.0,0.7709,Gm5149,intergenic
enh1625,chr9,111578497.0,111579496.0,0.7709,Stac,genic
enh1626,chr1,86751426.0,86752425.0,0.7708,Dis3l2,genic
enh1627,chr13,19962132.0,19963131.0,0.7704,AC153133.1,intergenic
enh1628,chr2,167072501.0,167073500.0,0.7704,RP23-19L12.4,downstream
enh1629,chr1,133694424.0,133695423.0,0.7703,Lax1,upstream
enh1630,chr8,127218101.0,127219100.0,0.7703,Pard3,genic
enh1631,chr10,25312195.0,25313194.0,0.7702,Akap7,intergenic
enh1632,chr12,52398014.0,52399013.0,0.7701,Nubpl,intergenic
enh1633,chr2,181393296.0,181394295.0,0.77,Zbtb46,genic
enh1634,chr19,37012511.0,37013510.0,0.7699,Btaf1,genic
enh1635,chr2,165877501.0,165878500.0,0.7698,Zmynd8,genic
enh1636,chr19,11299511.0,11300510.0,0.7697,AC134839.2,genic
enh1637,chr1,59423157.0,59424156.0,0.7696,Fzd7,intergenic
enh1638,chr5,122450992.0,122451991.0,0.7695,Atp2a2,downstream
enh1639,chr12,104998791.0,104999790.0,0.7694,4831426I19Rik,genic
enh1640,chr4,132128086.0,132129085.0,0.7693,Oprd1,genic
enh1641,chr3,52399079.0,52400078.0,0.7692,Foxo1,intergenic
enh1642,chr1,131891424.0,131892423.0,0.7691,Nucks1,intergenic
enh1643,chr7,79428115.0,79429114.0,0.7691,Fanci,genic
enh1644,chr12,41728014.0,41729013.0,0.7688,Immp2l,genic
enh1645,chr6,37767001.0,37768000.0,0.7686,RP23-459F14.1,intergenic
enh1646,chr17,70915661.0,70916660.0,0.7685,CT009715.1,genic
enh1647,chr2,68297944.0,68298943.0,0.7685,Stk39,genic
enh1648,chrX,140317462.0,140318461.0,0.7685,RP23-305F20.1,intergenic
enh1649,chr10,19404195.0,19405194.0,0.7684,Olig3,genic
enh1650,chr2,129180265.0,129181264.0,0.7683,RP24-388N11.3,overlapTSS
enh1651,chr9,70048194.0,70049193.0,0.7683,Gcnt3,intergenic
enh1652,chr10,12549203.0,12550202.0,0.7682,Utrn,genic
enh1653,chr2,55209590.0,55210589.0,0.7682,RP23-402K10.1,intergenic
enh1654,chr14,15796487.0,15797486.0,0.768,Gm10403,intergenic
enh1655,chr3,101364078.0,101365077.0,0.768,Igsf3,intergenic
enh1656,chr11,51822499.0,51823498.0,0.7679,Phf15,genic
enh1657,chr18,40308347.0,40309346.0,0.7676,Kctd16,genic
enh1658,chr12,45620014.0,45621013.0,0.7675,Gm9921,intergenic
enh1659,chr13,44751632.0,44752631.0,0.7675,Jarid2,genic
enh1660,chr15,37081246.0,37082245.0,0.7674,AC114008.1,intergenic
enh1661,chr1,71645427.0,71646426.0,0.7673,Fn1,genic
enh1662,chr4,123654758.0,123655757.0,0.7673,Macf1,genic
enh1663,chr2,73772944.0,73773943.0,0.7672,Chn1,genic
enh1664,chr11,66919499.0,66920498.0,0.7671,RP23-67J22.2,genic
enh1665,chr6,112982007.0,112983006.0,0.7671,RP24-204J8.2,downstream
enh1666,chr14,99336782.0,99337781.0,0.767,U2,intergenic
enh1667,chr9,110951497.0,110952496.0,0.767,Lrrc2,overlapTSS
enh1668,chr9,121334883.0,121335882.0,0.767,Trak1,genic
enh1669,chr4,116944396.0,116945395.0,0.7668,Zswim5,genic
enh1670,chr8,65064102.0,65065101.0,0.7665,AC102287.1,upstream
enh1671,chr18,75345347.0,75346346.0,0.7664,Smad7,intergenic
enh1672,chr10,44685195.0,44686194.0,0.7663,U6,intergenic
