name,chrom,start,end,strand,TPM
Sart3,chr5,113742445,113771649,-,90.6723615537
Pola2,chr19,5940542,5964206,-,90.6699697201
Copg1,chr6,87887939,87913594,+,90.6566274115
Oard1,chr17,48409999,48417270,+,90.624861178
Ccni,chr5,93181932,93206495,-,90.5652245673
Pcbp4,chr9,106453837,106464011,+,90.5210605976
Ap3b1,chr13,94358959,94566316,+,90.4185921508
Sh3gl1,chr17,56016749,56036637,-,90.3720408872
Tsg101,chr7,46889026,46919930,-,90.2663652868
Eif5b,chr1,37998009,38055579,+,90.1687569236
Gtf3a,chr5,146948656,146955614,+,90.1517506809
Fads2,chr19,10064163,10101503,-,90.1207535124
Zc3h18,chr8,122376615,122417360,+,90.1101761595
Prmt7,chr8,106211053,106251694,+,90.0946118428
Rnaseh2a,chr8,84956609,84966011,-,90.0557174619
D030056L22Rik,chr19,18713235,18718428,+,90.0319327871
Sar1a,chr10,61680320,61693297,+,90.0233808312
Cenpt,chr8,105844677,105852008,-,90.008156659
Dctn5,chr7,122133040,122149044,+,89.9891477682
Zfand6,chr7,84615053,84679351,-,89.9542928001
Ubc,chr5,125385964,125390017,-,89.9372682718
Gnl1,chr17,35979954,35989462,+,89.8577640835
Golga7,chr8,23241325,23257080,-,89.8494360761
Timm44,chr8,4259730,4275905,-,89.8145164794
Nae1,chr8,104511027,104534637,-,89.8029183187
Nup54,chr5,92415539,92435199,-,89.7978641716
Rab4a,chr8,123805995,123835291,+,89.7754238477
Pafah1b1,chr11,74673948,74724384,-,89.7624980487
Mrpl16,chr19,11770414,11774946,+,89.7582399911
Slc9a3r1,chr11,115163340,115181178,+,89.7224572428
Bub1,chr2,127800199,127831859,-,89.7217170563
Necap1,chr6,122874556,122888941,+,89.6269633357
Supt6,chr11,78206748,78245703,-,89.5456348445
Setd5,chr6,113077638,113153424,+,89.4598016492
Golm1,chr13,59634995,59675784,-,89.4461539195
Rab6a,chr7,100607585,100641268,+,89.432169103
Elovl5,chr9,77917364,77984519,+,89.3417432629
Afg3l2,chr18,67404763,67449136,-,89.2952292118
Morc3,chr16,93832120,93876073,+,89.1870581508
Ints3,chr3,90391379,90433636,-,89.1669112681
Glul,chr1,153899928,153909723,+,89.1420146022
Isg20l2,chr3,87930313,87940686,+,89.1077632343
Rab35,chr5,115631986,115647158,+,89.0343566712
Usp19,chr9,108490675,108502337,+,89.0266601813
Sltm,chr9,70542777,70592232,+,88.9893247718
Setdb1,chr3,95323524,95357202,-,88.9625678017
Suv420h2,chr7,4740126,4747514,+,88.9597138029
Ube2d2a,chr18,35771558,35807172,+,88.8427874846
Snap47,chr11,59407149,59449956,-,88.7888899287
Mtpn,chr6,35508823,35539888,-,88.6564793674
Cpsf1,chr15,76595807,76607591,-,88.6512398784
Riok2,chr17,17374331,17394899,+,88.6205806065
Myo10,chr15,25622549,25813671,+,88.6119842028
Hddc2,chr10,31313404,31328086,+,88.6084133344
Nbr1,chr11,101552106,101581951,+,88.568791503
Icam1,chr9,21015959,21028796,+,88.469584169
Ctsb,chr14,63122461,63145923,+,88.4630282534
Pisd-ps3,chrUn_JH584304,52673,59689,-,88.4500848736
Pbdc1,chrX,105079755,105117090,+,88.4114916012
Dync1i2,chr2,71211705,71263302,+,88.2652628416
Snord43,chr15,80082858,80082906,-,88.2038375474
Hibadh,chr6,52546229,52640300,-,88.1808761061
Rbm28,chr6,29123572,29164724,-,88.1154146453
Cib1,chr7,80227155,80232805,-,88.0048841334
Cbr1,chr16,93607836,93610349,+,87.9583822599
Spcs2,chr7,99837568,99858883,-,87.869817449
Cep55,chr19,38055024,38074425,+,87.8099598516
Nol9,chr4,152039320,152061494,+,87.8001896636
Tsen34,chr7,3693609,3701035,+,87.7432766709
Cenpm,chr15,82233775,82244747,-,87.6679984915
Usf1,chr1,171411312,171418759,+,87.6539148927
Setd3,chr12,108106430,108179284,-,87.642938722
Map4k4,chr1,39900912,40026310,+,87.604110401
Dpf2,chr19,5896515,5912871,-,87.5774821091
Arpc5l,chr2,39008138,39015872,+,87.5719749339
Thoc5,chr11,4895342,4928865,+,87.565415905
Nup153,chr13,46679901,46727849,-,87.4586896317
Uba3,chr6,97183631,97205647,-,87.4384775331
Snrnp25,chr11,32205414,32208995,+,87.4316436087
Ythdc1,chr5,86804489,86836657,+,87.3977813097
BC005624,chr2,30972832,30981941,-,87.3225683294
Yif1b,chr7,29238322,29247532,+,87.3123410299
Rangrf,chr11,68972483,68975185,-,87.3075484888
Yrdc,chr4,124850758,124855242,+,87.2679008775
Atg101,chr15,101284300,101290934,+,87.2361025674
Armc10,chr5,21645983,21662592,+,87.2320678258
Mcts1,chrX,38600657,38613522,+,87.166660384
Twf2,chr9,106203107,106215387,+,87.15916758
Hiat1,chr3,116631166,116662677,-,87.1185403388
Emc2,chr15,43477228,43527777,+,87.0650866097
Itpk1,chr12,102568582,102704869,-,87.0501238433
Pramel6,chr2,87508457,87510865,+,87.0336936542
Ctsa,chr2,164832871,164841032,+,86.9571548552
Gtf2b,chr3,142765246,142783605,+,86.8968535801
Mrpl46,chr7,78775340,78783089,-,86.8830690662
Fam120a,chr13,48879216,48967828,-,86.8536560863
Pgam5,chr5,110259134,110269899,-,86.842496958
Hexa,chr9,59539666,59565105,+,86.7140428853
Fip1l1,chr5,74535481,74597124,+,86.7052571906
Mrps27,chr13,99344785,99415561,+,86.6939083517
Mpnd,chr17,56009200,56016783,+,86.6819348163
Rest,chr5,77265493,77283697,+,86.6707594911
Gpt2,chr8,85492616,85527558,+,86.6655448335
Ncoa3,chr2,165992636,166073242,+,86.6158684968
Ctdnep1,chr11,69981167,69990600,+,86.5736076211
Snora81,chr16,23110769,23110933,+,86.5646263501
Mtfr1,chr3,19187328,19220817,+,86.5569848548
Surf2,chr2,26916420,26920170,+,86.5521236428
Cdc23,chr18,34631682,34651736,-,86.5509538172
Impdh1,chr6,29200436,29216364,-,86.5461828474
Htra1,chr7,130936202,130985658,+,86.5399025157
Rnf19b,chr4,129058270,129084526,+,86.5228715564
Nf2,chr11,4765844,4849544,-,86.486282027
Upf1,chr8,70331521,70353273,-,86.4782163537
Scd1,chr19,44394449,44407709,-,86.4749816291
Basp1,chr15,25363276,25413764,-,86.4727284973
Nodal,chr10,61417971,61425337,+,86.464213242
Mif4gd,chr11,115607918,115612969,-,86.4267293486
Cenph,chr13,100759685,100775899,-,86.3975004695
Adi1,chr12,28675206,28682174,+,86.3891089124
Yap1,chr9,7932000,8004596,-,86.3700633266
Snord32a,chr7,45127382,45127463,-,86.3365373337
Fam60a,chr6,148921058,148946432,-,86.3104597624
Lrrc34,chr3,30624266,30647818,-,86.2130889127
Pds5a,chr5,65615259,65697856,-,86.1768551337
Appbp2,chr11,85191309,85235120,-,86.1414739674
Gadd45gip1,chr8,84832281,84835482,+,86.0958128028
Tmem165,chr5,76183879,76209244,+,86.0830961125
Mrpl9,chr3,94443335,94448708,+,86.0558991412
Socs3,chr11,117966086,117969366,-,86.051689708
Son,chr16,91647823,91679192,+,86.0083185048
Nup205,chr6,35177615,35247598,+,85.9132992764
Sap30bp,chr11,115933658,115965534,+,85.8010656387
Elac2,chr11,64979034,65002076,+,85.7604645924
Knop1,chr7,118842217,118855998,-,85.7373444911
Nek2,chr1,191821472,191833049,+,85.6669399308
Naa20,chr2,145903240,145916425,+,85.556467018
Pafah1b3,chr7,25295048,25297955,-,85.5546694468
Mapk3,chr7,126759625,126765816,+,85.5081621057
Zfr,chr15,12117850,12185449,+,85.4185853409
Agtrap,chr4,148077060,148088064,-,85.3766180122
Cdc45,chr16,18780446,18811972,-,85.1728271687
Map4,chr9,109931773,110083954,+,85.1672360779
Scamp4,chr10,80602881,80615783,+,85.1352906532
Epn1,chr7,5080234,5098178,+,85.1168634617
Tmem199,chr11,78507054,78512168,-,85.0901486852
Ap2b1,chr11,83302696,83405033,+,85.0281327447
Cul2,chr18,3383224,3436700,+,85.0073087619
Ireb2,chr9,54863754,54912534,+,84.9133769689
Rpp25l,chr4,41712032,41713517,-,84.835287869
Ankrd13a,chr5,114775139,114805820,+,84.8137361644
Adipor1,chr1,134415377,134433350,+,84.7879900006
Pttg1,chr11,43420247,43426248,-,84.7427781084
Ggnbp2,chr11,84832360,84870738,-,84.7190769809
Thoc7,chr14,13949011,13961313,-,84.684985166
Prkaca,chr8,83972977,83996442,+,84.6666130093
Nr1h2,chr7,44549615,44553965,-,84.5847703224
Ccnd1,chr7,144929930,144939925,-,84.4999395877
Gabpa,chr16,84835123,84863778,+,84.499401404
Rwdd1,chr10,33996554,34019616,-,84.4721930906
Fam21,chr6,116208032,116262671,+,84.4539365084
D630045M09Rik,chr13,73344664,73347384,-,84.4495386637
Sdccag3,chr2,26382799,26389316,-,84.3560389651
Nudt9,chr5,104046863,104065378,+,84.351753219
Ccdc12,chr9,110656502,110711593,+,84.2873047946
Prkci,chr3,30995770,31052740,+,84.2704626214
Actr1a,chr19,46376813,46395735,-,84.2282738987
Ncaph,chr2,127103809,127133954,-,84.2108697792
Phyh,chr2,4918995,4938743,+,84.1802124016
Xpot,chr10,121587379,121626316,-,84.1316250617
Tspan14,chr14,40906443,40966807,-,84.1079699201
Phpt1,chr2,25573430,25574871,-,84.1022677565
Gmps,chr3,63976142,64019078,+,84.0319979489
Zfp706,chr15,36997026,37007402,-,83.9798607849
Nudt5,chr2,5845033,5868736,+,83.9332148458
2410141K09Rik,chr13,66418113,66441118,-,83.8806366654
Cad,chr5,31054779,31078479,+,83.8714430194
Me2,chr18,73770039,73815392,-,83.7116279835
Babam1,chr8,71396854,71404772,+,83.6920484864
Coil,chr11,88973934,88991613,+,83.6568937841
Glrx5,chr12,105032688,105040910,+,83.6352737464
Sfxn1,chr13,54071844,54108345,+,83.6296108777
Srsf10,chr4,135856070,135869899,+,83.6033097032
Upf3b,chrX,37091833,37110322,-,83.5354861205
Polr1b,chr2,129100995,129126595,+,83.4795983701
Atf1,chr15,100227858,100261248,+,83.433540124
Lman1,chr18,65980738,66002635,-,83.4308899115
Ppil2,chr16,17086555,17111252,-,83.4098518574
Pop1,chr15,34495310,34530653,+,83.3856927172
Nqo1,chr8,107388224,107403205,-,83.331541716
Crlf3,chr11,80046492,80080991,-,83.320654305
Rbpj,chr5,53555778,53657445,+,83.3190021263
Naa15,chr3,51416015,51475985,+,83.3095289489
Mrps34,chr17,24895119,24896273,+,83.3094130364
Srfbp1,chr18,52465692,52490738,+,83.2785654802
Thoc6,chr17,23668618,23673770,-,83.2663428423
Clint1,chr11,45851963,45910625,+,83.2230827306
Samd4b,chr7,28399521,28436191,-,83.2056520934
Med6,chr12,81573563,81594958,-,83.1874028167
Tsn,chr1,118298517,118311132,-,83.173819671
Ticrr,chr7,79660195,79698145,+,83.1612614259
Ccs,chr19,4825365,4839322,-,83.1302138075
Mettl1,chr10,127041931,127045461,+,83.0953807867
Cpsf7,chr19,10525243,10547735,+,83.0019723132
Brd8,chr18,34598614,34624863,-,82.9765682546
Snord42b,chr11,78183058,78183113,-,82.9048724455
Gga2,chr7,121986721,122021198,-,82.8997734346
Ift52,chr2,163017471,163046135,+,82.8872778291
Mcmbp,chr7,128696458,128740429,-,82.843592088
Lamtor5,chr3,107278857,107284081,+,82.71931579
Mapk1ip1l,chr14,47298313,47323091,+,82.6866380401
Fkbp2,chr19,6977738,6980461,-,82.6837712201
Gpn3,chr5,122372507,122382769,+,82.6709391359
Top3b,chr16,16870890,16892986,+,82.5870748364
Ppdpf,chr2,181187342,181188504,+,82.5751500955
Gclm,chr3,122245556,122267215,+,82.5523679082
Suds3,chr5,117091677,117115993,-,82.5485514526
Zcrb1,chr15,93386112,93398290,-,82.510385783
Rab2a,chr4,8535643,8607702,+,82.5096391607
Mir684-1,ambiguous,129665754,129665839,+,82.5042091182
Leng8,chr7,4137055,4148173,+,82.4745105111
Snx17,chr5,31193303,31198900,+,82.4362355409
Spint1,chr2,119237359,119249513,+,82.358839576
Smc2,chr4,52439220,52488365,+,82.3562513122
Dvl2,chr11,70000625,70010109,+,82.35471172
Serinc3,chr2,163623272,163645143,-,82.2222804922
Nfyb,chr10,82748699,82764141,-,82.2211147045
Mydgf,chr17,56176540,56183920,-,82.2157083976
Arl6ip4,chr5,124116107,124118195,+,82.1663995605
Trim59,chr3,69035293,69044742,-,82.1530788756
Gm11974,chr11,6525590,6528760,-,82.1151463505
Mpzl2,chr9,45042343,45054043,+,82.1082959784
Phlda2,chr7,143501547,143502524,-,82.1057628664
Pcnp,chr16,56015507,56029717,-,82.0329550494
Elof1,chr9,22112988,22114169,-,82.0047651326
Tnpo2,chr8,85036914,85057582,+,81.8901563072
Haus1,chr18,77757566,77767780,-,81.8027435116
Brd7,chr8,88332310,88362191,-,81.7789740416
Haus7,chrX,73437314,73459029,-,81.7645462233
Tmem192,chr8,64947184,64969037,+,81.750355256
Arf6,chr12,69372149,69375980,+,81.7491899589
Mrps9,chr1,42851232,42905683,+,81.7387081723
Tada3,chr6,113366656,113377520,-,81.7307353252
Lrpprc,chr17,84705246,84790786,-,81.7222038965
Tprgl,chr4,154157484,154160684,-,81.7054645649
Pnp,chr14,50944302,50953412,+,81.6913098883
Ap1m1,chr8,72240131,72257379,+,81.6896283035
Dmwd,chr7,19076199,19082775,+,81.6866222441
Elovl6,chr3,129532385,129638493,+,81.6675072541
Rab4b,chr7,27168432,27178883,-,81.6631605864
Midn,chr10,80148271,80158368,+,81.6043906236
Clk1,chr1,58411987,58424088,-,81.5939297401
Dag1,chr9,108204860,108263958,-,81.5872712722
Zfp961,chr8,71951065,71970333,+,81.5769394652
Fastk,chr5,24441039,24445235,-,81.543895233
Sms,chrX,157443953,157492046,-,81.4627139441
9130401M01Rik,chr15,58022270,58034294,-,81.4614987988
Dis3,chr14,99076633,99099770,-,81.3764230516
Tnk2,chr16,32644642,32683493,+,81.3164324457
Nsdhl,chrX,72918520,72958528,+,81.2768802271
Pias4,chr10,81153965,81167720,-,81.2120583501
Ccdc59,chr10,105841478,105847510,+,81.1885155131
1810058I24Rik,chr6,35252698,35262059,+,81.1829604008
Rbbp5,chr1,132477366,132505665,+,81.1775208954
Fmr1,chrX,68678540,68717961,+,81.1740285606
Thumpd3,chr6,113046326,113068273,+,81.1573929647
Golph3,chr15,12321495,12351267,+,81.1322180933
Foxh1,chr15,76668223,76669948,-,81.0951668732
1110004E09Rik,chr16,90925810,90934849,-,81.0816768822
Tubb6,chr18,67390730,67402749,+,81.0707746216
Mcts2,chr2,152687147,152687942,+,81.0398998998
Ppp6c,chr2,39196797,39226338,-,81.005049466
Trip13,chr13,73912461,73937767,-,80.9775874477
Mrpl27,chr11,94653790,94660087,+,80.9643182293
Rpap1,chr2,119763958,119787537,-,80.9232231167
Map2k3,chr11,60932056,60952803,+,80.8632870726
Snord100,chr10,23785753,23785821,-,80.8150144695
Acat2,chr17,12943041,12960725,-,80.7118474582
Nudt16l1,chr16,4939110,4941020,+,80.6984556235
2410003L11Rik,chr11,97598510,97622893,+,80.6979256579
Wapal,chr14,34673927,34747983,+,80.677123881
Clptm1,chr7,19631579,19665030,-,80.6575918103
Ddx10,chr9,53098453,53248112,-,80.6570726034
Oxct1,chr15,4026427,4155344,+,80.6450865807
Diablo,chr5,123511329,123524164,-,80.6033957381
Tinf2,chr14,55679079,55681817,-,80.5332825526
Rtca,chr3,116488963,116508175,-,80.5086021556
Orc1,chr4,108579453,108614831,+,80.5037169353
Vps26a,chr10,62454842,62486805,-,80.4711188525
Smek1,chr12,101039408,101083702,-,80.4434211356
Mta3,chr17,83706162,83814905,+,80.4313616283
D230025D16Rik,chr8,105225187,105253051,+,80.382231986
Sin3b,chr8,72723269,72758203,+,80.3491789137
Txnl4a,chr18,80206797,80225851,+,80.3339094064
Iqgap1,chr7,80711582,80803331,-,80.298871293
Trappc4,chr9,44403758,44407548,-,80.27964073
Ints4,chr7,97480955,97541398,+,80.2539852601
Emc4,chr2,112363018,112368027,-,80.1923663157
Taf5l,chr8,123996312,124021309,-,80.1404685951
Nptn,chr9,58582239,58652879,+,80.127558947
Wasf2,chr4,133130632,133198330,+,80.0747022331
Smarce1,chr11,99209047,99231017,-,80.0396636218
Fdft1,chr14,63145150,63179578,-,80.0199957342
Ppp6r1,chr7,4631494,4658950,-,80.0134959114
Sec14l1,chr11,117115171,117159268,+,79.9801425313
Nat10,chr2,103721258,103761250,-,79.9404693879
Get4,chr5,139252323,139270050,+,79.8921819848
Isoc2a,chr7,4877052,4895716,+,79.8822680574
Vac14,chr8,110618637,110720398,+,79.8813411572
1700021F05Rik,chr10,43525120,43540994,-,79.8757116533
Trim27,chr13,21179930,21194723,+,79.8560971357
Mapk14,chr17,28691341,28748405,+,79.7447368475
Impact,chr18,12972251,12992948,+,79.6898077759
Nrd1,chr4,109000804,109061771,+,79.5467810769
Acads,chr5,115110298,115119346,-,79.5266428848
Fig4,chr10,41188171,41303241,-,79.4530116465
Snord45b,chr3,153910566,153910611,-,79.437175331
Nup37,chr10,88146991,88178395,+,79.3979111157
Mrpl14,chr17,45686371,45698495,+,79.3659026857
Insig1,chr5,28071411,28078662,+,79.3238332301
Ddx46,chr13,55634998,55681267,+,79.2946201595
Hexb,chr13,97176330,97198357,-,79.2734360763
Cstf2,chrX,134059175,134086822,+,79.2639530418
Asnsd1,chr1,53344616,53352752,-,79.2627183851
Lrrc42,chr4,107233513,107253533,-,79.2339201586
Vps41,chr13,18717291,18866811,+,79.1933315212
Slc35f2,chr9,53771534,53818161,+,79.0381136825
Gm13247,chr4,146501999,146539395,+,79.0379754572
Gfpt2,chr11,49794154,49838620,+,79.031503291
Aldh2,chr5,121566026,121593824,-,79.028363173
Cdc25a,chr9,109875578,109893890,+,78.9957898428
C330027C09Rik,chr16,48994187,49019705,+,78.9752712591
Tigar,chr6,127085115,127109552,-,78.9321432446
Nfyc,chr4,120757434,120831579,-,78.9137429319
Exosc3,chr4,45316629,45320603,-,78.8650395803
Prrc1,chr18,57354732,57392719,+,78.8636427458
Ubald1,chr16,4874778,4879851,-,78.8598535278
2310061I04Rik,chr17,35892676,35897378,-,78.8236256308
Ap3d1,chr10,80706977,80742211,-,78.7873771865
Grpel1,chr5,36465184,36474077,+,78.7871752712
Kxd1,chr8,70513395,70523180,-,78.7812897212
Ckap5,chr2,91546321,91620665,+,78.7585061391
Atp6v1h,chr1,5083172,5162549,+,78.7074703153
Adipor2,chr6,119353149,119417483,-,78.6781190342
Nup50,chr15,84923427,84942963,+,78.6374094072
Chfr,chr5,110135829,110171973,+,78.5911188466
Zmat5,chr11,4704677,4737666,+,78.5581067808
4930453N24Rik,chr16,64766104,64770939,-,78.5536140561
Cfap20,chr8,95420249,95434869,-,78.523541118
Bckdha,chr7,25629851,25658761,-,78.477303527
Rbm22,chr18,60560785,60572729,+,78.4460488253
Supt20,chr3,54693104,54716837,+,78.4406288514
Gnpat,chr8,124863032,124890057,+,78.3361863451
Ncapg,chr5,45669924,45700547,+,78.3347138483
Sec24c,chr14,20674320,20694850,+,78.3336306659
Trappc2l,chr8,122611625,122615591,+,78.3106385181
Cdk2ap1,chr5,124345438,124354628,-,78.2056584918
Iscu,chr5,113772811,113778282,+,78.1745775247
AA467197,chr2,122637886,122641076,+,78.1537609004
Snord34,chr7,45126602,45126668,-,78.1516160285
Tex264,chr9,106658745,106685952,-,78.14976656
Tsta3,chr15,75924682,75929730,-,78.1432291304
Eif2b4,chr5,31187557,31193139,-,78.138978165
2700029M09Rik,chr8,60890450,60907572,+,77.9885063533
Kif18b,chr11,102905518,102925124,-,77.9756786902
Herc4,chr10,63243796,63317881,+,77.9253932717
Srp9,chr1,182124736,182132415,+,77.905236293
Casc3,chr11,98809807,98833807,+,77.8984112436
Dnpep,chr1,75308564,75317637,-,77.8671449165
Ccnl2,chr4,155812488,155824543,+,77.8302134803
Tns3,chr11,8431651,8664535,-,77.8048742326
March7,chr2,60209935,60248385,+,77.6918578345
Tmem183a,chr1,134346096,134361999,-,77.6858539142
Wdr55,chr18,36760238,36763708,+,77.6584482002
Cnot11,chr1,39535801,39546877,+,77.6500285787
Raver1,chr9,21074163,21091988,-,77.6497678765
Tmem126a,chr7,90450711,90457208,-,77.6396757005
U2surp,chr9,95456893,95511996,-,77.6259821097
Spag5,chr11,78301590,78322454,+,77.6157991762
Kctd5,chr17,24047719,24073485,-,77.5644175499
Stt3b,chr9,115242581,115310421,-,77.5553358452
Mrpl23,chr7,142533116,142540742,+,77.3939925155
Ipo9,chr1,135382314,135430491,-,77.3641192944
Gipc1,chr8,83652677,83664789,+,77.3241921641
Cers2,chr3,95315251,95323568,+,77.3125671311
Pold3,chr7,100082112,100121500,-,77.2798961564
Hnrnpll,chr17,80029486,80062268,-,77.2762583713
Plcb3,chr19,6953712,6969814,-,77.2072080933
Uxt,chrX,20951664,20961978,-,77.2042469071
Nploc4,chr11,120379797,120437700,-,77.1772629322
Ppm1a,chr12,72761210,72794940,+,77.1536345632
Leo1,chr9,75441523,75466432,+,77.124979023
Pacsin2,chr15,83375606,83464606,-,77.0734329457
Cuedc2,chr19,46329811,46338660,-,77.0724712739
Enah,chr1,181896385,182019980,-,77.0459106796
Miip,chr4,147860777,147868719,-,77.0386294744
Ifrd2,chr9,107587717,107593038,+,77.0242148302
Asf1b,chr8,83955693,83970195,+,76.9588877259
Tsfm,chr10,127022331,127030814,-,76.9246823434
Pdcd2,chr17,15521574,15527301,-,76.9169658935
Otud5,chrX,7841830,7876626,+,76.8946931648
Plaa,chr4,94565138,94603247,-,76.8848969295
Pkmyt1,chr17,23726335,23736729,+,76.8581179954
Bap1,chr14,31251488,31259929,+,76.8567804682
Pkp4,chr2,59160849,59355205,+,76.8514276722
Mrps31,chr8,22411339,22429665,+,76.8356825908
Cdc16,chr8,13757689,13781882,+,76.8190601967
Med24,chr11,98704590,98729435,-,76.8056877302
Chmp3,chr6,71543853,71581574,+,76.7759875796
Platr17,chr17,33905134,33906675,+,76.7723702478
Lmnb2,chr10,80901362,80918245,-,76.7406998724
A830080D01Rik,chrX,159532667,159593081,+,76.7194688476
Arl8a,chr1,135146833,135156268,+,76.6937112952
Ssbp1,chr6,40471414,40481823,+,76.6225497042
Cript,chr17,87025560,87035808,+,76.6150143178
Rnf114,chr2,167492644,167516166,+,76.6069837816
Akap8l,chr17,32321423,32350577,-,76.5419057319
Jagn1,chr6,113442516,113448229,+,76.4810770717
Snora68,chr8,70895758,70895856,-,76.4764625915
Trim8,chr19,46501647,46516455,+,76.4539563227
E430025E21Rik,chr15,59331996,59374152,-,76.4034931713
Cpsf3l,chr4,155869566,155889103,+,76.4022136569
Nxt1,chr2,148672614,148676026,+,76.3705568789
Mrps10,chr17,47368886,47378679,+,76.3200863812
Ogdh,chr11,6291596,6359094,+,76.316116017
Nudt3,chr17,27579381,27623452,-,76.2850626057
Sra1,chr18,36667186,36670311,-,76.2259630452
Aqr,chr2,114101160,114175339,-,76.1759448422
Cox14,chr15,99725617,99728136,+,76.155937518
Cdc42se2,chr11,54717414,54787703,-,76.1347592826
Mrps22,chr9,98588729,98601679,-,76.1209812338
Sap130,chr18,31634382,31723061,+,76.1117277762
Trmt6,chr2,132804214,132816054,-,75.9547371279
Pgs1,chr11,117986856,118024011,+,75.9515551012
Wdr12,chr1,60076867,60098500,-,75.7064539827
Cyth2,chr7,45806636,45814316,-,75.6311272733
Impa1,chr3,10313539,10331439,-,75.6039343381
Gpbp1l1,chr4,116557726,116593882,+,75.5250087648
Aplp1,chr7,30434979,30445582,-,75.5143996304
Fam96a,chr9,66126610,66138968,+,75.4622558224
Mrps23,chr11,88194105,88211507,+,75.4584216683
Gtf2h5,chr17,6079827,6085485,+,75.3381685902
Cand1,chr10,119198811,119240055,-,75.3243220639
Dcaf15,chr8,84097071,84104762,-,75.2620491879
Gemin5,chr11,58120000,58168539,-,75.2452020206
Scaf1,chr7,45002949,45016249,-,75.2413324588
Dusp1,chr17,26505590,26508472,-,75.1337446849
Zpr1,chr9,46273063,46282642,+,74.9921729834
Sp2,chr11,96953337,96977688,-,74.9432583187
Sh3bp1,chr15,78899785,78912052,+,74.8673568525
Tmeff1,chr4,48585192,48663131,+,74.8399212988
Galnt2,chr8,124231393,124345723,+,74.8279378447
Nub1,chr5,24685814,24710378,+,74.8220499
Uso1,chr5,92137937,92202795,+,74.7417096786
Nkain1,chr4,130530130,130574036,-,74.6472902951
Mrpl50,chr4,49512596,49521083,-,74.6472069124
Pspc1,chr14,56722448,56778316,-,74.586200685
Eif4enif1,chr11,3202352,3244588,+,74.5644820104
Pin1,chr9,20652129,20666584,+,74.5546741558
Hsf1,chr15,76477444,76500972,+,74.5066701667
Fam63a,chr3,95282934,95296164,+,74.4273341777
Rfx2,chr17,56775896,56831008,-,74.3375975073
Phf12,chr11,77982815,78030535,+,74.2801567261
Heatr3,chr8,88137884,88171943,+,74.2321440206
Mpi,chr9,57544267,57552752,-,74.2320572637
Hif1a,chr12,73907866,73947530,+,74.2135918463
Sept9,chr11,117199660,117362325,+,74.1744693417
Tmed10,chr12,85340613,85374717,-,74.1738236336
Mtx2,chr2,74825811,74876748,+,74.1614671084
Ckap2,chr8,22168151,22185819,-,74.1548719763
Cyb5r4,chr9,87022028,87077774,+,74.133661512
Patz1,chr11,3289130,3309083,+,74.1295421789
Tmem222,chr4,133266044,133277790,-,74.0951852842
Acaa2,chr18,74779211,74806207,+,74.0914534877
Ntan1,chr16,13819276,13835451,+,74.0682937623
Dnajb11,chr16,22857844,22879634,+,73.9650611346
Mff,chr1,82724917,82752389,+,73.9381144075
Usp4,chr9,108347830,108392529,+,73.9325053965
Leprot,chr4,101647782,101659358,+,73.9220317868
Zfp568,chr7,29983954,30028282,+,73.9064929266
Aven,chr2,112492963,112631253,+,73.8806263397
Serpinb6a,chr13,33917917,34002794,-,73.8795896247
Ctc1,chr11,69015910,69036473,+,73.7817113769
Rrp1b,chr17,32036161,32062862,+,73.7387685146
Ccdc47,chr11,106199355,106216367,-,73.7373026848
Uri1,chr7,37959991,38019552,-,73.682807849
Cdk2ap2,chr19,4097350,4099017,+,73.6752560371
Kdm5c,chrX,152233226,152279099,+,73.6298580507
Hsf2bp,chr17,31944768,32034508,-,73.5933679984
Tmem50a,chr4,134897848,134914916,-,73.5622368643
Atp13a1,chr8,69791162,69807748,+,73.4478778135
Slc25a36,chr9,97077010,97111041,-,73.4171593414
Marc2,chr1,184813067,184845847,-,73.4105834105
Lin7c,chr2,109890877,109900936,+,73.3450689554
Eif2ak1,chr5,143871861,143902717,+,73.341712834
Notum,chr11,120653788,120660837,-,73.3251579958
Rtn3,chr19,7425894,7483291,-,73.3219261834
Snhg8,chr3,123507551,123508336,-,73.2612954613
Cd24a,chr10,43579168,43584265,+,73.1960234091
Rtfdc1,chr2,172440577,172469899,+,73.1930220001
Vps54,chr11,21239031,21321133,+,73.170274754
Ist1,chr8,109671320,109693294,-,73.1156461578
Mdm2,chr10,117688874,117710758,-,73.1095310956
Tpm1,chr9,67022592,67049213,-,73.0674461143
Dnajc9,chr14,20384637,20388910,-,73.0509935748
Mapk6,chr9,75386781,75410016,-,73.0044214054
Lta4h,chr10,93453395,93484896,+,72.9755060786
Hspbp1,chr7,4660520,4684963,-,72.9545748364
Reep4,chr14,70545250,70548935,+,72.9283735626
Cds2,chr2,132263147,132312050,+,72.9124767645
Tmem131,chr1,36792188,36939527,-,72.8855170877
Add1,chr5,34573713,34632305,+,72.8802439776
Zfp219,chr14,52006074,52020733,-,72.8643139333
Cmpk1,chr4,114960612,114987228,-,72.8435012105
Cdk9,chr2,32705781,32712784,-,72.8379000427
Fnbp4,chr2,90745369,90781020,+,72.8108873091
Brms1,chr19,5041403,5049917,+,72.6939132728
Smyd2,chr1,189880491,189922288,-,72.6034926821
Ctage5,chr12,59129745,59190220,+,72.5374453457
