name,chr,start,end,strand,RPK
Gm12505,chr4,55418342,55419342,-,0.4391838356
Shh,chr5,28466601,28467601,-,0.4364459236
Olfr1213,chr2,88979767,88980767,-,0.436052558
Pin1rt1,chr2,104715790,104716790,-,0.4350941885
Klk1b22,chr7,44112182,44113182,+,0.4348234403
Ccl6,chr11,83592587,83593587,-,0.4344039543
4933402J07Rik,chr8,87563406,87564406,+,0.433600464
Slamf7,chr1,171652537,171653537,-,0.4333491234
G6bos,chr17,35063936,35064936,+,0.4319970599
Tlr1,chr5,64933058,64934058,-,0.4315259416
Lrrc43,chr5,123488824,123489824,+,0.4314002601
Stpg2,chr3,139205392,139206392,+,0.431194853
Pabpc5,chrX,119926695,119927695,+,0.4308558013
Ugt3a1,chr15,9279328,9280328,+,0.4307669096
Pakap,chr4,57567747,57568747,+,0.4307282768
Ltf,chr9,111018791,111019791,+,0.4301946844
Cd48,chr1,171681554,171682554,+,0.429990305
Cnr2,chr4,135894688,135895688,+,0.4299650878
Slc8a1,chr17,81737887,81738887,-,0.4297572543
A530013C23Rik,chr2,167690258,167691258,+,0.4294699857
Ntf3,chr6,126166244,126167244,-,0.4285413655
Gm20753,chr1,106171024,106172024,-,0.4281545574
Defb25,chr2,152622553,152623553,-,0.4260221024
Crisp2,chr17,40793646,40794646,-,0.4256911912
Oog4,chr4,143449802,143450802,-,0.4253866888
Gm14137,chr2,119174008,119175008,+,0.4247487174
Il22,chr10,118204463,118205463,+,0.4241462075
Zdhhc25,chr15,88599801,88600801,+,0.4234180638
BC021785,chr10,39986146,39987146,-,0.4230597931
Cd84,chr1,171839196,171840196,+,0.4220105732
Tmc2,chr2,130194693,130195693,+,0.4215233219
Col25a1,chr3,130180344,130181344,+,0.4214934157
Slc28a2,chr2,122425976,122426976,+,0.4210387972
Aif1,chr17,35175501,35176501,-,0.4201073318
Serpina12,chr12,104043943,104044943,-,0.4200099588
Grip1os1,chr10,119851890,119852890,-,0.4198930908
Gm6607,chr9,22330190,22331190,-,0.419594117
Clrn1,chr3,58884712,58885712,-,0.4193406013
Cd300lb,chr11,114933886,114934886,-,0.419125809
Cnih3,chr1,181352127,181353127,+,0.4189579521
Il12b,chr11,44399562,44400562,+,0.4184671737
Aanat,chr11,116593186,116594186,+,0.4174247566
Vsig1,chrX,140907107,140908107,+,0.417301513
Klrg1,chr6,122282333,122283333,-,0.4166100516
Phf24,chr4,42916750,42917750,+,0.4165795029
Gm5082,chr13,41648942,41649942,+,0.4165383779
Hoxd3,chr2,74711492,74712492,+,0.4164733153
1700109G14Rik,chr14,61304834,61305834,-,0.4154182483
Cer1,chr4,82884651,82885651,-,0.4144072083
Gm5475,chr15,100422692,100423692,+,0.4140054851
Apol7e,chr15,77698388,77699388,+,0.4139433527
Ctnna3,chr10,63429597,63430597,+,0.4136504647
Kcnh8,chr17,52602208,52603208,+,0.4125835896
Serpina1d,chr12,103773133,103774133,-,0.4118444979
Syt15,chr14,34219545,34220545,+,0.4117441326
Tctex1d1,chr4,102985878,102986878,+,0.410491127
D030018L15Rik,chr15,96079053,96080053,-,0.409864999
4921509O07Rik,chr13,113502344,113503344,-,0.4095785702
Dhrs7c,chr11,67797770,67798770,+,0.4093938895
5730416F02Rik,chrX,109000984,109001984,+,0.4086134878
4930555K05Rik,chr13,73228600,73229600,-,0.408496732
Cd163l1,chr7,140217766,140218766,+,0.4083604405
Odf1,chr15,38218702,38219702,+,0.4082062904
Pou5f2,chr13,78024401,78025401,+,0.4077777409
Il2ra,chr2,11642291,11643291,+,0.4073716616
Gal3st2,chr1,93860843,93861843,+,0.4059555526
9530059O14Rik,chr9,122572000,122573000,+,0.405685472
Camp,chr9,109848956,109849956,-,0.4052912176
A330033J07Rik,chr13,48262123,48263123,-,0.4050567858
Wnt9b,chr11,103749321,103750321,-,0.4046904476
Mgam,chr6,40628330,40629330,+,0.4046164571
Angptl7,chr4,148499962,148500962,-,0.4045986338
Tmem150b,chr7,4724751,4725751,-,0.4037204847
BC024139,chr15,76126056,76127056,-,0.4036407311
Olfr787,chr10,129462177,129463177,+,0.403351866
Hemgn,chr4,46403683,46404683,-,0.4032049635
Themis,chr10,28667859,28668859,+,0.4028704845
Gp1bb,chr16,18621903,18622903,-,0.4021485273
Pde11a,chr2,76338153,76339153,-,0.40154708
Igfbp1,chr11,7197286,7198286,+,0.4014442782
Cyp2a5,chr7,26834838,26835838,+,0.4014016063
Lrrc52,chr1,167466280,167467280,-,0.4007565758
Synpr,chr14,13284279,13285279,+,0.4004444135
E330021D16Rik,chr6,136415069,136416069,-,0.4000867688
Lhx1os,chr11,84525159,84526159,+,0.4000784487
Gm14151,chr2,151091850,151092850,-,0.3997484352
Tgm7,chr2,121109291,121110291,-,0.399680978
Gm11529,chr11,96464047,96465047,-,0.3996032672
Col12a1,chr9,79718222,79719222,-,0.3992696096
Cyp4x1,chr4,115133477,115134477,-,0.3989883962
Gm5166,chrX,102790695,102791695,+,0.398956141
Gm11351,chr13,25965816,25966816,-,0.3986505208
Kcnh7,chr2,63183787,63184787,-,0.397446675
A730043L09Rik,chr9,62243600,62244600,-,0.3971261201
4933440M02Rik,chr7,125349286,125350286,-,0.3970016392
Gpm6b,chrX,166238442,166239442,+,0.3968645636
Fbll1,chr11,35798384,35799384,-,0.3964629024
Cd8b1,chr6,71322311,71323311,+,0.3959321192
4933432K03Rik,chr7,121589336,121590336,-,0.3952019884
1700010B08Rik,chr2,173718914,173719914,+,0.3946318756
Gm12789,chr4,101986339,101987339,+,0.3935458481
Pcdhb2,chr18,37294339,37295339,+,0.3934991627
Olfr194,chr16,59119568,59120568,-,0.3934863561
Pde6a,chr18,61219998,61220998,+,0.3934515789
Gpr45,chr1,42952371,42953371,+,0.3934345575
Foxi1,chr11,34207589,34208589,-,0.3934245345
4930519G04Rik,chr5,114853213,114854213,+,0.3932229327
Gabrq,chrX,72824677,72825677,+,0.3924366608
Spag17,chr3,99884916,99885916,+,0.3922627526
1700081H04Rik,chr5,119107735,119108735,+,0.3919769822
Gm15645,chr7,105861280,105862280,+,0.3915779437
Gbp11,chr5,105345976,105346976,-,0.3909802353
Gm10635,chr9,79518802,79519802,-,0.3904738059
Tpsg1,chr17,25370052,25371052,+,0.3897990073
C87499,chr4,88633686,88634686,-,0.3896455756
4930405O22Rik,chr17,63312473,63313473,-,0.3891403131
Zar1l,chr5,150517659,150518659,-,0.3888184081
Vstm4,chr14,32856255,32857255,+,0.3876302612
9530026F06Rik,chr1,61377931,61378931,+,0.3862658246
E230013L22Rik,chr8,11477428,11478428,+,0.3858819078
Gm6696,chr8,21582526,21583526,+,0.3854818238
A930031H19Rik,chr4,131009974,131010974,-,0.3850968686
Bmx,chrX,164257693,164258693,-,0.3847380909
Cd36,chr5,17888459,17889459,-,0.3841120722
Siah3,chr14,75455481,75456481,+,0.383893844
Gm884,chr11,103614239,103615239,-,0.3832672679
Lrrc39,chr3,116562472,116563472,+,0.3831926986
Calcrl,chr2,84424766,84425766,-,0.3824167736
Sox14,chr9,99875670,99876670,-,0.3823404308
Clca3a2,chr3,144818994,144819994,-,0.3820810401
Krt27,chr11,99350594,99351594,-,0.3819354053
Mbd3l2,chr9,18430114,18431114,+,0.3810823959
Samt2,chrX,154578830,154579830,-,0.3799956334
Gpr26,chr7,131965959,131966959,+,0.3795790543
Olfr631,chr7,103914561,103915561,+,0.3789151967
AI839979,chr5,31570897,31571897,-,0.3788955196
E430016F16Rik,chr7,78717720,78718720,-,0.3784926416
Rab27b,chr18,70141105,70142105,-,0.3781669222
Ccdc180,chr4,45889802,45890802,+,0.3777146529
1700009N14Rik,chr4,39449792,39450792,+,0.3777120672
Avpr2,chrX,73891601,73892601,+,0.3770124611
1810046K07Rik,chr9,51328417,51329417,-,0.3768530846
Skint2,chr4,112613239,112614239,+,0.3766083014
Tagap,chr17,7925499,7926499,+,0.3766045861
Olfr340,chr2,36452086,36453086,+,0.3765457231
Myocd,chr11,65269489,65270489,-,0.3744772884
Tshb,chr3,102782214,102783214,-,0.372813024
Adra1a,chr14,66634750,66635750,+,0.3725731827
Fbxw20,chr9,109234254,109235254,-,0.3723075338
Gm7609,chr1,85199110,85200110,+,0.3723019788
Kap,chr6,133853167,133854167,-,0.3720790577
Cckar,chr5,53707204,53708204,-,0.3714994227
Gm15413,chr7,96801049,96802049,-,0.3713095905
Kcne4,chr1,78816448,78817448,+,0.3713017875
Gm20257,chr1,58652140,58653140,+,0.3711794112
Lppr4,chr3,117360376,117361376,-,0.3699313099
Cys1,chr12,24681295,24682295,-,0.3692985009
Gm10390,chr5,120138763,120139763,-,0.3683775033
Chia1,chr3,106112881,106113881,+,0.3674666283
Kcnv2,chr19,27322118,27323118,+,0.367294738
Grin2a,chr16,9992033,9993033,-,0.3671352134
Lyve1,chr7,110862453,110863453,-,0.3669533927
Pigr,chr1,130826183,130827183,+,0.3668959406
Krtap10-10,chr10,77835446,77836446,+,0.3666865735
Clec2h,chr6,128661884,128662884,+,0.3664310846
S100z,chr13,95478155,95479155,-,0.3662077326
Lrrtm1,chr6,77242216,77243216,+,0.365925619
Adamtsl3,chr7,82335193,82336193,+,0.3658409694
Ptprb,chr10,116300873,116301873,+,0.3658193849
2610027K06Rik,chr11,85831888,85832888,-,0.3652728393
LOC100862268,chr3,127160804,127161804,+,0.365197277
5031425F14Rik,chr2,166446950,166447950,+,0.3650839693
Olfr773,chr10,129186919,129187919,-,0.364827214
Doxl2,chr6,48974642,48975642,+,0.3640493905
4930557F10Rik,chr13,23312907,23313907,-,0.3636043211
Gm5936,chrX,74836695,74837695,+,0.3635159569
Them7,chr2,105223841,105224841,+,0.3626893146
Trim9,chr12,70347114,70348114,-,0.3624717046
Gm6588,chr5,112448925,112449925,+,0.3608570981
Vmn1r91,chr7,20100657,20101657,+,0.3607503608
Taar1,chr10,23919905,23920905,+,0.3606245715
Mchr1,chr15,81234998,81235998,+,0.3600760666
Ankrd63,chr2,118703463,118704463,-,0.3593477334
A630020A06,chr15,3995538,3996538,+,0.3583936223
Rxfp1,chr3,79737294,79738294,-,0.3579622564
Gm15107,chrX,148180223,148181223,+,0.3577121539
Anxa13,chr15,58388774,58389774,-,0.3575920783
Bpifc,chr10,86011360,86012360,-,0.356480051
Cxcl11,chr5,92362796,92363796,-,0.3564371277
Lgi1,chr19,38264281,38265281,+,0.3558752845
Dnase2b,chr3,146615098,146616098,-,0.3558247617
Olfr130,chr17,38066672,38067672,+,0.3556982187
Fam46d,chrX,107792089,107793089,+,0.3549021153
Hmx2,chr7,131553561,131554561,+,0.3541804819
Mcoln2,chr3,146149332,146150332,+,0.3541162486
Psmb11,chr14,54624809,54625809,+,0.3538580195
H2-M1,chr17,36671697,36672697,-,0.3530984814
Gm3086,chr12,69962908,69963908,+,0.3529322331
B230206H07Rik,chr7,141364610,141365610,-,0.3528152207
4933431G14Rik,chr6,72122697,72123697,-,0.3528047645
Vwc2,chr11,11113515,11114515,+,0.3521767755
A530032D15Rik,chr1,85109353,85110353,-,0.3518248879
Myh4,chr11,67237311,67238311,+,0.3514238856
Arhgap27os3,chr11,103344252,103345252,+,0.3511674141
Fcgbp,chr7,28070735,28071735,+,0.3510324017
Defb14,chr8,19193827,19194827,+,0.3509332615
Ndp,chrX,16911274,16912274,-,0.3503315835
1700011L22Rik,chr8,79248083,79249083,-,0.3501578962
Azgp1,chr5,137981020,137982020,+,0.3497549101
Skint7,chr4,111972426,111973426,+,0.3497396709
4930546K05Rik,chr9,42208731,42209731,-,0.3492772119
Avpr1a,chr10,122447998,122448998,+,0.3491442341
Chrdl1,chrX,143393762,143394762,-,0.3486273716
Lce1f,chr3,92719850,92720850,-,0.3481854282
Rnase10,chr14,51007250,51008250,+,0.3479937521
Nrxn3,chr12,88794003,88795003,+,0.3472207635
Ibsp,chr5,104298786,104299786,+,0.347146906
4932702P03Rik,chr13,24905099,24906099,+,0.3467579554
Caln1,chr5,130368957,130369957,+,0.3463916376
Tpsb2,chr17,25365832,25366832,+,0.3461492786
Gsdmc,chr15,63808239,63809239,-,0.3461247281
Oit3,chr10,59441279,59442279,-,0.3455658107
4933412E24Rik,chr15,60016118,60017118,-,0.3452198365
H2-Q1,chr17,35320057,35321057,+,0.3436899757
Asb17,chr3,153843746,153844746,+,0.3424565685
Lrrc14b,chr13,74363500,74364500,-,0.3417719703
Cfap221,chr1,119994710,119995710,-,0.3406872526
Klrb1,chr6,128722546,128723546,-,0.3406583559
D830046C22Rik,chr5,139377196,139378196,+,0.3403568449
Pkp1,chr1,135918524,135919524,-,0.3394810175
Fbxo40,chr16,36978636,36979636,-,0.3385233166
Ch25h,chr19,34474635,34475635,-,0.3382294738
Pappa,chr4,65123673,65124673,+,0.3381614588
Slc14a2,chr18,78596450,78597450,-,0.3381582985
1700063D05Rik,chr9,41205654,41206654,+,0.3374654291
Rit2,chr18,31316628,31317628,-,0.3373419889
Fam71e2,chr7,4770770,4771770,-,0.3373121487
Tekt3,chr11,63061158,63062158,+,0.3371862546
Filip1,chr9,79977382,79978382,-,0.3370002527
Serpine3,chr14,62663166,62664166,+,0.3369964194
1700012B09Rik,chr9,14770530,14771530,-,0.3368505193
Slc39a12,chr2,14387897,14388897,+,0.3367098927
Olfr293,chr7,86663163,86664163,+,0.3356440164
Fbxw19,chr9,109495354,109496354,-,0.3352348512
1700001C02Rik,chr5,30465576,30466576,+,0.3339637419
Nr4a3,chr4,48044804,48045804,+,0.3335825193
Gm16325,chr3,146641431,146642431,+,0.3334671755
Pcdh9,chr14,93890169,93891169,-,0.3326314213
Cxcr1,chr1,74194131,74195131,-,0.3304425567
Gm10100,chr10,77725985,77726985,+,0.329563346
A730004F24Rik,chr1,186558181,186559181,-,0.3290720117
Cplx3,chr9,57605781,57606781,-,0.3290629393
Cav1,chr6,17305834,17306834,+,0.32901192
Cyp2e1,chr7,140763331,140764331,+,0.3288163178
Hotair,chr15,102947446,102948446,-,0.3275857501
1700025M24Rik,chr5,73283684,73284684,-,0.3269947261
Vmn2r118,chr17,55624172,55625172,-,0.3267603633
Luzp2,chr7,54834744,54835744,+,0.3261283326
Gm11468,chr2,166273407,166274407,+,0.32591247
Rbms3,chr9,117629413,117630413,-,0.3249691231
Defb20,chr2,152476562,152477562,+,0.3220611916
Csmd1,chr8,17534885,17535885,-,0.3219586735
Edar,chr10,58675196,58676196,-,0.3219501747
Idi2,chr13,8952362,8953362,+,0.3217973848
Nutm2,chr13,50466806,50467806,+,0.3216080463
4930518P08Rik,chr13,50764748,50765748,-,0.3214214255
Egr3,chr14,70076944,70077944,+,0.3212178363
Scel,chr14,103512840,103513840,+,0.3208240254
Nepn,chr10,52391107,52392107,+,0.3191394124
Gm5468,chr15,25413691,25414691,+,0.3189511785
D830013O20Rik,chr12,73409063,73410063,-,0.3189036859
Nipsnap3a,chr4,52988783,52989783,+,0.3188117382
Edn3,chr2,174760257,174761257,+,0.3187024497
Gm12108,chr11,32100728,32101728,-,0.3181714634
Zfhx4,chr3,5218053,5219053,+,0.3181249897
Vmn2r62,chr7,42792996,42793996,-,0.3180865631
Spink5,chr18,43962740,43963740,+,0.3180099331
Col3a1,chr1,45311037,45312037,+,0.3174827443
Klrb1c,chr6,128788141,128789141,-,0.3173928038
Gm13944,chr2,77462143,77463143,+,0.3166207514
2310002F09Rik,chr7,43755436,43756436,-,0.3150893326
Kynu,chr2,43554824,43555824,+,0.3148818795
Rmnd1,chr10,4431852,4432852,-,0.3140839706
Krt6a,chr15,101693805,101694805,-,0.3130804214
BC048502,chr15,103447959,103448959,-,0.3128963583
Rnf150,chr8,82862855,82863855,+,0.3124578343
Cldn1,chr16,26371339,26372339,-,0.3124194428
Fam26d,chr10,34043813,34044813,-,0.3123524683
4930447M23Rik,chr2,19343816,19344816,+,0.3122465885
Tmem8c,chr2,27071661,27072661,-,0.3121884883
Odf4,chr11,68926581,68927581,-,0.312131458
Krt2,chr15,101817669,101818669,-,0.3119127409
Heatr9,chr11,83521599,83522599,-,0.3111146058
Foxp2,chr6,14900848,14901848,+,0.3111061522
Fgf16,chrX,105763976,105764976,+,0.3110833997
Ly6g6f,chr17,35085095,35086095,-,0.3109405824
BC117090,chr16,36333832,36334832,-,0.31067752
Scn10a,chr9,119718532,119719532,-,0.3102002097
Trdn,chr10,33082982,33083982,+,0.3101172635
Gm5893,chr7,24818294,24819294,+,0.3100537629
Sim1,chr10,50895150,50896150,+,0.309855653
Iqcf3,chr9,106561125,106562125,-,0.3098435865
Grm5,chr7,87583667,87584667,+,0.3097663803
Myo3b,chr2,70038625,70039625,+,0.3091383383
Tprg,chr16,25286316,25287316,+,0.307503075
Cpb1,chr3,20275229,20276229,-,0.3074780627
Fam187a,chr11,102884668,102885668,+,0.3073522442
Ccl3,chr11,83648878,83649878,-,0.3073030878
Rfx6,chr10,51677259,51678259,+,0.3066221272
AA619741,chr1,34635710,34636710,-,0.3060961801
C630028M04Rik,chr4,52050610,52051610,-,0.3059463258
Sftpb,chr6,72304109,72305109,+,0.3054001785
Pydc3,chr1,173673179,173674179,+,0.3052845809
4930417O13Rik,chr6,125265024,125266024,+,0.3049710278
Gm2721,chr12,105403260,105404260,-,0.3049702192
Serpinb9g,chr13,33484289,33485289,+,0.3049229832
Cacna1e,chr1,154725420,154726420,-,0.3048460264
Sdpr,chr1,51288625,51289625,+,0.3047378437
Foxd4,chr19,24900809,24901809,-,0.3045253587
4921515E04Rik,chr15,18369127,18370127,-,0.3042263894
Tspan10,chr11,120442130,120443130,+,0.3040103425
Map3k19,chr1,127839790,127840790,-,0.3039633332
Foxb1,chr9,69760440,69761440,-,0.3035798511
Defa24,chr8,21733993,21734993,+,0.3030106518
Lgi4,chr7,31059434,31060434,+,0.3027797594
4932441J04Rik,chr5,57717419,57718419,-,0.3026510187
Pcdhb8,chr18,37354770,37355770,+,0.3026087719
Olfr156,chr4,43820933,43821933,-,0.3025133426
Ppp1r2-ps7,chrX,22461095,22462095,+,0.3020530259
Foxf2,chr13,31625315,31626315,+,0.300754047
Rbpjl,chr2,164402693,164403693,+,0.3005939226
B3gat2,chr1,23761425,23762425,+,0.3001870758
1500026H17Rik,chr10,89685862,89686862,+,0.3001150818
4931431C16Rik,chr5,35588263,35589263,-,0.3000442555
March1,chr8,65617539,65618539,+,0.2999407853
Prss28,chr17,25308145,25309145,+,0.2995297719
Sftpc,chr14,70523581,70524581,-,0.2994575348
Uckl1os,chr2,181577979,181578979,+,0.2993310405
Dhrs9,chr2,69379961,69380961,+,0.2987665607
Fam180a,chr6,35325641,35326641,-,0.2986441349
Apol9a,chr15,77410580,77411580,-,0.2983938916
Galnt13,chr2,54435886,54436886,+,0.2983537096
Rd3,chr1,191976869,191977869,+,0.2981672971
Arpp21,chr9,112234341,112235341,-,0.2981372939
Tmem215,chr4,40471679,40472679,+,0.2980410492
Gm3458,chr9,71214886,71215886,-,0.297628722
Gm7977,chr3,48026259,48027259,-,0.2970885324
Asic4,chr1,75450009,75451009,+,0.2967909348
Mef2c,chr13,83503533,83504533,+,0.2960489771
Gkn3,chr6,87388435,87389435,-,0.2959480401
Plg,chr17,12378108,12379108,+,0.2951523538
Dnah11,chr12,118198543,118199543,-,0.2950919126
Cd300lg,chr11,102041010,102042010,+,0.2949239047
Gm6938,chrX,21334227,21335227,-,0.2943178825
Tmem26,chr10,68723245,68724245,+,0.2942120756
Gm6034,chr17,36042460,36043460,+,0.2940275525
Sh2d7,chr9,54538483,54539483,+,0.293958222
Hist1h2ba,chr13,23933656,23934656,-,0.2938922757
Rhoj,chr12,75307812,75308812,+,0.2937614751
F13b,chr1,139501206,139502206,+,0.2934876015
1700026J14Rik,chr6,48536974,48537974,-,0.2931278692
Apoa4,chr9,46240343,46241343,+,0.292711923
Camk4,chr18,32938540,32939540,+,0.2926571038
Gpr37,chr6,25689480,25690480,-,0.29248331
1700106J16Rik,chr11,88293542,88294542,+,0.2924161423
1700041C23Rik,chr9,57174774,57175774,+,0.2917077488
1700015G11Rik,chr7,52015216,52016216,-,0.2915258596
Pnky,chr4,22490047,22491047,+,0.2914720006
Olfr920,chr9,38752295,38753295,+,0.2913315108
Itga2,chr13,114931541,114932541,-,0.2910959151
Gm15127,chrX,148663103,148664103,+,0.2910571472
Degs2,chr12,108701806,108702806,-,0.2906172049
Ftcd,chr10,76575147,76576147,+,0.2903592616
Medag,chr5,149411305,149412305,+,0.2902675074
Csn1s2b,chr5,87807620,87808620,+,0.2901073397
Gm6408,chr5,146481442,146482442,+,0.2900986708
Prl8a1,chr13,27581671,27582671,-,0.2889455463
Gpx5,chr13,21292186,21293186,-,0.2888636713
Krt85,chr15,101490803,101491803,-,0.287321907
Lcp2,chr11,34046700,34047700,+,0.2872443658
9930111H07Rik,chr1,85774770,85775770,+,0.2870221646
1810013A23Rik,chr17,28271207,28272207,+,0.2868860782
Gata5,chr2,180334179,180335179,-,0.2868485148
5031434C07Rik,chr6,112289819,112290819,-,0.2866515526
Myt1,chr2,181762831,181763831,+,0.2864809685
Ifit1bl1,chr19,34601468,34602468,-,0.2861049308
Tmem200c,chr17,68836635,68837635,+,0.2860564969
Chp2,chr7,122218995,122219995,+,0.2850513019
4930558K02Rik,chr1,161979136,161980136,-,0.2847970465
1700065I16Rik,chr15,63816687,63817687,+,0.2838232375
Dsc3,chr18,20001597,20002597,-,0.2831742818
4930595D18Rik,chr12,111183991,111184991,-,0.2831490863
Clk2-scamp3,chr3,89164294,89165294,+,0.2831127788
LOC101055749,chrX,91154667,91155667,+,0.2827649512
Krt24,chr11,99284738,99285738,-,0.2819095017
Catsperb,chr12,101404172,101405172,+,0.2815032201
Col24a1,chr3,145291971,145292971,+,0.2814217094
Tnp1,chr1,73015399,73016399,-,0.2808251047
Slc2a2,chr3,28697402,28698402,+,0.2804886997
Tgm4,chr9,123034240,123035240,+,0.2804294205
Myh15,chr16,49056985,49057985,+,0.2803787254
Speer4c,chr5,15713771,15714771,-,0.2801120448
Vgll2,chr10,52022001,52023001,+,0.2800413142
Bpifb6,chr2,153899887,153900887,+,0.2799509255
Foxi2,chr7,135409866,135410866,+,0.2798648909
Vmn1r15,chr6,57257648,57258648,+,0.2797621545
Ttc39d,chr17,80215413,80216413,+,0.2789760287
Tmem72,chr6,116716258,116717258,-,0.278912924
Klk1b21,chr7,44101791,44102791,+,0.2788327122
Hcar1,chr5,123879520,123880520,-,0.2787019943
Kcne2,chr16,92291888,92292888,+,0.2785544122
Zfp804a,chr2,82053157,82054157,+,0.2780078569
4930428G15Rik,chr9,115335660,115336660,+,0.2778477629
Sh2d1b2,chr1,170232370,170233370,+,0.2777461684
Klrd1,chr6,129591310,129592310,+,0.2776725179
Bean1,chr8,104170012,104171012,+,0.2775250917
Ifit3,chr19,34583028,34584028,+,0.2774308129
Cyp4f15,chr17,32685158,32686158,+,0.2772804531
Pcdh10,chr3,45377897,45378897,+,0.2765338153
Gm8439,chr4,120588244,120589244,+,0.2763913515
Fam198a,chr9,121950487,121951487,+,0.2762409751
Rai2,chrX,161716535,161717535,+,0.2758582028
Habp2,chr19,56287437,56288437,+,0.2749793614
Glyat,chr19,12632807,12633807,+,0.2748823627
1700019N19Rik,chr19,58793914,58794914,-,0.2727908332
Mpo,chr11,87793283,87794283,+,0.2727775629
9530003J23Rik,chr10,117238181,117239181,-,0.2727335222
Vmn2r90,chr17,17703440,17704440,+,0.2722418179
2310001K24Rik,chr2,163472044,163473044,+,0.2719487494
Gpr141,chr13,19823757,19824757,-,0.2714903534
Timd4,chr11,46810298,46811298,+,0.2710944078
Vmn1r1,chr1,182157598,182158598,-,0.2710629229
Clec4a2,chr6,123122189,123123189,+,0.2707968529
Wfdc6a,chr2,164584947,164585947,-,0.2706883458
Gbp3,chr3,142559551,142560551,+,0.2695861499
Ptgs2os,chr1,150099374,150100374,-,0.2693970989
Sstr1,chr12,58211303,58212303,+,0.2690953013
Tas2r108,chr6,40493091,40494091,+,0.2685385868
4931431B13Rik,chr7,128202828,128203828,-,0.2684174695
Gm4907,chrX,23892262,23893262,+,0.2681278223
4930599N23Rik,chr6,39117972,39118972,+,0.2681086217
2010310C07Rik,chr6,42370170,42371170,+,0.2677207894
1700116B05Rik,chr16,50782908,50783908,+,0.2676829014
Abcd2,chr15,91191307,91192307,-,0.2672478805
Prss12,chr3,123446412,123447412,+,0.2671079147
Xdh,chr17,73949696,73950696,-,0.2667844359
Cyp2j13,chr4,96077040,96078040,-,0.2664419445
Ccrl2,chr9,111057018,111058018,-,0.2659659729
Slc16a8,chr15,79254248,79255248,-,0.2653258383
BB019430,chr10,58696244,58697244,+,0.2652149321
Fmo4,chr1,162812049,162813049,-,0.2650517995
Tlr6,chr5,64959534,64960534,-,0.2645721558
Klhdc7b,chr15,89386390,89387390,+,0.2642417809
Ldlrad2,chr4,137574680,137575680,-,0.2638064305
Krt76,chr15,101892420,101893420,-,0.2637304702
4933401D09Rik,chr17,15631287,15632287,+,0.2635348568
Gm3776,chr9,78256628,78257628,+,0.2632660412
Olfr834,chr9,18987489,18988489,+,0.2632520376
Gm14858,chrX,102252150,102253150,+,0.2628374109
Pi15,chr1,17601400,17602400,+,0.2628116415
Sel1l2,chr2,140389210,140390210,-,0.262330381
Tas2r139,chr6,42140435,42141435,+,0.2622770199
Lhx1,chr11,84525034,84526034,-,0.2619110009
2310003N18Rik,chr9,50232682,50233682,-,0.2612041367
2210019I11Rik,chr5,147271021,147272021,-,0.2611722712
4932438H23Rik,chr16,91068645,91069645,-,0.2611140217
Gm19299,chr9,67133060,67134060,+,0.2609570927
4930401C15Rik,chr10,25836937,25837937,-,0.2608905157
4930593A02Rik,chr3,58692088,58693088,+,0.2606140412
Tyrp1,chr4,80833712,80834712,+,0.2605404601
Npbwr1,chr1,5916898,5917898,-,0.2600135241
Ccdc42b,chr5,120633735,120634735,-,0.2597860904
4921517D22Rik,chr13,59693601,59694601,-,0.2597532763
Opn5,chr17,42610813,42611813,-,0.2585420966
4930430J02Rik,chr9,57390569,57391569,+,0.2584999471
Il31ra,chr13,112580162,112581162,-,0.2584559222
4930506C21Rik,chr17,8310618,8311618,-,0.2582419888
Actrt2,chr4,154667367,154668367,-,0.2579287734
Cyp17a1,chr19,46672500,46673500,-,0.2577677841
Emx2,chr19,59458189,59459189,+,0.2574877524
Olfr1371,chr11,52213487,52214487,-,0.2570859533
Pik3cg,chr12,32208149,32209149,-,0.2570306209
Defb1,chr8,21776054,21777054,+,0.2562082923
Gm14436,chr2,175469559,175470559,+,0.2559255009
Psg28,chr7,18431555,18432555,-,0.2552809931
Psg22,chr7,18717589,18718589,+,0.2546790898
Ptprq,chr10,107719527,107720527,-,0.2546450227
Gm20755,chr3,37898312,37899312,+,0.2545110354
Gk2,chr5,97456508,97457508,-,0.2541604582
Kcnj13,chr1,87394229,87395229,-,0.2540600917
Ctla4,chr1,60908524,60909524,+,0.2540346241
Gm16523,chr2,39161735,39162735,-,0.2536692381
Gm6093,chr13,33568817,33569817,-,0.2535999058
Mef2b,chr8,70152260,70153260,+,0.2532486791
Galnt15,chr14,32028602,32029602,+,0.2532478213
Cx3cr1,chr9,120067796,120068796,-,0.2532436743
Adam1b,chr5,121502480,121503480,-,0.2529626884
Dmrtc1a,chrX,102908187,102909187,-,0.2526654742
Dsg1b,chr18,20376334,20377334,+,0.2526423339
2610016A17Rik,chr19,25671739,25672739,-,0.2523871194
9530052E02Rik,chr8,11007349,11008349,+,0.2522352749
Tmem255a,chrX,38251981,38252981,-,0.2521089303
Upk1b,chr16,38799703,38800703,-,0.252043294
Olfr319,chr11,58701202,58702202,+,0.251483119
Olfr523,chr7,140175603,140176603,+,0.2514294495
Hoxb5,chr11,96303011,96304011,+,0.2513209794
Wnt1,chr15,98789356,98790356,+,0.2512765259
Adam18,chr8,24674255,24675255,-,0.2506191646
