name,chrom,start,end,strand,TPM
Gm5860,chr4,82065379,82102807,+,0.0280117776
Pde6a,chr18,61220498,61289718,+,0.0279610638
Adam30,chr3,98160811,98163173,+,0.027946407
AI593442,chr9,52673031,52679780,-,0.0279267892
Gimap4,chr6,48684577,48692062,+,0.0279166708
Prr16,chr18,51117897,51304641,+,0.027906902
Toporsl,chr4,52596273,52612163,+,0.0278847421
Cd33,chr7,43527455,43533171,-,0.02786677
E330034G19Rik,chr14,24293363,24309959,+,0.0278621163
Gprc5d,chr6,135105990,135118283,-,0.0278463212
Cdhr5,chr7,141269084,141276786,-,0.0277850283
Npas4,chr19,4984354,4989971,-,0.0277670417
1700026F02Rik,chr8,71006727,71026755,-,0.0277521388
Mir3107,chr8,23142572,23142662,-,0.0277368688
Gm11186,chr11,53111450,53120056,-,0.0277059061
Lilra5,chr7,4237753,4243463,+,0.0276694864
4930511E03Rik,chr6,94943833,94951545,+,0.027619636
Mir687,chr14,73206762,73206851,-,0.0276152388
Mir339,chr5,139369649,139369745,-,0.0276050403
4933440M02Rik,chr7,125331781,125349786,-,0.027535557
Syn2,chr6,115134901,115282626,+,0.0275253267
Scn1a,chr2,66270781,66440837,-,0.0275196879
Art4,chr6,136848450,136857600,-,0.0274428399
Otoa,chr7,121083437,121163089,+,0.0274163155
4930480G23Rik,chr4,19979444,20005739,-,0.0273587644
Haglr,chr2,74748421,74762896,-,0.0273569566
Gm13544,chr2,58276778,58286902,+,0.0273540536
Cd53,chr3,106758860,106790149,-,0.0273417343
Anks1b,chr10,89873508,90972984,+,0.027247236
Cckar,chr5,53698484,53707704,-,0.027231814
Egr2,chr10,67537868,67542188,+,0.0272228195
Tmem247,chr17,86917347,86922367,+,0.0272151713
4930417O22Rik,chr11,101952420,101960574,+,0.0272073339
Ralyl,chr3,13471654,14182287,+,0.027203911
Nme9,chr9,99456242,99479899,+,0.0272007516
Kcne1,chr16,92346000,92359468,-,0.0271997328
Cxcl3,chr5,90786100,90788093,+,0.0270803383
Psg20,chr7,18674365,18685992,-,0.0270133475
9230112D13Rik,chr14,34511620,34522801,-,0.0270072695
Cmtm2b,chr8,104322226,104330764,+,0.0270049746
Gm4871,chr5,145029599,145032764,-,0.0269977687
Hcrt,chr11,100761692,100762931,-,0.0269949985
4930474N09Rik,chr12,99161276,99162808,-,0.0269569224
Krt75,chr15,101563342,101573904,-,0.0268626463
Olfr1342,chr4,118689502,118690450,-,0.0267697491
Glyatl3,chr17,40904740,40914350,-,0.0267499166
Abca12,chr1,71243089,71414910,-,0.0267161317
Noto,chr6,85423885,85428877,+,0.0266872901
Mir101b,chr19,29135278,29135375,+,0.0266594848
Cacng3,chr7,122671743,122769394,+,0.026657265
Hs3st5,chr10,36506806,36834394,+,0.0266059063
Spink13,chr18,62607539,62741387,-,0.0265663528
Gm13490,chr2,51656965,51732009,-,0.0265125149
LOC102634401,chr2,74752683,74753742,+,0.0264884732
Khdc1b,chr1,21383555,21386384,+,0.0264196406
4933411E08Rik,chr10,117925458,117948307,+,0.0264189177
Tacr1,chr6,82402474,82560104,+,0.0264094234
A430078I02Rik,chr6,86470276,86480830,-,0.026389013
Plcl1,chr1,55405945,55754285,+,0.02638137
Sds,chr5,120476546,120483905,+,0.0263653759
4930518P08Rik,chr13,50753392,50765248,-,0.0263209002
Ankrd66,chr17,43534173,43543639,-,0.0262886508
Ube2d2b,chr5,107830161,107831777,+,0.0262103811
Gm8773,chr5,5573798,5576203,+,0.0262065819
Nkain3,chr4,20118873,20778668,-,0.0261862653
Clec4b1,chr6,123049961,123071555,+,0.0261160063
Methig1,chr15,100353199,100384435,+,0.0260951977
Pbp2,chr6,135309128,135310384,-,0.0259213838
Dsg3,chr18,20510303,20541310,+,0.0259185648
Tpsg1,chr17,25370552,25374442,+,0.0259005329
1700021N21Rik,chr4,134448764,134450171,-,0.0258933044
March4,chr1,72427111,72536564,-,0.0258581578
Gm6607,chr9,22330138,22330690,-,0.025800303
A930001A20Rik,chr3,14971200,15002727,+,0.0257924867
4930557F10Rik,chr13,23276203,23313407,-,0.025760097
6430503K07Rik,chr2,147187423,147188482,+,0.0257278655
Pde1a,chr2,79834452,80129412,-,0.025721979
Gm4489,chr10,122119696,122130558,+,0.0257189036
4930511M06Rik,chr18,57545360,57552397,-,0.0257157602
Ptpn5,chr7,47077799,47133684,-,0.0257097979
Plscr4,chr9,92457377,92492516,+,0.0257065601
Prss34,chr17,25298393,25300161,+,0.0256911932
Tlr1,chr5,64924679,64933558,-,0.0256861031
Odf1,chr15,38219202,38226735,+,0.0256766113
Lrrc17,chr5,21543526,21575902,+,0.0256761572
Gm12718,chr4,103382499,103492188,+,0.0256701389
Bnc1,chr7,81966661,81992299,-,0.0256671589
A830052D11Rik,chr18,32359056,32378284,-,0.0256471067
Stfa1,chr16,36277147,36285371,+,0.0256389157
Otp,chr13,94875626,94883681,+,0.0256292349
Cib4,chr5,30485583,30545836,-,0.0255987607
Serpinb9f,chr13,33324076,33335366,+,0.0255548878
Gja6,chrX,160902115,160907052,-,0.0255375845
Mir3471-1,chr5,23813937,24129968,-,0.0254815757
1700018F24Rik,chr5,145042989,145045678,+,0.0254790016
Cdhr3,chr12,33033795,33092875,-,0.025466353
4732490B19Rik,chr11,113203314,113209669,-,0.0254550505
Slc2a12,chr10,22645010,22703880,+,0.0254548406
Crybb1,chr5,112255820,112269582,+,0.0254245974
Slc6a11,chr6,114131240,114249886,+,0.0254178298
Cxcr2,chr1,74153993,74161246,+,0.0254066927
4930426L09Rik,chr2,18998318,18999804,+,0.0253864576
Mir135b,chr1,132198087,132198184,+,0.0253376933
Gm10865,chr15,78994954,79011041,-,0.025295512
B430319G15Rik,chr9,92538800,92542869,-,0.0252850823
Serpine3,chr14,62663666,62692243,+,0.0252743976
8030423F21Rik,chr5,52607549,52619011,-,0.0252400032
Spag11a,chr8,19157886,19159578,+,0.0252348373
Gpr12,chr5,146582149,146585239,-,0.0252283827
BC037032,chr15,4020110,4027406,-,0.0252227051
Gbp7,chr3,142530335,142550151,+,0.0251824653
1700024I08Rik,chr13,63675755,63734298,-,0.0251791121
Tmem255b,chr8,13435458,13461451,+,0.0251697965
Tspan10,chr11,120442630,120447321,+,0.0250995877
Gm12505,chr4,55410442,55418842,-,0.0250645112
Slfn2,chr11,83065111,83070678,+,0.025033821
9630028H03Rik,chr2,135580529,135583220,-,0.0250029637
Vmn2r2,chr3,64116431,64137480,-,0.0249360186
Unc5c,chr3,141465563,141834924,+,0.0248731748
1700009C05Rik,chr6,81900464,81910800,-,0.0248724403
Syt15,chr14,34220045,34230421,+,0.0248685447
Msmb,chr14,32142022,32158326,+,0.0248666126
Gm11529,chr11,96446898,96464547,-,0.0248638582
Gm4922,chr10,18779726,18786793,-,0.0248491014
Akap6,chr12,52699382,53151015,+,0.0248387584
Cnih3,chr1,181352627,181460641,+,0.0247882717
Gm13446,chr2,35549533,35558702,-,0.0247784481
Trim69,chr2,122160699,122179027,+,0.0247659025
Gm15987,chr6,128952352,128975029,-,0.0247492493
B130006D01Rik,chr11,95723585,95726773,+,0.0247345457
Dnah5,chr15,28203765,28472045,+,0.024673072
Pom121l2,chr13,21981180,21988734,+,0.0246603663
Mir6241,chr14,118258633,118258736,+,0.0246299921
Gm7244,chr9,31271400,31275385,+,0.0246050425
Cd55b,chr1,130388527,130422999,-,0.0245699565
Chrna2,chr14,66140959,66152948,+,0.0245658102
Olfr19,chr16,16673049,16673979,-,0.0245418873
Gm11351,chr13,25921034,25966316,-,0.0245125082
4933428C19Rik,chr4,40482839,40525548,-,0.0245091108
Prf1,chr10,61297835,61304263,+,0.0244972664
Unc5d,chr8,28646716,29219636,-,0.0244893747
Clca3a1,chr3,144729676,144760977,-,0.0244661628
Gm20199,chr9,59477744,59481741,-,0.0244571238
Onecut3,chr10,80494905,80517260,+,0.0244360016
Hoxb2,chr11,96351631,96354014,+,0.0244172905
9530026F06Rik,chr1,61378431,61395904,+,0.024408958
A330015K06Rik,chr3,65133058,65302685,-,0.0243944888
Lhx4,chr1,155701693,155742027,-,0.0243886054
5830444B04Rik,chr4,155400968,155421704,-,0.0243032722
Lama2,chr10,26981284,27616942,-,0.0242732865
Olfr193,chr16,59109678,59110608,-,0.0242362414
Map3k19,chr1,127815270,127840290,-,0.0242041069
Ccl6,chr11,83587885,83593087,-,0.024201181
Tex22,chr12,113074501,113088914,+,0.0241946643
1700064M15Rik,chr12,99626052,99627974,-,0.0241331161
2610316D01Rik,chr3,45280438,45378260,-,0.0241234428
Fbxw13,chr9,109179226,109195975,-,0.0240861802
Obox5,chr7,15750369,15759274,+,0.0240487678
Mir6386,chr9,92267257,92267361,-,0.0240030596
Gm13090,chr4,151089569,151091449,+,0.0239974052
Loxhd1,chr18,77281957,77442257,+,0.0239891982
Tssk3,chr4,129489007,129490770,-,0.0239866231
Gm17769,chr10,77418375,77420939,+,0.0239677865
Cecr6,chr6,120488938,120493807,-,0.0239571884
Il18r1,chr1,40465551,40500854,+,0.0239510699
Lcn2,chr2,32384636,32387739,-,0.0239505138
A730043L09Rik,chr9,62242595,62244100,-,0.0239454098
0610039K10Rik,chr2,163644849,163645800,+,0.0239388816
4930487H11Rik,chr1,62790917,62794732,-,0.0239303605
Mr1,chr1,155127877,155146780,-,0.0239168869
F13b,chr1,139501706,139523756,+,0.0238942179
Gm11733,chr11,117484367,117489014,+,0.0238695042
Antxr2,chr5,97884687,98030962,-,0.0238596006
Gm3772,chr13,70021958,70119949,+,0.0238450338
Skint11,chr4,114163383,114245028,+,0.0237978495
Prlhr,chr19,60466732,60468304,-,0.0237700064
Gm38402,chr2,144465175,144466732,+,0.023747985
Mup21,chr4,62147831,62150841,-,0.0237383927
Iqsec3,chr6,121372927,121473678,-,0.0237237369
Hmx2,chr7,131554061,131556582,+,0.0237070224
Bsx,chr9,40874126,40877972,+,0.0236964098
1700011B04Rik,chr13,35181622,35188014,+,0.0236957703
A930012L18Rik,chr18,44661664,44676271,+,0.0236010058
Angpt4,chr2,151911331,151944654,+,0.0235958744
Gm13752,chr2,80391363,80398216,+,0.0235822681
1700112J16Rik,chr7,67204081,67222536,-,0.0235644915
Gimap6,chr6,48701582,48708244,-,0.0235230819
Fbxo40,chr16,36966072,36979136,-,0.0235077195
Olfr464,chr11,87913919,87915003,-,0.0234966146
Rab3c,chr13,110054186,110280206,-,0.0234883186
4933402C06Rik,chr7,40674736,40691260,+,0.0234654633
Gbp3,chr3,142560051,142573212,+,0.0234476832
B230206H07Rik,chr7,141359177,141365110,-,0.0234394213
Tmprss9,chr10,80879815,80899494,+,0.0234290325
Hrasls,chr16,29209694,29230530,+,0.0234139215
Gm4907,chrX,23892762,23907550,+,0.0234044518
Vipr2,chr12,116077725,116146261,+,0.0233966586
H2-Q1,chr17,35320557,35325099,+,0.0233402388
Taar7d,chr10,24027221,24028298,+,0.0232565031
Fcgbp,chr7,28071235,28120864,+,0.0232533791
Duox2,chr2,122280436,122298165,-,0.0232357075
Ctxn3,chr18,57468485,57478134,+,0.0231679917
Fcrla,chr1,170917593,170927583,-,0.0231443028
Ccrl2,chr9,111054833,111057518,-,0.0230354688
Cd36,chr5,17781689,17888959,-,0.0230320643
Gm1968,chr16,29957926,29979124,-,0.0230300494
5430401F13Rik,chr6,131543761,131553757,+,0.023011461
Npas3,chr12,53248676,54072175,+,0.0229988949
Tmem232,chr17,65256004,65540782,-,0.022959909
1700061I17Rik,chr3,117060521,117077765,-,0.0229019339
Ttc23l,chr15,10503946,10558668,-,0.0228811212
Negr1,chr3,156561793,157316464,+,0.0228631967
Edn3,chr2,174760757,174784042,+,0.0228628111
Cd209c,chr8,3940221,3946863,-,0.0228592818
Lpo,chr11,87806427,87826114,-,0.0228513636
Cyp2e1,chr7,140763831,140774977,+,0.0228476777
Slc24a3,chr2,145242610,145641939,+,0.0228061602
Itih3,chr14,30908573,30923587,-,0.022737709
Olfr639,chr7,104011749,104012700,-,0.0227135164
Moap1,chr12,102739829,102743661,-,0.0227127429
Pkdrej,chr15,85814675,85821733,-,0.0226557053
Slc45a2,chr15,11000720,11029233,+,0.0226362223
Bsph1,chr7,13450840,13473450,+,0.0225825769
A630020A06,chr15,3996038,4015858,+,0.022577234
Vsig8,chr1,172555937,172563717,+,0.0225713711
Ntf3,chr6,126101411,126166744,-,0.0225569974
Gm19461,chr1,133249851,133269808,-,0.0225501264
Tmco5b,chr2,113285731,113297190,+,0.0225212186
Ndnf,chr6,65671610,65706930,+,0.0224978126
Oxgr1,chr14,120019584,120042435,-,0.0224799062
Dhrs7c,chr11,67798270,67816002,+,0.0224645351
4930597A21Rik,chr11,44586316,44591229,+,0.0224158498
Oas1h,chr5,120861421,120873505,+,0.022388933
a,chr2,155013569,155051012,+,0.022369911
Serpina3g,chr12,104214543,104241934,+,0.0223619209
Cyp2a5,chr7,26835338,26843264,+,0.0223180047
Krtap4-13,chr11,99809077,99809896,-,0.0222938754
Serpinb6e,chr13,33832344,33843408,-,0.0222835176
3110021N24Rik,chr4,108719648,108781904,+,0.0222544849
Ly6g6f,chr17,35080537,35085595,-,0.0221834288
5730416F02Rik,chrX,109001484,109002296,+,0.0221771215
Gm16223,chr5,42067959,42216784,+,0.0221373356
Spata25,chr2,164827381,164828534,-,0.0221322566
Cd8b1,chr6,71322811,71337451,+,0.0221170591
1810007D17Rik,chr19,58606328,58629753,+,0.0221076931
Hbq1b,chr11,32286963,32287912,+,0.0220857651
Nxpe2,chr9,48318003,48340898,-,0.0220753846
Lincppara,chr15,85703772,85707524,+,0.0220700211
Aspdh,chr7,44465434,44467751,+,0.0220405122
Scarna3a,chr1,159340306,159340424,+,0.0219150002
Pdcd1,chr1,94038304,94052553,-,0.0218945745
Elovl3,chr19,46131898,46135694,+,0.0218939613
Cyp2b19,chr7,26757141,26772630,+,0.0218063363
Tff3,chr17,31125305,31129611,-,0.0217578844
Col1a2,chr6,4505696,4541543,+,0.0217025333
Phgr1,chr2,118772768,118778164,+,0.0216871195
Lgr5,chr10,115450313,115587780,-,0.0216784518
Cst6,chr19,5344704,5349574,-,0.0216604712
A630077J23Rik,chr4,43751858,43759464,+,0.0216476997
Tyrobp,chr7,30413787,30417579,+,0.0216417818
Ghrhr,chr6,55376294,55388530,+,0.0216247942
Mro,chr18,73859384,73879134,+,0.0216200434
4930443O20Rik,chr2,85073613,85086461,-,0.0215795832
Kcnh7,chr2,62702945,63184287,-,0.0214918813
Heyl,chr4,123233555,123249870,+,0.0214869575
Col25a1,chr3,130180844,130599883,+,0.0214827081
Obscn,chr11,58994255,59136375,-,0.0214815441
Avpr1a,chr10,122448498,122453453,+,0.0214633036
Gm5532,chr1,155520172,155527111,-,0.0214493331
Sva,chr6,42038393,42042851,+,0.0214483572
Ugt2b35,chr5,87000859,87013274,+,0.0214469847
Tas1r2,chr4,139653537,139670279,+,0.0214467151
Cbln2,chr18,86711109,86718283,+,0.0214454524
9030619P08Rik,chr15,75427605,75431829,-,0.0214265029
Slc8a1,chr17,81373104,81738387,-,0.0214264288
Cntnap4,chr8,112570042,112882707,+,0.0214248253
Tmem178b,chr6,40110252,40248353,+,0.0214146374
Hils1,chr11,94967592,94968456,+,0.0213844551
4930451I11Rik,chr7,126830473,126831496,-,0.0213758621
D930015M05Rik,chr2,92408891,92432308,+,0.0213691636
Crtam,chr9,40972797,41004628,-,0.0213664315
Ccnb3,chrX,6979651,7041619,-,0.0213572871
Scel,chr14,103513340,103613346,+,0.0213463133
Tmem190,chr7,4782939,4784340,+,0.0213360529
Gpihbp1,chr15,75596657,75598213,+,0.0213277041
A930017M01Rik,chr15,44881393,44884743,+,0.0212900572
A530088E08Rik,chr17,32403013,32404808,+,0.0212574934
Cyp2c66,chr19,39113897,39186756,+,0.0212328581
B230112J18Rik,chr5,116312359,116318274,+,0.0212303785
Hnf4aos,chr2,163493803,163541721,-,0.0212245104
Rdh8,chr9,20818503,20826163,+,0.0211922042
4930509K18Rik,chr4,40313231,40317719,+,0.0211749731
8030455M16Rik,chr8,110047431,110057176,+,0.0211582865
Grin2b,chr6,135729804,136173511,-,0.0211524487
Col8a1,chr16,57624255,57754737,-,0.0211431091
Il23r,chr6,67422931,67491855,-,0.0211350439
Olfr640,chr7,104021371,104022316,-,0.0211217267
Scp2d1,chr2,144823665,144824415,+,0.0211108391
Lce3a,chr3,92925286,92926230,-,0.0209974198
Il4i1,chr7,44836287,44840809,+,0.020978412
Muc4,chr16,32735885,32782390,+,0.020966925
Foxb2,chr19,16872315,16873830,-,0.0209387037
Epsti1,chr14,77904238,78002656,+,0.0209362713
5430402O13Rik,chr6,50566642,50594865,+,0.0209206327
4930556C24Rik,chr16,85819210,85826772,+,0.0209129409
Lox,chr18,52516059,52529867,-,0.0208926756
Taar1,chr10,23920405,23921404,+,0.0208826771
Btnl10,chr11,58918056,58926965,+,0.0208343119
Gm5082,chr13,41649442,41656777,+,0.0207993863
Gm7534,chr4,134190803,134203004,-,0.0207866975
Naip1,chr13,100407769,100452864,-,0.0207771388
Duoxa1,chr2,122303548,122313730,-,0.0207708591
Degs2,chr12,108686791,108702306,-,0.0207605439
D030040B21Rik,chr1,16657551,16662278,+,0.020759586
Kcnj13,chr1,87386283,87394729,-,0.0207397386
Chp2,chr7,122219495,122222539,+,0.0206944533
Lincpint,chr6,31093562,31218474,-,0.0206925139
1700006F04Rik,chr14,119749226,119751564,+,0.0206601987
Odf4,chr11,68921834,68927081,-,0.0206248232
D730050B12Rik,chr13,72809600,72816763,-,0.0206206032
Milr1,chr11,106751225,106768794,+,0.020609516
Il12rb2,chr6,67292017,67376137,-,0.0205652904
Synpr,chr14,13284779,13615469,+,0.0205470641
Il1f9,chr2,24186475,24193567,+,0.0205377001
9430078K24Rik,chr12,79917018,79936264,-,0.0205170043
Agt,chr8,124556586,124569707,-,0.0205136627
Cyp2j5,chr4,96627431,96664119,-,0.0204705661
Clec4d,chr6,123262106,123275268,+,0.020458953
Hoxd12,chr2,74675012,74677705,+,0.0204299002
Ltf,chr9,111019291,111042766,+,0.0204126625
Cdh16,chr8,104601914,104624396,-,0.0203651197
Adamts13,chr2,26973415,27009625,+,0.0203615656
Hoxd3os1,chr2,74710043,74716130,-,0.0203132931
Psg28,chr7,18422535,18432055,-,0.0202875237
Vstm4,chr14,32856755,32939489,+,0.0202659306
Ldlrad1,chr4,107209179,107217914,+,0.0202277398
Gm884,chr11,103534576,103614739,-,0.0202276605
Lrrtm3,chr10,63928496,64090255,-,0.0202266859
Ptprt,chr2,161521987,162661147,-,0.0201896631
Vgll2,chr10,52022501,52028471,+,0.0201723405
Otos,chr1,92644217,92648841,-,0.020160066
Mctp1,chr13,76384960,77031810,+,0.0201567259
9530080O11Rik,chr4,95959710,95967655,-,0.0200858706
Gm6116,chr5,74949193,74966368,+,0.0200349475
A330032B11Rik,chr19,37173842,37196541,+,0.0200289769
Slc28a2,chr2,122426476,122461130,+,0.0199867706
Nepn,chr10,52391607,52404604,+,0.0199771541
Khdrbs2,chr1,32172805,32657738,+,0.019973926
Sox14,chr9,99874105,99876170,-,0.019956344
Klhdc7b,chr15,89386890,89388708,+,0.0199499991
Gm12108,chr11,32095258,32101228,-,0.0199234039
Mill2,chr7,18839965,18858653,+,0.0199178451
Cyp2c70,chr19,40153360,40187286,-,0.0199178128
Gm11715,chr11,107157407,107167125,+,0.0199141539
Erbb4,chr1,68039965,69108059,-,0.0198992126
1700010B08Rik,chr2,173719414,173722086,+,0.0198991189
Ppbp,chr5,90768517,90770060,+,0.0198701882
Capns2,chr8,92901394,92902409,+,0.0198616257
Fam46d,chrX,107792589,107872911,+,0.0198552131
4930563M21Rik,chr9,55962588,55980932,-,0.0198498553
Olfr979,chr9,40000205,40001250,-,0.0198474667
Cd163l1,chr7,140218266,140231145,+,0.0198426084
Nkx3-2,chr5,41761482,41764220,-,0.0198232582
Alpk1,chr3,127670309,127780527,-,0.0198051961
Myl1,chr1,66924295,66945056,-,0.0197786563
Rdh16,chr10,127801152,127815839,+,0.0197361637
Hcar1,chr5,123876735,123880020,-,0.0197139608
Olfr772,chr10,129174050,129175054,-,0.0197136216
Ttc39d,chr17,80215913,80217936,+,0.019704982
Pcdhga6,chr18,37707228,37841870,+,0.0196979387
F2rl2,chr13,95696919,95702768,+,0.019678964
1700026J14Rik,chr6,48536581,48537474,-,0.0196741861
Dnm3,chr1,161987301,162478034,-,0.019659918
Cfap221,chr1,119923518,119995210,-,0.0196577983
Gm38415,chr8,71166043,71206948,-,0.0196365684
Kif4-ps,chr12,101145608,101149273,+,0.0195896735
Nr2e1,chr10,42561970,42583588,-,0.0195860262
4930513D17Rik,chr5,39461748,39603574,-,0.0195711768
Dnajb8,chr6,88222267,88223256,+,0.0195672078
Apol7e,chr15,77698888,77719288,+,0.0195647877
Banf2,chr2,144033101,144073979,+,0.019561431
Cyp2j13,chr4,96042659,96077540,-,0.0194916368
Gm13283,chr4,88760773,88761584,+,0.0194615506
Olfr881,chr9,37992491,37993439,+,0.0194531821
4930542D17Rik,chr16,50590502,50654166,+,0.0194307421
BC051665,chr13,60781886,60786364,-,0.0194120459
Gm1653,chr3,149274736,149279980,+,0.0193962769
Gprc6a,chr10,51614822,51631458,-,0.0193816284
Cldn34d,chrX,76582609,76602924,-,0.0193710611
Rnf186,chr4,138967111,138968366,+,0.0193706056
4931431C16Rik,chr5,35581226,35588763,-,0.0193670566
Gm13286,chr4,88757843,88758392,+,0.0193652051
Gm8234,chr3,58652041,58654041,+,0.0192830956
A330050F15Rik,chr17,69439325,69489233,+,0.0192657146
Slc22a1,chr17,12648874,12675838,-,0.0191958598
Acot5,chr12,84069324,84076019,+,0.0191847769
Mfsd6l,chr11,68556185,68558245,+,0.0191841177
Heatr9,chr11,83511678,83522099,-,0.0191774609
Tssk1,chr16,17894202,17895653,+,0.0191459292
Tmem150b,chr7,4706831,4725251,-,0.0191452099
Akap14,chrX,37150697,37168842,-,0.019141794
Camp,chr9,109847376,109849456,-,0.0191324753
Cnr2,chr4,135895188,135920219,+,0.0190811602
Agxt,chr1,93135239,93145421,+,0.0190569717
Mir8090,chr19,47755021,47755157,-,0.0190144854
Rgag1,chrX,143099593,143104335,+,0.0190126245
4933429K18Rik,chr19,45726554,45730558,-,0.0190035164
Cma2,chr14,55971427,55973995,+,0.0190012078
Gm16897,chr1,194955758,194976959,-,0.0189798605
D630041G03Rik,chr7,4467244,4470884,-,0.0189411211
4921529L05Rik,chr6,53978690,54017383,+,0.0189405965
Irf4,chr13,30749257,30766927,+,0.0188374499
AI646519,chr2,147361542,147362793,-,0.0187973142
Ifi202b,chr1,173962568,173982844,-,0.0187859574
Gm6588,chr5,112449425,112451738,+,0.0187783342
Gpr26,chr7,131966459,131985633,+,0.0187727061
4930595D18Rik,chr12,111159849,111184491,-,0.0187681797
Cfi,chr3,129836738,129875328,+,0.0187551942
Tmc2,chr2,130195193,130264445,+,0.0186005433
Nat3,chr8,67523853,67548627,+,0.0185835412
Fyb,chr15,6579846,6665608,+,0.0185832441
Mcoln2,chr3,146149832,146195512,+,0.0185832057
Sspn,chr6,145934146,145965225,+,0.0185560048
Olfr541,chr7,140704252,140705191,+,0.018545203
Tspan11,chr6,127887621,127953031,+,0.0185422659
Ankar,chr1,72642979,72700564,-,0.0185411429
Bmx,chrX,164192841,164258193,-,0.0185392978
Nmbr,chr10,14760288,14770556,+,0.0185359348
Klk1b5,chr7,44216474,44220703,+,0.0185352716
Gpr87,chr3,59178913,59195104,-,0.0184958066
Spam1,chr6,24791187,24801048,+,0.0184801156
Gm21057,chr7,80062709,80075257,-,0.0184747034
Shh,chr5,28456839,28467101,-,0.0184723867
Cftr,chr6,18170686,18322769,+,0.0184475097
Adgre4,chr17,55749983,55853662,+,0.0184070697
Ctnna3,chr10,63430097,65003667,+,0.0184014684
Slitrk2,chrX,66649317,66661402,+,0.0183714145
1500026H17Rik,chr10,89686362,89700866,+,0.0183194042
Hpd,chr5,123171806,123182686,-,0.0182924669
Ccl9,chr11,83572916,83578636,-,0.0182888404
2610016A17Rik,chr19,25671133,25672239,-,0.0182450038
Cyp2d12,chr15,82555097,82559413,+,0.0182373667
2010003K11Rik,chr19,4496787,4498583,-,0.0182364027
Sbspon,chr1,15853861,15892722,-,0.018228616
Cpa4,chr6,30568375,30591747,+,0.0181943441
Pabpn1l,chr8,122619470,122622735,-,0.0181603731
Olfr340,chr2,36452586,36453525,+,0.0181452827
Umodl1,chr17,30954682,31010710,+,0.0181450386
Daw1,chr1,83159761,83210572,+,0.0180878326
Fam219aos,chr4,41517436,41518929,+,0.0180814073
2900055J20Rik,chr18,40256961,40257687,+,0.0180394679
Lhx1os,chr11,84525659,84535831,+,0.0180084002
Arhgap27os3,chr11,103344752,103350126,+,0.0179988705
1700029N11Rik,chr13,44439726,44457567,+,0.0179904008
Cypt2,chrX,105499771,105500637,+,0.0179592029
Chrna6,chr8,27403211,27413944,-,0.0179579029
Mef2b,chr8,70152760,70167488,+,0.0179243709
Olfr288,chr15,98186012,98195542,-,0.0179095034
Ctla4,chr1,60909024,60915832,+,0.0178893843
C130026I21Rik,chr1,85246343,85270566,-,0.0178833747
Krt78,chr15,101946003,101954287,-,0.0178777192
Zar1,chr5,72577113,72581084,-,0.0178452036
Il10ra,chr9,45253838,45269146,-,0.0178064282
Gm5122,chr9,61017068,61019797,+,0.0177675811
Mpo,chr11,87793783,87804412,+,0.0177552045
Iqcf3,chr9,106543388,106561625,-,0.0177211931
Gm20753,chr1,106152624,106171524,-,0.0177104201
Cyp4a31,chr4,115563648,115579015,+,0.0177082157
C2cd4d,chr3,94362443,94364567,+,0.0177008447
Il15ra,chr2,11705292,11733985,+,0.0176920181
G6bos,chr17,35064436,35065596,+,0.0176798311
Israa,chr14,25603512,25605636,+,0.0176687375
Cyp2c39,chr19,39510821,39568529,+,0.0176309968
Tg,chr15,66670769,66850720,+,0.0175975874
Pde4b,chr4,102254741,102607262,+,0.0175903225
4932435O22Rik,chr11,114413404,114448860,-,0.017588518
Ccdc83,chr7,90223877,90265432,-,0.0175800347
Mlip,chr9,77102083,77347870,-,0.0175791457
AU022754,chr15,85581141,85593708,+,0.0175453986
Prelp,chr1,133910303,133921401,-,0.0175325103
Gm10635,chr9,79444036,79519302,-,0.0174869158
Eppin,chr2,164588342,164593571,-,0.0174824322
Pakap,chr4,57568247,57896984,+,0.0174728164
Psmb11,chr14,54625309,54629556,+,0.017452654
Olfr874,chr9,37746135,37747068,+,0.017437791
Maf,chr8,115703252,115706894,-,0.0174251204
Slc2a13,chr15,91267690,91573261,-,0.0174150142
Proz,chr8,13060907,13075006,+,0.0174125338
Pebp4,chr14,69840406,70059918,+,0.0174066433
Pvalb,chr15,78191117,78206351,-,0.017395951
Nr5a1,chr2,38692659,38714542,-,0.0173646425
D830005E20Rik,chr10,33222344,33256357,-,0.01728398
Tnn,chr1,160085031,160153575,-,0.0172685679
Calcrl,chr2,84330626,84425266,-,0.0172610455
Tekt4,chr17,25471589,25476594,+,0.0172437018
Ceacam9,chr7,16721928,16726110,+,0.0172194692
Cys1,chr12,24665837,24681795,-,0.0172095871
Tas2r139,chr6,42140935,42141895,+,0.0171845606
Lrfn5,chr12,61524631,61845258,+,0.0171535472
4930455B14Rik,chr14,8666389,8673378,+,0.0171257674
Cel,chr2,28555819,28563362,-,0.0171203949
Ankrd63,chr2,118699102,118703963,-,0.0170554626
Cnfn,chr7,25367615,25369724,-,0.0170447858
Aif1,chr17,35170991,35176001,-,0.0169545355
Sh2d2a,chr3,87846754,87855722,+,0.016921292
Gm13547,chr2,29761527,29764089,+,0.016913827
Csf2rb2,chr15,78282507,78305721,-,0.0169117752
Prm2,chr16,10791380,10792097,-,0.0169017648
Col12a1,chr9,79598986,79718722,-,0.0168749032
