name,chr,start,end,strand,RPK
Ncs1,chr2,31245422,31246422,+,163.3330786613
P3h4,chr11,100414319,100415319,-,163.323417641
Rhbdd1,chr1,82316078,82317078,+,163.2924431453
Psd4,chr2,24384896,24385896,+,163.1715770992
Fam210b,chr2,172345076,172346076,+,163.0876026273
Cryga,chr1,65102863,65103863,-,163.029927971
Slc15a1,chr14,121504754,121505754,-,162.9159005675
Gm12238,chr11,55482205,55483205,+,162.7634082724
March2,chr17,33718177,33719177,-,162.7312998146
Tlr2,chr3,83841108,83842108,-,162.6238265046
Arhgef19,chr4,141242383,141243383,+,162.4868851812
Slc25a35,chr11,68967630,68968630,+,162.4514075309
2510009E07Rik,chr16,21694165,21695165,-,162.2560611053
Cdkl5,chrX,160994181,160995181,-,162.2454061654
Tmem173,chr18,35740054,35741054,-,162.1453921134
5330411J11Rik,chr2,59386182,59387182,-,162.127672851
Cxx1c,chrX,53607421,53608421,+,161.9278961635
Myb,chr10,21160484,21161484,-,161.9222763889
Cpeb4,chr11,31870439,31871439,+,161.890951291
Ccdc102a,chr8,94917598,94918598,-,161.8689959972
Aak1,chr6,86849016,86850016,+,161.6946513683
Slc16a6,chr11,109473096,109474096,-,161.6199425965
Nhlrc3,chr3,53462758,53463758,-,161.5838407115
Notch2,chr3,98013037,98014037,+,161.5653043973
Arl4c,chr1,88701691,88702691,-,161.518875255
Wdr60,chr12,116262525,116263525,-,161.5154443516
Gstt2,chr10,75834381,75835381,-,161.4020761688
Fkbp1b,chr12,4841095,4842095,-,161.4000572075
Ccnj,chr19,40830778,40831778,+,161.196172537
Dusp19,chr2,80616713,80617713,+,161.1589424247
Slco4a1,chr2,180460477,180461477,+,161.1553699032
Hipk3,chr2,104493989,104494989,-,161.0955800799
Rhov,chr2,119270726,119271726,-,161.0823567913
Zfp182,chrX,21061538,21062538,-,161.0004143678
Rdh10,chr1,16105381,16106381,+,160.9320049369
Dmgdh,chr13,93673935,93674935,+,160.7592513063
Foxo6,chr4,120286761,120287761,-,160.7394493321
Rasgef1a,chr6,118065884,118066884,+,160.664224371
Arhgap4,chrX,73910798,73911798,-,160.597041293
Sclt1,chr3,41742014,41743014,-,160.5880485011
Gm10324,chr13,66112952,66113952,+,160.5145636396
Inpp5f,chr7,128610864,128611864,+,160.3839158858
Klhl18,chr9,110476194,110477194,-,160.3798183668
Foxi3,chr6,70956105,70957105,+,160.2999264867
Ttll13,chr7,80245875,80246875,+,160.190547402
Sap18,chr14,57797688,57798688,+,160.1413301848
Ldhal6b,chr17,5418267,5419267,-,159.9741058603
Spin2c,chrX,153831792,153832792,+,159.9679953421
Ttpa,chr4,20007927,20008927,+,159.9232153094
Pip4k2a,chr2,18997621,18998621,-,159.8835911196
Slc35f5,chr1,125560515,125561515,+,159.8191259054
Zfp583,chr7,6329934,6330934,-,159.7160447679
Syngr4,chr7,45896211,45897211,-,159.6895448445
Rmdn2,chr17,79614399,79615399,+,159.5901637771
Stx1a,chr5,135023071,135024071,+,159.5608707245
Amn1,chr6,149188212,149189212,-,159.5521306367
Sh3pxd2b,chr11,32347310,32348310,+,159.5406506322
Prr19,chr7,25300858,25301858,+,159.4406916716
Stom,chr2,35336509,35337509,-,159.4071648696
Gnb1l,chr16,18498212,18499212,+,159.3640332054
Spats2l,chr1,57774360,57775360,+,159.2665660964
Ulbp1,chr10,7472977,7473977,-,159.2080097698
Wbp2nl,chr15,82298483,82299483,+,159.1845414496
Zfp111,chr7,24207649,24208649,-,158.8339473526
F3,chr3,121723036,121724036,+,158.7052397292
Rims2,chr15,39197785,39198785,+,158.6575972487
Trappc9,chr15,73060704,73061704,-,158.5687347097
Ptar1,chr19,23686899,23687899,+,158.3686983664
Xndc1,chr7,102064990,102065990,+,158.2491123828
Inhbb,chr1,119421748,119422748,-,158.1990809841
Zfp429,chr13,67399267,67400267,-,158.1916982172
Arhgap10,chr8,77517407,77518407,-,158.1790701827
Lhx6,chr2,36104908,36105908,-,158.1179260509
Dgat2,chr7,99182213,99183213,-,158.0549117809
Rfesd,chr13,76018212,76019212,-,157.9992811606
Urgcp,chr11,5761876,5762876,-,157.9671193953
Mmp15,chr8,95351836,95352836,+,157.9663886898
Efemp1,chr11,28852704,28853704,+,157.9536563539
Galns,chr8,122610987,122611987,-,157.9154555867
Zfp46,chr4,136285568,136286568,+,157.8371920009
2210404O09Rik,chr17,21909426,21910426,-,157.8080595541
Zfp772,chr7,7209498,7210498,-,157.7043880657
Arhgef17,chr7,100931661,100932661,-,157.6912608565
Hemk1,chr9,107337850,107338850,-,157.6890206759
Hdac11,chr6,91156314,91157314,+,157.6366747535
D630023F18Rik,chr1,65122714,65123714,-,157.6275616151
Trim12a,chr7,104314995,104315995,-,157.5106786451
Mpp7,chr18,7626363,7627363,-,157.4418012474
Dexi,chr16,10542554,10543554,-,157.3037344756
Hist3h2a,chr11,58954184,58955184,+,157.2543590755
Prss41,chr17,23843656,23844656,-,157.1749283687
Akap9,chr5,3927685,3928685,+,157.1745780185
Sorbs1,chr19,40513312,40514312,-,157.0722233327
Usp27x,chrX,7375330,7376330,-,156.9603707331
Mkl2,chr16,13255980,13256980,+,156.8256981447
Ube2v2,chr16,15594018,15595018,-,156.8078192681
Fgfr2,chr7,130266308,130267308,-,156.8033646315
Mfsd7b,chr1,191025690,191026690,-,156.7458252788
H2-Bl,chr17,36083749,36084749,-,156.5912209216
Tnrc6b,chr15,80710812,80711812,+,156.5843073281
Tmem59l,chr8,70486858,70487858,-,156.5369061869
Sema4a,chr3,88460682,88461682,-,156.5064147492
Sfmbt1,chr14,30714348,30715348,+,156.4310637896
Ift122,chr6,115853027,115854027,+,156.2142071568
Naif1,chr2,32449956,32450956,+,156.1963233551
Tstd1,chr1,171418532,171419532,+,156.0796972713
Zfp952,chr17,32992638,32993638,+,155.9821614198
2310010G23Rik,chrX,36816700,36817700,-,155.9755371272
Stard8,chrX,99042080,99043080,+,155.9255971621
Fgf13,chrX,59585072,59586072,-,155.9029088022
2810408A11Rik,chr11,69900486,69901486,-,155.8776906577
Elmo1,chr13,20090006,20091006,+,155.6972399695
AI987944,chr7,41392879,41393879,-,155.6798004316
Zfp58,chr13,67500022,67501022,-,155.6792932157
Zbtb3,chr19,8801995,8802995,+,155.6014798081
6330416G13Rik,chr4,63559859,63560859,+,155.3656712503
Cgref1,chr5,30944980,30945980,-,155.3416471321
Gm3336,chr8,70718042,70719042,+,155.3170793435
Plac8,chr5,100571705,100572705,-,155.2401387442
Pkd1l2,chr8,117081949,117082949,-,155.1810206723
Farp1,chr14,121035073,121036073,+,155.1083026306
1110059G10Rik,chr9,122950500,122951500,-,154.8508756808
Lnp,chr2,74578448,74579448,-,154.8332973043
Olfm1,chr2,28192592,28193592,+,154.8306551184
Kcnab3,chr11,69325757,69326757,+,154.7416465975
Rab6b,chr9,103111573,103112573,+,154.678129011
Gm3143,chr3,34716162,34717162,-,154.4620833665
Zswim6,chr13,107889564,107890564,-,154.4363489355
Pctp,chr11,90002394,90003394,-,154.3996270187
Abca1,chr4,53159395,53160395,-,154.355027166
Ppp1r26,chr2,28447440,28448440,+,154.2697627865
Qpct,chr17,79051405,79052405,+,154.2038660877
Coq10a,chr10,128369537,128370537,-,154.0378224214
Aebp1,chr11,5861365,5862365,+,154.018930199
Snord35b,chr7,45122611,45123611,-,153.9984146679
Mettl21a,chr1,64616668,64617668,-,153.9718934624
Slc5a1,chr5,33103718,33104718,+,153.9599330844
Agap1,chr1,89454310,89455310,+,153.8615518432
Zbtb26,chr2,37442621,37443621,-,153.8073414803
Cgrrf1,chr14,46831743,46832743,+,153.766254372
Eomes,chr9,118477688,118478688,+,153.7648210064
Rpgrip1,chr14,52110402,52111402,+,153.6694661471
Lenep,chr3,89402150,89403150,-,153.6394194285
Tada1,chr1,166378666,166379666,+,153.5503905911
Gmpr,chr13,45506943,45507943,+,153.4459874229
Cyth1,chr11,118248092,118249092,-,153.3866878811
Cryge,chr1,65050663,65051663,-,153.3688670954
Fkbp10,chr11,100415193,100416193,+,153.3221360718
Zfp931,chr2,178077925,178078925,-,153.3153094376
Pde4dip,chr3,97888207,97889207,-,153.2741670425
Pdcl2,chr5,76330611,76331611,-,153.1675009957
Chst3,chr10,60218760,60219760,-,153.1536814731
Mal,chr2,127656195,127657195,-,153.0969555253
Eno2,chr6,124769173,124770173,-,153.0735215825
Emp3,chr7,45920926,45921926,-,153.0185481626
Bik,chr15,83526361,83527361,+,152.8363405389
Phf21b,chr15,84855629,84856629,-,152.8183935054
Mtrf1l,chr10,5823443,5824443,-,152.7324731441
Unkl,chr17,25187899,25188899,+,152.683452874
3830417A13Rik,chrX,64173047,64174047,+,152.5735533448
Usp13,chr3,32817125,32818125,+,152.3751771015
Atp2a3,chr11,72960668,72961668,+,152.3737131729
Pla2g5,chr4,138862969,138863969,-,152.1766813923
Stau2,chr1,16518802,16519802,-,152.1756132772
Tom1l2,chr11,60352405,60353405,-,152.1012406089
Tbc1d9,chr8,83164851,83165851,+,152.1010337616
Zfp579,chr7,4995601,4996601,-,151.9892610306
Mxra7,chr11,116827546,116828546,-,151.9040222885
Bmf,chr2,118549178,118550178,-,151.8657967267
Slc26a11,chr11,119355056,119356056,+,151.8578980366
Slc30a7,chr3,116006906,116007906,-,151.8332121728
Zfp873,chr10,82047626,82048626,+,151.8156086239
Hook3,chr8,26118724,26119724,-,151.8129658943
Socs1,chr16,10785036,10786036,-,151.7405663254
App,chr16,85173207,85174207,-,151.7367255774
Polg2,chr11,106779037,106780037,-,151.7288117635
Sec22c,chr9,121704529,121705529,-,151.70995214
Cux1,chr5,136566990,136567990,-,151.4940762276
Lpar2,chr8,69822064,69823064,+,151.4283369463
Mtif3,chr5,146963297,146964297,-,151.2900262515
Zfp82,chr7,30072323,30073323,-,151.2718226884
H2-T3,chr17,36189651,36190651,-,151.2506622583
Zfp606,chr7,12477804,12478804,+,151.097015615
Il17ra,chr6,120462696,120463696,+,151.0173540956
Car11,chr7,45699466,45700466,+,150.9409018126
C87436,chr6,86437897,86438897,+,150.8998783393
Plekhm3,chr1,64956324,64957324,-,150.891995066
1700001O22Rik,chr2,30803164,30804164,-,150.7899408764
Muc1,chr3,89228555,89229555,+,150.6954715813
Gm6682,chr12,4781669,4782669,+,150.4810205296
Ern1,chr11,106487296,106488296,-,150.4066165767
Hspb6,chr7,30552801,30553801,+,150.349473861
Golga1,chr2,39065041,39066041,-,150.1920623741
Lef1,chr3,131109796,131110796,+,150.1906341034
Col5a1,chr2,27885924,27886924,+,149.9888442275
Rnf165,chr18,77564636,77565636,-,149.9087589235
9630028I04Rik,chr17,27247566,27248566,-,149.8723118863
Tirap,chr9,35199791,35200791,-,149.8475320944
Nmnat1,chr4,149484642,149485642,-,149.8394025727
Wrn,chr8,33385027,33386027,-,149.7924278421
Efcab11,chr12,99882942,99883942,-,149.726505766
Dmpk,chr7,19083348,19084348,+,149.6368957244
Sri,chr5,8045577,8046577,+,149.6362125402
Kcnd1,chrX,7823258,7824258,+,149.5331244193
6330410L21Rik,chr3,129753257,129754257,+,149.4991953186
Pigg,chr5,108312424,108313424,+,149.4844328359
Naa11,chr5,97391830,97392830,-,149.3213690917
Patl2,chr2,122185689,122186689,-,149.3125976178
Sipa1,chr19,5663207,5664207,-,149.2836319966
Proca1,chr11,78192891,78193891,+,149.2625688842
Fuom,chr7,140101941,140102941,-,149.2225867155
Clip1,chr5,123683861,123684861,-,149.1957982787
Col5a3,chr9,20814534,20815534,-,149.1859944107
Gm6880,chrX,74480899,74481899,-,149.1056361161
Fam212a,chr9,107985416,107986416,-,149.0545906954
Mafa,chr15,75747422,75748422,-,148.969001455
BC029722,chr2,155818703,155819703,-,148.7359195162
Acvr2a,chr2,48813608,48814608,+,148.6974521413
Mylip,chr13,45389241,45390241,+,148.6799925219
Cpd,chr11,76846508,76847508,-,148.458908667
Tceanc2,chr4,107177866,107178866,-,148.450064963
Zfp235,chr7,24133662,24134662,+,148.3969478515
Rasa2,chr9,96631003,96632003,-,148.2786620099
Dzip1l,chr9,99629094,99630094,+,148.2293263588
Xkr5,chr8,18950475,18951475,-,147.8943242469
Sptbn2,chr19,4710722,4711722,+,147.8922636148
Cryab,chr9,50750824,50751824,+,147.7144343167
Gm11545,chr11,94760682,94761682,-,147.6025552568
Fam26e,chr10,34096019,34097019,-,147.36597486
Cblc,chr7,19796309,19797309,-,147.2464967218
Zfp319,chr8,95331450,95332450,-,147.1213017374
Ehhadh,chr16,21787334,21788334,-,147.0492258948
Otx2,chr14,48667144,48668144,-,146.8038712856
Zfp874b,chr13,67483753,67484753,-,146.6563871738
Rad9b,chr5,122353695,122354695,-,146.582989654
Ggnbp1,chr17,27017534,27018534,+,146.5333439454
Chd7,chr4,8689905,8690905,+,146.5010265612
5530601H04Rik,chrX,105069624,105070624,-,146.4834265149
Slc41a3,chr6,90604379,90605379,+,146.3857851599
Fermt3,chr19,7018969,7019969,-,146.3674592443
Adam23,chr1,63445403,63446403,+,146.3377261682
Atf3,chr1,191182833,191183833,-,146.3112711211
Adam11,chr11,102760938,102761938,+,146.1038017953
Abhd14b,chr9,106448139,106449139,+,146.0872954092
Rgs12,chr5,34948947,34949947,+,145.9151420093
Spaca6,chr17,17830474,17831474,+,145.8440917996
Iba57,chr11,59163245,59164245,-,145.831368174
Tmem45a,chr16,56885663,56886663,-,145.8239889337
Grrp1,chr4,134253606,134254606,-,145.684723115
Gm15800,chr5,121219718,121220718,+,145.5852584006
Dynlt1b,chr17,6429611,6430611,+,145.5841607868
Tmem88,chr11,69397734,69398734,-,145.5773419008
Exoc8,chr8,124897205,124898205,-,145.5470665872
Dio3,chr12,110278729,110279729,+,145.5151154445
Vps13a,chr19,16780433,16781433,-,145.4448450073
BC026585,chr1,157458081,157459081,+,145.3101388941
Smim10l2a,chrX,56374085,56375085,+,145.2949134645
Parva,chr7,112427205,112428205,+,145.2888184301
Flt3l,chr7,45135932,45136932,-,145.1002612253
Ifngr1,chr10,19591457,19592457,+,145.0899266809
Wdr81,chr11,75454217,75455217,-,145.0228556757
Aif1l,chr2,31949802,31950802,+,144.96516495
Mapk15,chr15,75993268,75994268,+,144.8418236112
Ttpal,chr2,163601813,163602813,+,144.6724673857
Afap1l2,chr19,57008075,57009075,-,144.5358321627
Platr20,chr11,51219918,51220918,-,144.4830768519
Rftn1,chr17,50189997,50190997,-,144.4126613902
Ankrd50,chr3,38484316,38485316,-,144.3179528008
Tnfaip8,chr18,49978926,49979926,+,144.3148260272
Il17rc,chr6,113470954,113471954,+,144.1764322742
Snhg18,chr15,32244162,32245162,-,144.0708655085
Neurl1a,chr19,47178319,47179319,+,144.0586387775
Zfp882,chr8,71908105,71909105,+,144.037362595
Fzd9,chr5,135250547,135251547,-,143.992929512
Plxdc1,chr11,97985946,97986946,-,143.8451156197
Wipi1,chr11,109610889,109611889,-,143.7958034244
Tmem106a,chr11,101581741,101582741,+,143.6337660882
Arhgap30,chr1,171388459,171389459,+,143.5430498537
Lats2,chr14,57745623,57746623,-,143.5191302148
Ttll3,chr6,113388759,113389759,+,143.4093673679
Kank4,chr4,98817037,98818037,-,143.4042143969
Gm38509,chr3,34771574,34772574,+,143.3386227066
Rasl11b,chr5,74194825,74195825,+,143.2925469099
Nt5m,chr11,59847572,59848572,+,143.2180079218
AU040320,chr4,126753054,126754054,+,143.1917267814
Lrrc20,chr10,61475332,61476332,+,143.14974329
Setmar,chr6,108064544,108065544,+,142.9610351064
Tiam2,chr17,3326072,3327072,+,142.9253817489
Dnajc5g,chr5,31107818,31108818,+,142.8742366399
Cyp4f39,chr17,32452222,32453222,+,142.7875131661
Col4a2,chr8,11312328,11313328,+,142.7649681646
Lat,chr7,126369034,126370034,-,142.5054706966
Ifnar2,chr16,91372282,91373282,+,142.4923740459
4930402H24Rik,chr2,130839610,130840610,-,142.3395637119
Klf7,chr1,64120889,64121889,-,142.2591470527
Kdf1,chr4,133518462,133519462,+,142.2580186847
Rasa3,chr8,13677087,13678087,-,142.2572803553
1700030J22Rik,chr8,116978443,116979443,-,142.251617098
Hsd17b7,chr1,169968705,169969705,-,142.2483767492
Smim13,chr13,41249343,41250343,+,142.1162719346
B4galt2,chr4,117882976,117883976,-,142.0248119581
Sppl2a,chr2,126932735,126933735,-,141.9926368227
Arhgef26,chr3,62338276,62339276,+,141.9359173409
Pcnx,chr12,81859529,81860529,+,141.7900799802
Tctn3,chr19,40611715,40612715,-,141.771264586
A130010J15Rik,chr1,193172968,193173968,+,141.533494919
Tnnc2,chr2,164779234,164780234,-,141.4559526955
Amhr2,chr15,102444866,102445866,+,141.2556219832
Rsl1,chr13,67172681,67173681,+,141.2246598895
Gimap9,chr6,48675634,48676634,+,141.0766364831
Ccdc8,chr7,16994087,16995087,+,140.9530678617
Lmo1,chr7,109174707,109175707,-,140.9127775421
Rab13,chr3,90213214,90214214,+,140.8941935747
C1s1,chr6,124541859,124542859,-,140.8728628052
Sh3d21,chr4,126162841,126163841,-,140.868072759
Zfp189,chr4,49520675,49521675,+,140.6981758086
Lmbr1,chr5,29377890,29378890,-,140.617656035
Gm14295,chr2,176798099,176799099,+,140.59771697
Relt,chr7,100862913,100863913,-,140.5760482974
Dpysl5,chr5,30711394,30712394,+,140.3985397845
Arid3a,chr10,79926542,79927542,+,140.3893062536
Paqr8,chr1,20890121,20891121,+,140.3780050338
Camta2,chr11,70687605,70688605,-,140.3645798457
Kank4os,chr4,98793267,98794267,+,140.2236207815
Cep97,chr16,55934348,55935348,-,140.1878251166
Nsg2,chr11,31999918,32000918,+,140.0266357335
Wdr54,chr6,83155879,83156879,-,139.9887580157
Usp20,chr2,30981778,30982778,+,139.9718491358
9930012K11Rik,chr14,70159002,70160002,-,139.8308136245
1110019D14Rik,chr6,13871068,13872068,+,139.8124503594
1700007L15Rik,chr16,33380236,33381236,-,139.7789680376
H2-Q4,chr17,35379116,35380116,+,139.7038670457
Zfp119b,chr17,55944759,55945759,-,139.6389853183
B230217C12Rik,chr11,97840279,97841279,+,139.6313201062
Sirt5,chr13,43370215,43371215,+,139.6173002455
Eda,chrX,99975105,99976105,+,139.6033133813
Kif7,chr7,79713686,79714686,-,139.5847963227
C330018D20Rik,chr18,56974879,56975879,-,139.5137766018
Apoo,chrX,94366609,94367609,+,139.4523967291
Tcf4,chr18,69343991,69344991,+,139.4477812484
Slc35d1,chr4,103214384,103215384,-,139.4091130381
Wdr25,chr12,108893771,108894771,+,139.3814861336
Calhm2,chr19,47137794,47138794,-,139.3689736307
Klhl28,chr12,64965036,64966036,-,139.3518187033
Odf2l,chr3,145118088,145119088,+,139.3224445794
Casz1,chr4,148803891,148804891,+,139.2879853973
Prkdc,chr16,15637365,15638365,+,139.1688127532
Bambi,chr18,3507456,3508456,+,139.1355767531
Zfp661,chr2,127584177,127585177,-,139.1261392391
Cyld,chr8,88696527,88697527,+,139.1144970036
Vps13b,chr15,35371045,35372045,+,138.9785599762
Dact1,chr12,71309383,71310383,+,138.9783241959
Magea5,chrX,155061053,155062053,-,138.9429798178
Dpysl4,chr7,139085500,139086500,+,138.9172373317
Agl,chr3,116807666,116808666,-,138.8925118482
Zdhhc1,chr8,105496370,105497370,-,138.890093826
Cep290,chr10,100487788,100488788,+,138.8283669007
Nadsyn1,chr7,143822352,143823352,-,138.8246085982
8430419L09Rik,chr6,135197486,135198486,+,138.6811633073
Amotl1,chr9,14614500,14615500,-,138.5511890657
Cep126,chr9,8133794,8134794,-,138.5184943669
Cish,chr9,107296188,107297188,+,138.4452237994
Galc,chr12,98258959,98259959,-,138.421254045
Trim63,chr4,134314619,134315619,+,138.4143448958
Tspan15,chr10,62230718,62231718,-,138.3076650395
Ppm1n,chr7,19279549,19280549,-,138.2651933322
Rhoq,chr17,86962610,86963610,+,138.1989098731
3830406C13Rik,chr14,12283702,12284702,+,138.0744166864
Mir3061,chr11,52126245,52127245,+,138.0658901926
Mir7679,chr11,82984565,82985565,-,138.0526777269
Rtn4rl1,chr11,75193492,75194492,+,138.0422640877
Zfp53,chr17,21488487,21489487,+,137.9610486945
Dpcr1,chr17,35643195,35644195,-,137.8633339952
Fam78a,chr2,32083205,32084205,-,137.7108415029
Slc16a13,chr11,70220494,70221494,-,137.7005646429
Mir1291,chr15,98519378,98520378,-,137.6910321636
Neil3,chr8,53638565,53639565,-,137.6162428469
Afap1,chr5,35892818,35893818,+,137.4980403388
Ficd,chr5,113735281,113736281,+,137.3876248866
Myh7b,chr2,155610742,155611742,+,137.3666670526
Lrp3,chr7,35214845,35215845,-,137.3270618411
Ngly1,chr14,16248813,16249813,+,137.2554632802
Rnd1,chr15,98676961,98677961,-,137.196013059
Ranbp6,chr19,29812474,29813474,-,137.1397627414
Sycp1,chr3,102935600,102936600,-,137.0894942349
Fam132a,chr4,155961811,155962811,+,137.0551562158
Gm9,chrX,37210541,37211541,-,137.0129327848
Ercc6,chr14,32513020,32514020,+,136.9934687318
Rpl34,chr3,130729898,130730898,-,136.9679664041
DQ267100,chr12,109649116,109650116,+,136.9583744871
Slc1a3,chr15,8710307,8711307,-,136.8094973272
Klhl42,chr6,147090574,147091574,+,136.6147491641
2810002D19Rik,chr2,94406206,94407206,+,136.529803628
Ano8,chr8,71485567,71486567,-,136.4901681132
Shroom4,chrX,6399644,6400644,+,136.4387012648
Ltbr,chr6,125313370,125314370,-,136.4254800814
Adamts14,chr10,61272938,61273938,-,136.3762532479
Maff,chr15,79346120,79347120,+,136.3254967717
Acaa1b,chr9,119156593,119157593,-,136.2440191724
Grik5,chr7,25071869,25072869,-,136.0378032473
Mef2a,chr7,67372358,67373358,-,136.0254390477
Ctf1,chr7,127712235,127713235,+,135.9461454356
Syt3,chr7,44383625,44384625,+,135.9395802462
Afap1l1,chr18,61786162,61787162,-,135.9364401262
Pla2g16,chr19,7556958,7557958,+,135.934876367
Des,chr1,75359791,75360791,+,135.7679543717
Zdhhc23,chr16,43978550,43979550,-,135.7457220545
Rab38,chr7,88429772,88430772,+,135.7344534786
Nuak2,chr1,132315624,132316624,+,135.4860739988
Lzts3,chr2,130642344,130643344,-,135.4795725303
Zfp120,chr2,150136178,150137178,-,135.4663767797
Sh3yl1,chr12,30911168,30912168,+,135.343392171
Adcy3,chr12,4132896,4133896,+,135.1265914761
Zdhhc21,chr4,82859161,82860161,-,135.1178154422
Mmd,chr11,90248975,90249975,+,135.1080884639
Zfp758,chr17,22360952,22361952,+,135.0837921351
Gm608,chr16,44172896,44173896,+,135.0713714955
2810001G20Rik,chr11,64078983,64079983,+,135.0229137077
Susd4,chr1,182764405,182765405,+,135.0215654315
Gstm5,chr3,107895353,107896353,+,134.7368921037
Ddx43,chr9,78395276,78396276,+,134.6958285523
Itgal,chr7,127295759,127296759,+,134.6348194544
Atg4c,chr4,99193433,99194433,+,134.4631310407
G0s2,chr1,193272688,193273688,-,134.3610403121
Zzef1,chr11,72795725,72796725,+,134.1491452037
Igflr1,chr7,30564926,30565926,+,134.1360949157
Apobr,chr7,126584507,126585507,+,134.0844516096
Sp5,chr2,70474422,70475422,+,134.0442021942
Tyw3,chr3,154596598,154597598,-,134.0236081343
Cd74,chr18,60803348,60804348,+,134.0216191751
Mgat5b,chr11,116918362,116919362,+,133.9713985236
Adcy2,chr13,68999041,69000041,-,133.969101385
Micu2,chr14,57998762,57999762,-,133.8788116641
Tspan6,chrX,133897929,133898929,-,133.7800649783
Rac2,chr15,78572283,78573283,-,133.6932428723
Nucb2,chr7,116503868,116504868,+,133.6451176209
Fbxl20,chr11,98149116,98150116,-,133.5866754714
Rcor3,chr1,192137540,192138540,-,133.447422994
Trim7,chr11,48825637,48826637,+,133.4472766864
Prdm1,chr10,44458248,44459248,-,133.4144877031
Vamp4,chr1,162570327,162571327,+,133.2677723068
Evc,chr5,37336381,37337381,-,133.2609635574
Rwdd2a,chr9,86571487,86572487,+,133.254641995
Csgalnact2,chr6,118138640,118139640,-,133.1233070262
Hdac10,chr15,89128200,89129200,-,132.9764056527
Rbm44,chr1,91144602,91145602,+,132.9626523572
Dynlt1a,chr17,6316974,6317974,-,132.9377719928
Cdk5r2,chr1,74854528,74855528,+,132.9196688469
Gipc2,chr3,152165400,152166400,-,132.8944412306
Ccdc126,chr6,49318852,49319852,+,132.818292111
Chid1,chr7,141539357,141540357,-,132.7936098657
Ccl27a,chr4,41773676,41774676,-,132.68214308
P3h3,chr6,124857187,124858187,-,132.4175290212
6720489N17Rik,chr13,62623682,62624682,-,132.0988900419
Cnot6l,chr5,96161490,96162490,-,132.0969766555
D17H6S53E,chr17,35125901,35126901,+,132.0961244209
Ankrd39,chr1,36546701,36547701,-,131.920118669
Lfng,chr5,140606840,140607840,+,131.8422597498
Zfp946,chr17,22423767,22424767,+,131.7554957528
Nkiras1,chr14,18270641,18271641,+,131.747799485
P4ha2,chr11,54100423,54101423,+,131.7042994777
Fahd2a,chr2,127444065,127445065,-,131.6800465176
Hdac7,chr15,97844002,97845002,-,131.5927015829
Lctl,chr9,64116646,64117646,+,131.5906523289
Tead3,chr17,28350305,28351305,-,131.4490734102
Ly6g6d,chr17,35073964,35074964,-,131.3802578494
Gpx8,chr13,113045888,113046888,-,131.3720282606
Ptges3l,chr11,101424833,101425833,-,131.2990584549
Npr3,chr15,11906871,11907871,-,131.2989841136
Ankrd13d,chr19,4282637,4283637,-,131.2146057575
Nkx1-2,chr7,132599137,132600137,-,131.2108249342
Akap7,chr10,25298663,25299663,-,131.0399643982
4932438A13Rik,chr3,36862605,36863605,+,130.8745769899
Insr,chr8,3279117,3280117,-,130.8411726823
Akap13,chr7,75455033,75456033,+,130.8374338263
B3galt6,chr4,155992178,155993178,-,130.7176663683
Znf41-ps,chr4,145789014,145790014,+,130.7079289145
Tsx,chrX,103413966,103414966,+,130.6655994953
Fam120aos,chr13,48967611,48968611,+,130.4995093396
3110009E18Rik,chr1,120120686,120121686,+,130.4397951438
Arntl2,chr6,146805029,146806029,+,130.4038243227
Spag1,chr15,36179029,36180029,+,130.3584266262
Dusp18,chr11,3894739,3895739,+,130.3119481651
Serinc2,chr4,130275086,130276086,-,130.1044883732
Rab3b,chr4,108878569,108879569,+,130.1032308537
Slc26a6,chr9,108853542,108854542,+,130.0973366458
Macrod1,chr19,7056267,7057267,+,130.0558879518
Zfp382,chr7,30121447,30122447,+,130.0499820509
Fbxl4,chr4,22357042,22358042,+,129.8814870095
Trip11,chr12,101912671,101913671,-,129.6730298503
Cgnl1,chr9,71771102,71772102,-,129.638748226
Uchl4,chr9,64234700,64235700,+,129.6150134751
Mbnl1,chr3,60472329,60473329,+,129.6027499855
Sort1,chr3,108283563,108284563,+,129.5532682077
Gpr137b-ps,chr13,12649895,12650895,-,129.4048017368
4930519F16Rik,chrX,103256106,103257106,-,129.2247382311
Evi5l,chr8,4166066,4167066,+,129.1283419149
Nudt13,chr14,20294189,20295189,+,129.0733612069
4930432K21Rik,chr8,84147537,84148537,+,129.0458860857
Cnga3,chr1,37217777,37218777,+,129.0393230716
Anxa1,chr19,20390171,20391171,-,128.9381261103
Efnb3,chr11,69559737,69560737,-,128.8268418971
Elf1,chr14,79480693,79481693,+,128.8255816675
Vps13d,chr4,145194505,145195505,-,128.7098512609
Bin1,chr18,32376716,32377716,+,128.4002780451
Platr21,chrX,139357238,139358238,-,128.3919061758
Plekhm2,chr4,141663615,141664615,-,128.3895370186
Casd1,chr6,4600565,4601565,+,128.3143327576
Tceal7,chrX,136223540,136224540,+,128.2905429804
Klk13,chr7,43712066,43713066,+,128.25748583
Dusp28,chr1,92906488,92907488,+,128.2535985006
Entpd7,chr19,43689188,43690188,+,128.2474085343
Six5,chr7,19094043,19095043,+,128.2052678623
Aldh5a1,chr13,24937161,24938161,-,128.1060622105
Adap2,chr11,80153661,80154661,+,128.1055023513
Fndc4,chr5,31295377,31296377,-,128.0851259915
