name,chr,start,end,strand,RPK
Cenpa,chr5,30666385,30667385,+,4280.8552430789
Nmd3,chr3,69721554,69722554,+,4279.3946927599
Bag1,chr4,40947794,40948794,-,4277.4437085504
Ndufa5,chr6,24527187,24528187,-,4275.1328799757
Gsk3a,chr7,25237351,25238351,-,4274.3353106291
Utp11l,chr4,124693054,124694054,-,4273.0984134313
Tcea3,chr4,136247456,136248456,+,4267.6769181779
Smarca5,chr8,80738959,80739959,-,4262.1881863524
Hars,chr18,36782705,36783705,-,4251.7585303765
Mad2l1,chr6,66534967,66535967,+,4250.9288333108
Exosc5,chr7,25658652,25659652,+,4247.6703365015
Sephs2,chr7,127273559,127274559,-,4240.8387140746
Brk1,chr6,113604271,113605271,+,4237.6941473557
Gar1,chr3,129830896,129831896,-,4236.5810302369
Nudcd2,chr11,40733160,40734160,+,4233.9837100702
Aifm1,chrX,48513063,48514063,-,4221.8464303369
Ndufa9,chr6,126848644,126849644,-,4219.8039419482
Matr3,chr18,35561657,35562657,+,4209.3335492596
Chchd4,chr6,91472923,91473923,-,4209.1980472968
AI662270,chr11,83223075,83224075,+,4205.3273723516
Nucks1,chr1,131909957,131910957,+,4203.7642892844
Actr3,chr1,125435227,125436227,-,4199.5148427652
Ndufa12,chr10,94198508,94199508,+,4196.5414446821
D19Bwg1357e,chr19,27429408,27430408,-,4195.7692550929
Platr10,chr3,75655231,75656231,-,4187.7860951902
Rnf7,chr9,96478095,96479095,-,4185.7073928799
Brix1,chr15,10485437,10486437,-,4183.3370164029
Ubxn2a,chr12,4907020,4908020,-,4181.9565847259
Hmox1,chr8,75093117,75094117,+,4178.2944602101
Ung,chr5,114129934,114130934,+,4178.1594720951
Pmpca,chr2,26388847,26389847,+,4173.7668827911
Zmat2,chr18,36793422,36794422,+,4173.3655353232
Ddx47,chr6,135011111,135012111,+,4171.7838983837
Aaas,chr15,102350259,102351259,-,4171.6603305176
Cdk11b,chr4,155624368,155625368,+,4171.6173637595
Larp7,chr3,127552849,127553849,-,4162.5872680821
Igf2bp1,chr11,96005444,96006444,-,4159.4738097363
Pycr2,chr1,180903773,180904773,+,4158.6877984143
Exosc2,chr2,31670236,31671236,+,4157.8655522483
Lonp1,chr17,56626403,56627403,-,4156.3267771747
Rabggtb,chr3,153912466,153913466,-,4155.4433785119
Calm1,chr12,100199040,100200040,+,4152.6719698076
Smarcc1,chr9,110131523,110132523,+,4152.439194418
G6pdx,chrX,74428661,74429661,-,4152.1692734416
Tpm4,chr8,72134791,72135791,+,4146.3173426118
Etfa,chr9,55511743,55512743,-,4144.672263495
Ndufs7,chr10,80248951,80249951,+,4139.4364306714
Snord12,chr2,167064792,167065792,+,4137.3146899024
Uqcrfs1,chr13,30544816,30545816,-,4136.6553506017
Kdm5b,chr1,134559677,134560677,+,4134.4531939083
H2afy,chr13,56135050,56136050,-,4129.2610653927
Degs1,chr1,182282259,182283259,-,4129.1708434093
Tnpo3,chr6,29609107,29610107,-,4127.5505260108
Ppp5c,chr7,17027414,17028414,-,4126.2934407905
Ndufab1,chr7,122101348,122102348,-,4121.2838000083
Brd4,chr17,32283633,32284633,-,4118.1209047086
Arf5,chr6,28423139,28424139,+,4117.4508158962
Snord83b,chr15,80078079,80079079,-,4113.8359357157
Mrps24,chr11,5707199,5708199,-,4111.7463210284
Drosha,chr15,12824314,12825314,+,4111.2784493449
Aqp3,chr4,41097683,41098683,-,4110.9123735804
Nid2,chr14,19750756,19751756,+,4105.7781799186
Nupr1,chr7,126624970,126625970,-,4092.6194621459
Denr,chr5,123906774,123907774,+,4091.9408639669
Snord52,chr17,34950508,34951508,-,4089.7046269567
Stub1,chr17,25832861,25833861,-,4088.3952121225
Siva1,chr12,112644327,112645327,+,4076.9367912191
Xpnpep1,chr19,53038154,53039154,-,4074.0143443872
Gabarap,chr11,69990869,69991869,+,4073.4723644326
Sgk1,chr10,21881683,21882683,+,4072.7272842087
Glyr1,chr16,5049410,5050410,-,4069.9123442489
Snrnp200,chr2,127207903,127208903,+,4067.0267809726
Rab9,chrX,166479367,166480367,-,4063.9221328729
Chchd1,chr14,20702526,20703526,+,4061.4224178562
Chchd3,chr6,33059652,33060652,-,4055.4116434862
Fntb,chr12,76836966,76837966,+,4054.3645940599
Dnmt3b,chr2,153648948,153649948,+,4053.9714451044
Rpn1,chr6,88083972,88084972,+,4050.2750598755
Farsa,chr8,84856485,84857485,+,4044.9993598664
Gm29766,chr5,110431455,110432455,-,4044.0648344226
Mrpl22,chr11,58171153,58172153,+,4043.3719881193
Smyd5,chr6,85431475,85432475,+,4039.6652171159
Eif4e,chr3,138525690,138526690,+,4034.2751352649
Slc1a5,chr7,16780845,16781845,+,4032.2907752651
Erp29,chr5,121451974,121452974,-,4029.73531626
Rrp7a,chr15,83122301,83123301,-,4029.4303089077
Anapc13,chr9,102625795,102626795,+,4026.6930569499
Tmed9,chr13,55592634,55593634,+,4023.6481447048
Bub1b,chr2,118597710,118598710,+,4019.3430625905
Hmces,chr6,87913475,87914475,+,4011.4930289631
Zscan10,chr17,23600325,23601325,+,4009.8000101377
Ddx17,chr15,79546241,79547241,-,4007.1509892975
Thop1,chr10,81069582,81070582,+,4007.0310621616
Atp6v1b2,chr8,69088235,69089235,+,4002.4210559605
Gab1,chr8,80880019,80881019,-,3999.2025970597
Fzr1,chr10,81377870,81378870,-,3998.6679107621
Capza2,chr6,17636597,17637597,+,3982.4708131263
Ube2l3,chr16,17200992,17201992,-,3979.3313239994
Orc6,chr8,85299131,85300131,+,3976.2487547568
Ergic3,chr2,156007624,156008624,+,3974.9569431157
Ltv1,chr10,13192637,13193637,-,3971.3708882158
Dazap2,chr15,100615161,100616161,+,3968.4786297829
Ldhb,chr6,142507457,142508457,-,3967.8299637066
Jam2,chr16,84773622,84774622,+,3965.4263295412
Drg2,chr11,60454116,60455116,+,3964.5826669592
Papola,chr12,105784201,105785201,+,3959.7938131593
Pcgf2,chr11,97699997,97700997,-,3957.9685284497
Gapdh,chr6,125165967,125166967,-,3956.7947580897
Phf23,chr11,69995265,69996265,+,3955.1928259149
Ifi30,chr8,70766163,70767163,-,3955.1216153392
Nifk,chr1,118321342,118322342,+,3951.3221278488
Hnrnph2,chrX,134600785,134601785,+,3950.3656746198
Tardbp,chr4,148626496,148627496,-,3949.2320873983
Mrps18c,chr5,100798258,100799258,+,3947.3064557016
Mov10,chr3,104818063,104819063,-,3946.7539132361
Elf3,chr1,135257972,135258972,-,3946.2186049883
Ppp1r8,chr4,132842669,132843669,-,3945.2176745473
Smu1,chr4,40757385,40758385,-,3944.039727036
Npepps,chr11,97280076,97281076,-,3937.392483874
Arf3,chr15,98762618,98763618,-,3936.0271891187
Sept7,chr9,25251938,25252938,+,3932.8243983544
Phf5a,chr15,81871392,81872392,-,3929.562541964
Klhdc4,chr8,121829069,121830069,-,3929.3782093002
Pold2,chr11,5877756,5878756,-,3921.0444322574
Cops4,chr5,100517808,100518808,+,3920.9865416774
Srpk1,chr17,28621954,28622954,-,3920.7919106017
Farsb,chr1,78488397,78489397,-,3919.8554964978
Atp1b3,chr9,96363799,96364799,-,3916.9567659785
Slmo2,chr2,174472441,174473441,-,3915.9186323382
Lin28a,chr4,134018316,134019316,-,3915.3991388014
Aarsd1,chr11,101416933,101417933,-,3914.834207166
Sbds,chr5,130254962,130255962,-,3907.9734874269
Lactb2,chr1,13660009,13661009,-,3895.7722580492
Pnma5,chrX,73036603,73037603,-,3894.9209033878
Samd1,chr8,83997171,83998171,+,3894.535401124
Fam96b,chr8,104641228,104642228,-,3893.256914902
Wdr1,chr5,38561095,38562095,-,3892.2725986549
L3mbtl2,chr15,81663388,81664388,+,3884.0472455264
Prc1,chr7,80293950,80294950,+,3883.8606816088
Slc38a4,chr15,97055456,97056456,-,3882.6233922536
Bak1,chr17,27028126,27029126,-,3881.108417992
Vat1,chr11,101465699,101466699,-,3880.1485312136
Tceal8,chrX,136171751,136172751,-,3879.9768561738
Cnot1,chr8,95806962,95807962,-,3879.7309892232
Rbm42,chr7,30649728,30650728,-,3879.2309135724
Rap1b,chr10,117845474,117846474,-,3872.6862843986
1700037H04Rik,chr2,131159520,131160520,-,3867.0281359943
Tead2,chr7,45215252,45216252,+,3863.8475050157
Ezh2,chr6,47594530,47595530,-,3862.3911060459
Coa3,chr11,101278448,101279448,-,3860.2545256004
Tcl1,chr12,105222237,105223237,-,3858.8489824626
Lars,chr18,42261571,42262571,-,3855.4023364512
Hk2,chr6,82773954,82774954,-,3854.8340923083
Mrpl4,chr9,21002236,21003236,+,3847.3766256229
Smc3,chr19,53599895,53600895,+,3846.4842636043
Snhg12,chr4,132308177,132309177,+,3845.9071060726
Cul3,chr1,80339930,80340930,-,3845.8036923046
Exosc8,chr3,54734864,54735864,-,3842.4154233845
Traf7,chr17,24527438,24528438,-,3840.5206293183
Mrpl34,chr8,71464425,71465425,+,3839.5263140661
Myh9,chr15,77841675,77842675,-,3830.1025840918
Tufm,chr7,126486854,126487854,+,3826.7350572163
Shmt1,chr11,60810765,60811765,-,3825.8144718418
Rps6ka1,chr4,133887297,133888297,-,3821.7734631437
Ilf3,chr9,21367370,21368370,+,3817.6299471808
2810004N23Rik,chr8,124862529,124863529,-,3815.9146798191
Ptcd3,chr6,71908262,71909262,-,3813.1855521957
Tcerg1,chr18,42510986,42511986,+,3811.844262902
Rpa3,chr6,8258641,8259641,-,3811.1815037548
Otub1,chr19,7205784,7206784,-,3807.4483404028
Bclaf1,chr10,20311968,20312968,+,3807.273736051
Csrp1,chr1,135728696,135729696,+,3804.7729503478
Sap30,chr8,57487360,57488360,-,3803.666293694
Sod2,chr17,13007338,13008338,+,3803.246789839
Idh3a,chr9,54586010,54587010,+,3797.311771033
Sulf2,chr2,166155183,166156183,-,3796.4068615802
Sf3b6,chr12,4817107,4818107,+,3793.7009786818
Map1lc3b,chr8,121589967,121590967,+,3790.6647691271
Ap1s1,chr5,137045560,137046560,-,3790.295250194
Atp1b1,chr1,164457855,164458855,-,3789.825056136
Usp48,chr4,137593688,137594688,+,3787.3991191244
Mrpl2,chr17,46645747,46646747,+,3784.5110657378
Ndufa2,chr18,36744087,36745087,-,3780.8240008435
Gsr,chr8,33652737,33653737,+,3776.0412025757
Atp6ap1,chrX,74296596,74297596,+,3774.4145587234
Thrap3,chr4,126202210,126203210,-,3771.9846352053
Wdr75,chr1,45795000,45796000,+,3771.6474397375
Terf1,chr1,15805145,15806145,+,3768.9965981707
Chaf1b,chr16,93883400,93884400,+,3767.4551208021
Tacc3,chr5,33657646,33658646,+,3766.8179862011
Tdrd12,chr7,35537244,35538244,-,3759.2742149688
Msto1,chr3,88913450,88914450,-,3759.1837285315
Arih2,chr9,108648880,108649880,-,3756.5611732852
Ier2,chr8,84662352,84663352,-,3756.2508468455
Git1,chr11,77492911,77493911,+,3750.7757726301
Ss18,chr18,14682414,14683414,-,3747.9127149716
Srpr,chr9,35210702,35211702,+,3747.7844457154
Cdca7,chr2,72475718,72476718,+,3747.7182598602
Cyb5r1,chr1,134405489,134406489,+,3746.6747324163
Dohh,chr10,81383927,81384927,+,3738.6839123677
Polr2h,chr16,20717325,20718325,+,3735.8588858704
Rfc2,chr5,134582189,134583189,+,3735.4975256515
Mrpl21,chr19,3282546,3283546,+,3730.9293558938
Cisd1,chr10,71344349,71345349,-,3726.3832310674
Ndufa13,chr8,69902058,69903058,-,3726.1270271764
Hmgcs1,chr13,119689850,119690850,+,3725.2921817165
Mrpl30,chr1,37890052,37891052,+,3723.9406584789
Cops5,chr1,10037659,10038659,-,3722.7668938956
Plrg1,chr3,83055037,83056037,+,3720.0046075664
Timm13,chr10,80900469,80901469,-,3719.7594045034
Raf1,chr6,115676135,115677135,-,3716.4208087592
Ptov1,chr7,44869288,44870288,-,3716.3868201286
Mcrs1,chr15,99251461,99252461,-,3713.8450489318
Cttn,chr7,144470435,144471435,-,3712.5910217355
Carm1,chr9,21546393,21547393,+,3711.8419833195
Aimp2,chr5,143909339,143910339,-,3708.3118209564
Ei24,chr9,36796893,36797893,-,3704.0712550381
Mtf2,chr5,108065173,108066173,+,3702.7119802953
Srsf9,chr5,115326676,115327676,+,3700.0816965202
Creld2,chr15,88819145,88820145,+,3697.6910932739
Rdm1,chr11,101627448,101628448,+,3693.8837790974
Nubp2,chr17,24885850,24886850,-,3689.5288468073
Atp6v1g1,chr4,63544264,63545264,+,3687.599292451
Naa50,chr16,44139308,44140308,+,3680.1186588943
Prcc,chr3,87885062,87886062,-,3679.3674206619
Zfp42,chr8,43306509,43307509,-,3677.6198505688
Rrm1,chr7,102441194,102442194,+,3664.6203617991
BC005537,chr13,24801156,24802156,+,3662.425827726
Manba,chr3,135485110,135486110,+,3661.6950031646
Tmem14c,chr13,41015749,41016749,+,3660.8461325794
Cbx7,chr15,79932146,79933146,-,3656.1867846369
Vdac3,chr8,22593313,22594313,-,3650.2612434942
Dhcr24,chr4,106560537,106561537,+,3648.3689118835
Pdgfa,chr5,138994453,138995453,-,3648.1354495263
Pold1,chr7,44548315,44549315,-,3646.4713754851
Nabp2,chr10,128409296,128410296,-,3643.6536701584
Fmr1nb,chrX,68761338,68762338,+,3642.8466725624
Gnpda1,chr18,38338493,38339493,-,3637.8674089295
Utp14a,chrX,48256433,48257433,+,3634.3329180625
Apobec3,chr15,79891907,79892907,+,3630.8156834761
Yars,chr4,129189294,129190294,+,3630.2652850016
Sec31a,chr5,100415734,100416734,-,3629.7367648166
Tmem97,chr11,78550235,78551235,-,3623.2519110761
Tbrg4,chr11,6625567,6626567,-,3621.3008986376
1110004F10Rik,chr7,116092879,116093879,+,3620.3483438699
Gtf2h1,chr7,46795593,46796593,+,3617.4746813936
Ddx23,chr15,98662389,98663389,-,3617.0501035177
Mrpl51,chr6,125191699,125192699,+,3615.9575745288
Gins4,chr8,23237168,23238168,-,3614.1062656908
Mrps18b,chr17,35915869,35916869,-,3608.4894421916
Ubr5,chr15,38078354,38079354,-,3605.9773116173
Mrpl54,chr10,81266426,81267426,-,3605.5666984403
Gspt1,chr16,11253825,11254825,-,3604.4411798893
Sqle,chr15,59314591,59315591,+,3604.3160666687
Coro1b,chr19,4148162,4149162,+,3604.2077044704
Top1,chr2,160645396,160646396,+,3602.7914186139
Ppp1cb,chr5,32458469,32459469,+,3602.4157342418
Lsm5,chr6,56704199,56705199,-,3597.7218863961
Mrpl37,chr4,107066366,107067366,-,3593.8246514996
Lsg1,chr16,30587089,30588089,-,3592.7398285641
Mllt6,chr11,97662911,97663911,+,3589.6381196825
Pim3,chr15,88861693,88862693,+,3589.4124463314
Nob1,chr8,107424538,107425538,-,3582.2766375781
Prpf40a,chr2,53190687,53191687,-,3578.3828289656
Nap1l4,chr7,143548620,143549620,-,3577.1162183322
Aspscr1,chr11,120672472,120673472,+,3574.8638615102
Ncaph2,chr15,89355218,89356218,+,3574.2682765696
Ap2m1,chr16,20534979,20535979,+,3571.7983412152
Hs6st1,chr1,36067899,36068899,+,3571.4538483923
Itgb1,chr8,128685153,128686153,+,3570.3629332785
Cnpy2,chr10,128321958,128322958,+,3568.7235706861
Gnl2,chr4,125029513,125030513,+,3566.6856081182
Api5,chr2,94437686,94438686,-,3560.8425982381
Igf2bp2,chr16,22162799,22163799,-,3554.3943841241
Arl1,chr10,88730913,88731913,+,3554.103869195
Grwd1,chr7,45830289,45831289,-,3551.4075246402
Gltp,chr5,114690435,114691435,-,3551.069547486
Tcf25,chr8,123373210,123374210,+,3546.6936670161
Nudt4,chr10,95563667,95564667,-,3546.2658994794
Polr2b,chr5,77309983,77310983,+,3545.1763059403
Zfp106,chr2,120563331,120564331,-,3544.4083433173
Nfe2l1,chr11,96829468,96830468,-,3544.0948799603
Prpsap1,chr11,116489846,116490846,-,3537.6546563324
Clic4,chr4,135272260,135273260,-,3529.2040217711
Zmynd19,chr2,24949301,24950301,+,3527.1472886542
Cat,chr2,103484653,103485653,-,3526.4835666349
Colgalt1,chr8,71610523,71611523,+,3524.7689949171
Klhdc3,chr17,46680430,46681430,-,3522.518884239
Txndc17,chr11,72207053,72208053,+,3515.4283499516
Vasp,chr7,19271354,19272354,-,3511.5038571539
Tubg1,chr11,101119630,101120630,+,3511.0902140453
Taf1d,chr9,15305713,15306713,+,3510.1346205323
Baz2a,chr10,128092282,128093282,+,3509.0622928347
Galk1,chr11,116012219,116013219,-,3504.2381255607
Ncbp1,chr4,46138010,46139010,+,3502.7927011386
Fnta,chr8,26015101,26016101,-,3501.4035047274
Enoph1,chr5,100039493,100040493,+,3500.5752227562
Tmem39a,chr16,38558197,38559197,+,3498.0946348103
Tmem234,chr4,129600206,129601206,+,3496.1574241583
Stra13,chr11,120713267,120714267,-,3495.8016693781
Ebna1bp2,chr4,118620298,118621298,+,3494.7384740965
Trappc1,chr11,69323485,69324485,+,3494.7020876286
Ube2z,chr11,96064864,96065864,-,3494.4066110356
Use1,chr8,71366347,71367347,+,3491.9719983748
Poldip3,chr15,83148836,83149836,-,3490.9986666667
Bcam,chr7,19770032,19771032,-,3487.9962972608
Dynll2,chr11,87997798,87998798,-,3486.7101954011
Snw1,chr12,87471799,87472799,-,3483.3536075183
Jup,chr11,100397290,100398290,-,3479.7527364211
Med21,chr6,146642078,146643078,+,3478.9026658704
Ehmt2,chr17,34897991,34898991,+,3472.2436119026
Xrcc5,chr1,72306920,72307920,+,3468.1563703517
Nefl,chr14,68083383,68084383,+,3466.7832073413
Cdk2,chr10,128704551,128705551,-,3465.9627080547
Nsf,chr11,103953556,103954556,-,3464.8236954735
Gldc,chr19,30174941,30175941,-,3464.7180973521
Hirip3,chr7,126861471,126862471,+,3463.9538934108
Gins2,chr8,120588575,120589575,-,3463.3287450739
Parl,chr16,20301862,20302862,-,3457.199326823
Plekhf2,chr4,11007119,11008119,-,3450.7921353143
Atp6v0d1,chr8,105565540,105566540,-,3446.9854755817
Haus4,chr14,54553861,54554861,-,3443.566925132
Avpi1,chr19,42128493,42129493,-,3438.2278463308
Frg1,chr8,41416618,41417618,-,3430.2509385049
Ptp4a2,chr4,129819978,129820978,+,3430.069688686
Ssbp4,chr8,70607814,70608814,-,3430.0147038019
Trim6,chr7,104218294,104219294,+,3429.0400019714
Lsm14a,chr7,34389040,34390040,-,3426.2288580671
Rpl39l,chr16,10169727,10170727,+,3424.3614232211
Dcaf13,chr15,39112373,39113373,+,3420.0507675211
Hnrnpul2,chr19,8818900,8819900,+,3418.8795900241
Elp3,chr14,65592612,65593612,-,3415.8011952046
Eif4e2,chr1,87213413,87214413,+,3413.2875743507
Umps,chr16,33966503,33967503,-,3412.7688265338
Rsrc2,chr5,123748914,123749914,-,3412.3068502446
Vps29,chr5,122353912,122354912,+,3410.3809786929
Cops8,chr1,90602924,90603924,+,3409.2038574221
Dnajb6,chr5,29735397,29736397,+,3406.8472724337
Mtap,chr4,89136869,89137869,+,3403.4348645561
Ogt,chrX,101639550,101640550,+,3397.4392620921
Pnn,chr12,59066418,59067418,+,3397.384239483
Dppa4,chr16,48283234,48284234,+,3397.3427031928
Mycn,chr12,12941336,12942336,-,3396.1058675736
Timm10,chr2,84826520,84827520,+,3393.8839410511
Tex10,chr4,48472922,48473922,-,3389.7177610088
Mrpl39,chr16,84734802,84735802,-,3388.7326863586
Mrps21,chr3,95870119,95871119,-,3388.0436750532
Csnk1g2,chr10,80622279,80623279,+,3381.0522408346
Fbxo5,chr10,5804965,5805965,-,3378.8139028488
Nipsnap1,chr11,4873502,4874502,+,3374.9716227819
Mcm10,chr2,5012291,5013291,-,3373.1787211235
Cops2,chr2,125858582,125859582,-,3369.2444340616
Tbx3,chr5,119670361,119671361,+,3366.6522170147
Imp3,chr9,56936999,56937999,+,3364.1246528513
Hyou1,chr9,44378989,44379989,+,3359.2129700286
Sucla2,chr14,73552285,73553285,+,3357.0433405677
Smarca4,chr9,21615668,21616668,+,3355.9801581451
Tpr,chr1,150392337,150393337,+,3350.6226412862
Snx2,chr18,53175864,53176864,+,3350.424661274
Ide,chr19,37330113,37331113,-,3349.1631154891
Surf4,chr2,26933011,26934011,-,3348.1034857465
Glo1,chr17,30612159,30613159,-,3346.5826192339
Acp6,chr3,97158276,97159276,+,3346.419555026
Rbm38,chr2,173021401,173022401,+,3344.9941484217
Rsrp1,chr4,134923124,134924124,+,3344.3293761814
Napa,chr7,16098142,16099142,+,3339.1862108186
Nt5dc2,chr14,31134352,31135352,+,3335.310623565
Ddx54,chr5,120612629,120613629,+,3330.6068101134
Lsm12,chr11,102184756,102185756,-,3329.3804043446
Tsr1,chr11,74897579,74898579,+,3323.7438112687
Arglu1,chr8,8690037,8691037,-,3323.0524591433
Cars,chr7,143599590,143600590,-,3320.262058911
Tsc22d1,chr14,76415320,76416320,+,3314.0252220973
Elp2,chr18,24603460,24604460,+,3311.8071160269
Dhx16,chr17,35879277,35880277,+,3310.3157968617
Sympk,chr7,19023876,19024876,+,3307.3038327213
Cetn3,chr13,81782791,81783791,+,3307.051790374
Mrpl38,chr11,116138368,116139368,-,3305.5685326868
Imp4,chr1,34439328,34440328,+,3303.5546607445
Cmtm7,chr9,114781493,114782493,-,3301.8183020805
Txnl1,chr18,63691859,63692859,-,3298.0280135327
Aurkaip1,chr4,155830768,155831768,+,3297.4874969727
Ajuba,chr14,54577161,54578161,-,3293.5898701951
Commd4,chr9,57157799,57158799,-,3292.7742701429
Pmpcb,chr5,21736659,21737659,+,3290.7501385283
Tmem256,chr11,69838024,69839024,+,3290.3103208611
Nisch,chr14,31206326,31207326,-,3289.9862176473
Mlec,chr5,115157676,115158676,-,3286.5128752614
Fubp1,chr3,152209957,152210957,+,3285.019110156
Gpbp1,chr13,111489541,111490541,-,3282.3858618693
Pdlim1,chr19,40271116,40272116,-,3277.6931049014
Tk1,chr11,117825514,117826514,-,3277.1350104342
Ppp2r2d,chr7,138845885,138846885,+,3277.0296242128
Cul1,chr6,47453823,47454823,+,3274.6754557168
Gtf3c6,chr10,40257165,40258165,-,3267.8404295665
Ube2i,chr17,25273810,25274810,-,3266.3946656517
Atp6v1d,chr12,78861138,78862138,-,3265.4769379685
Huwe1,chrX,151802781,151803781,+,3265.108888547
Sdhc,chr1,171150103,171151103,-,3262.7844715418
Med25,chr7,44891866,44892866,-,3260.5926834557
Ythdf1,chr2,180920436,180921436,-,3258.8284763117
Pitpnb,chr5,111330196,111331196,+,3247.651066831
Wdr61,chr9,54734049,54735049,-,3245.4094192178
Smc4,chr3,69004471,69005471,+,3244.8544914394
Npc2,chr12,84772612,84773612,-,3244.6367362756
Ssu72,chr4,155704314,155705314,+,3243.8074973934
0610010K14Rik,chr11,70237414,70238414,-,3241.8038365486
Wdr18,chr10,79959651,79960651,+,3238.1419963327
Metap2,chr10,93890702,93891702,-,3233.6794148304
Rer1,chr4,155085797,155086797,-,3231.2129962597
Cth,chr3,157924563,157925563,-,3230.5318923765
Xab2,chr8,3620796,3621796,-,3228.6413369296
Ap2a1,chr7,44928990,44929990,-,3224.2867267919
Kcmf1,chr6,72899479,72900479,-,3219.1162668916
Elp5,chr11,69980735,69981735,-,3218.8078751034
Epb4.1l4aos,chr18,33794391,33795391,+,3216.9876949038
Max,chr12,76961748,76962748,-,3216.7057140288
Wbscr22,chr5,135064166,135065166,-,3212.1466230622
Mrps7,chr11,115603650,115604650,+,3210.749618137
Cisd3,chr11,97685451,97686451,+,3209.3000618194
Pigt,chr2,164497024,164498024,+,3208.1821531604
Topbp1,chr9,103304826,103305826,+,3206.3395223309
Nol6,chr4,41123839,41124839,-,3206.1964566139
Skiv2l2,chr13,112926880,112927880,-,3204.6098979282
Rif1,chr2,52072336,52073336,+,3202.5934166628
Gorasp2,chr2,70661008,70662008,+,3202.4728403892
Bms1,chr6,118418917,118419917,-,3190.9124635235
Stk38,chr17,29007437,29008437,-,3190.8765462155
Prpf31,chr7,3629484,3630484,+,3185.1197500562
Smndc1,chr19,53390073,53391073,-,3183.008691875
Usp39,chr6,72344675,72345675,-,3181.7428296856
Gatad2a,chr8,69995884,69996884,-,3179.6223782935
Akap8,chr17,32320738,32321738,-,3176.7486704996
Slc39a7,chr17,34031190,34032190,-,3174.2201527144
Usp9x,chrX,13070997,13071997,+,3174.1400143617
Pitrm1,chr13,6547656,6548656,+,3173.4830959599
Wdr83os,chr8,85080462,85081462,+,3172.6847403624
Blvrb,chr7,27447477,27448477,+,3170.7493595202
Praf2,chrX,7728070,7729070,+,3167.7170602405
Tcea1,chr1,4857193,4858193,+,3167.230703354
Ddx41,chr13,55536158,55537158,-,3166.5495738801
Mphosph10,chr7,64391736,64392736,-,3161.9160201297
Ufc1,chr1,171294482,171295482,-,3161.7136858818
Ict1,chr11,115403265,115404265,+,3161.6548120754
Ranbp3,chr17,56672724,56673724,+,3160.6870021321
Spns1,chr7,126377434,126378434,-,3160.4665638589
Ncbp2,chr16,31948045,31949045,+,3160.289229718
Lsm8,chr6,18848134,18849134,+,3158.4128281274
Copa,chr1,172082028,172083028,+,3157.6317357361
Exosc10,chr4,148557926,148558926,+,3154.0902216509
Snf8,chr11,96034416,96035416,+,3153.335845694
Srsf11,chr3,158036139,158037139,-,3151.2273014268
Ebp,chrX,8193012,8194012,-,3151.1561255148
Rbmxl2,chr7,107208944,107209944,+,3148.3099998317
Ifrd1,chr12,40222689,40223689,-,3148.1976938644
Prim1,chr10,128014714,128015714,+,3147.3341668443
Cuta,chr17,26939038,26940038,-,3140.5188862959
Plin3,chr17,56290011,56291011,-,3139.5384058489
Atp6ap2,chrX,12587258,12588258,+,3137.9597017103
Rrs1,chr1,9544907,9545907,+,3137.1021363797
Sept11,chr5,93092956,93093956,+,3136.8362174987
Mrpl36,chr13,73330508,73331508,+,3136.3872467024
Paf1,chr7,28392495,28393495,+,3134.9574858486
Zfp534,chr4,147702131,147703131,-,3133.5495938889
Birc5,chr11,117848736,117849736,+,3132.4930786219
Srebf2,chr15,82146768,82147768,+,3132.2020226501
Timm50,chr7,28311546,28312546,-,3131.1935818745
Rian,chr12,109603444,109604444,+,3129.0587924066
Trmt1,chr8,84688746,84689746,+,3124.26646506
Kifc1,chr17,33890133,33891133,-,3123.8740745808
Slc38a2,chr15,96699198,96700198,-,3123.847225018
Prpf38a,chr4,108578836,108579836,-,3122.7284700878
Psmg4,chr13,34162463,34163463,+,3120.7381656679
Fubp3,chr2,31572150,31573150,+,3114.1988411469
Rtn4,chr11,29692397,29693397,+,3112.9725867979
Slc25a13,chr6,6216673,6217673,-,3111.6146559499
Klhl22,chr16,17759120,17760120,+,3109.5784555865
Vps72,chr3,95110541,95111541,+,3106.8212688726
Ly6e,chr15,74954550,74955550,+,3101.9346731011
Wdr46,chr17,33940222,33941222,+,3100.4982420502
Cldn4,chr5,134946434,134947434,-,3100.3187365808
Gpc3,chrX,52613474,52614474,-,3098.6461654546
Rbpms,chr8,33929363,33930363,-,3097.60809562
Rcn1,chr2,105398819,105399819,-,3094.3224617681
Spr,chr6,85137264,85138264,-,3093.7143613413
0610007P14Rik,chr12,85824045,85825045,-,3093.2576253952
Mrpl47,chr3,32736255,32737255,-,3087.7475226822
Fpgs,chr2,32693675,32694675,-,3085.6748049045
Pak4,chr7,28597684,28598684,-,3085.6252488866
Polr2d,chr18,31788658,31789658,+,3085.1380529174
Rnaseh2b,chr14,62331604,62332604,+,3084.5745346633
Mrpl45,chr11,97315215,97316215,+,3075.0797628246
Tfg,chr16,56716950,56717950,-,3074.7040634297
Nxf1,chr19,8756602,8757602,+,3073.3286926292
Cpsf3,chr12,21285796,21286796,+,3070.7411308268
Arpc5,chr1,152766041,152767041,+,3070.4013372003
Rpp21,chr17,36257346,36258346,-,3064.4399374067
Ppp2r5d,chr17,46704502,46705502,-,3059.1717972724
Kdelr1,chr7,45872339,45873339,+,3058.2436181894
Laptm4a,chr12,8920806,8921806,+,3057.7797944559
